unit,c_unload,c_load,geo\time	2015 	2010 	2005 
PAS,BE23,DEE2,BE	: 	: 	1 
PAS,BE23,DEE2,DE	: 	: 	2 
PAS,BE23,DEF0,DE	: 	: 	8 
PAS,BE23,DEG0,DE	: 	: 	9 
PAS,BE23,DEXX,BE	17 	: 	1 
PAS,BE23,DEXX,CY	: z	: 	: 
PAS,BE23,DEXX,MT	: z	: 	: 
PAS,BE23,DK,DK	: 	: 	16 
PAS,BE23,FR10,BE	11152 	: 	6287 
PAS,BE23,FR10,CY	: z	: z	: 
PAS,BE23,FR10,FR	1009 	: 	: c
PAS,BE23,FR10,MT	: z	: z	: 
PAS,BE23,FR21,CY	: z	: z	: 
PAS,BE23,FR21,FR	14 	: 	: c
PAS,BE23,FR21,MT	: z	: z	: 
PAS,BE23,FR22,BE	4 	: 	2 
PAS,BE23,FR22,CY	: z	: z	: 
PAS,BE23,FR22,FR	128 	: 	: c
PAS,BE23,FR22,MT	: z	: z	: 
PAS,BE23,FR23,BE	2 	: 	1 
PAS,BE23,FR23,CY	: z	: z	: 
PAS,BE23,FR23,FR	81 	: 	: c
PAS,BE23,FR23,MT	: z	: z	: 
PAS,BE23,FR24,CY	: z	: z	: 
PAS,BE23,FR24,FR	35 	: 	: c
PAS,BE23,FR24,MT	: z	: z	: 
PAS,BE23,FR25,CY	: z	: z	: 
PAS,BE23,FR25,FR	17 	: 	: c
PAS,BE23,FR25,MT	: z	: z	: 
PAS,BE23,FR26,CY	: z	: z	: 
PAS,BE23,FR26,FR	6 	: 	: c
PAS,BE23,FR26,MT	: z	: z	: 
PAS,BE23,FR30,BE	1164 	: 	656 
PAS,BE23,FR30,CY	: z	: z	: 
PAS,BE23,FR30,FR	10420 	: 	: c
PAS,BE23,FR30,MT	: z	: z	: 
PAS,BE23,FR41,BE	25 	: 	14 
PAS,BE23,FR41,CY	: z	: z	: 
PAS,BE23,FR41,FR	25 	: 	: c
PAS,BE23,FR41,MT	: z	: z	: 
PAS,BE23,FR42,BE	78 	: 	44 
PAS,BE23,FR42,CY	: z	: z	: 
PAS,BE23,FR42,FR	44 	: 	: c
PAS,BE23,FR42,MT	: z	: z	: 
PAS,BE23,FR43,CY	: z	: z	: 
PAS,BE23,FR43,FR	6 	: 	: c
PAS,BE23,FR43,MT	: z	: z	: 
PAS,BE23,FR51,CY	: z	: z	: 
PAS,BE23,FR51,FR	52 	: 	: c
PAS,BE23,FR51,MT	: z	: z	: 
PAS,BE23,FR52,CY	: z	: z	: 
PAS,BE23,FR52,FR	39 	: 	: c
PAS,BE23,FR52,MT	: z	: z	: 
PAS,BE23,FR53,CY	: z	: z	: 
PAS,BE23,FR53,FR	14 	: 	: c
PAS,BE23,FR53,MT	: z	: z	: 
PAS,BE23,FR61,CY	: z	: z	: 
PAS,BE23,FR61,FR	36 	: 	: c
PAS,BE23,FR61,MT	: z	: z	: 
PAS,BE23,FR62,CY	: z	: z	: 
PAS,BE23,FR62,FR	5 	: 	: c
PAS,BE23,FR62,MT	: z	: z	: 
PAS,BE23,FR63,CY	: z	: z	: 
PAS,BE23,FR63,FR	4 	: 	: c
PAS,BE23,FR63,MT	: z	: z	: 
PAS,BE23,FR71,CY	: z	: z	: 
PAS,BE23,FR71,FR	36 	: 	: c
PAS,BE23,FR71,MT	: z	: z	: 
PAS,BE23,FR72,CY	: z	: z	: 
PAS,BE23,FR72,FR	2 	: 	: c
PAS,BE23,FR72,MT	: z	: z	: 
PAS,BE23,FR81,BE	2 	: 	1 
PAS,BE23,FR81,CY	: z	: z	: 
PAS,BE23,FR81,FR	9 	: 	: c
PAS,BE23,FR81,MT	: z	: z	: 
PAS,BE23,FR82,CY	: z	: z	: 
PAS,BE23,FR82,FR	17 	: 	: c
PAS,BE23,FR82,MT	: z	: z	: 
PAS,BE23,HR01,HR	: 	1 	: 
PAS,BE23,HR04,HR	2 	: 	: 
PAS,BE23,ITC1,IT	: 	: 	: c
PAS,BE23,ITC4,BE	9 	: 	5 
PAS,BE23,ITC4,CY	: z	: 	: 
PAS,BE23,ITC4,IT	: 	: 	: c
PAS,BE23,ITC4,MT	: z	: 	: 
PAS,BE23,ITD3,BE	: 	: 	1 
PAS,BE23,ITD3,IT	: 	: 	: c
PAS,BE23,ITD5,IT	: 	: 	: c
PAS,BE23,ITE1,IT	: 	: 	: c
PAS,BE23,ITE3,IT	: 	: 	: c
PAS,BE23,ITE4,BE	: 	: 	1 
PAS,BE23,ITF3,IT	: 	: 	: c
PAS,BE23,ITF4,IT	: 	: 	: c
PAS,BE23,ITXX,BE	4 	: 	: 
PAS,BE23,ITXX,CY	: z	: 	: 
PAS,BE23,ITXX,MT	: z	: 	: 
PAS,BE23,LU,BE	149 	: 	84 
PAS,BE23,LU,CY	: z	: z	: 
PAS,BE23,LU,LU	3061 	2319 	3864 
PAS,BE23,LU,MT	: z	: z	: 
PAS,BE23,NL11,BE	25 	: 	14 
PAS,BE23,NL11,CY	: z	: z	: 
PAS,BE23,NL11,MT	: z	: z	: 
PAS,BE23,NL11,NL	892 	: 	700 
PAS,BE23,NL12,BE	11 	: 	6 
PAS,BE23,NL12,CY	: z	: z	: 
PAS,BE23,NL12,MT	: z	: z	: 
PAS,BE23,NL12,NL	397 	: 	312 
PAS,BE23,NL13,CY	: z	: z	: 
PAS,BE23,NL13,MT	: z	: z	: 
PAS,BE23,NL13,NL	154 	: 	118 
PAS,BE23,NL21,BE	16 	: 	9 
PAS,BE23,NL21,CY	: z	: z	: 
PAS,BE23,NL21,MT	: z	: z	: 
PAS,BE23,NL21,NL	1168 	: 	923 
PAS,BE23,NL22,BE	34 	: 	19 
PAS,BE23,NL22,CY	: z	: z	: 
PAS,BE23,NL22,MT	: z	: z	: 
PAS,BE23,NL22,NL	3253 	: 	2561 
PAS,BE23,NL23,BE	2 	: 	1 
PAS,BE23,NL23,CY	: z	: z	: 
PAS,BE23,NL23,MT	: z	: z	: 
PAS,BE23,NL23,NL	428 	: 	340 
PAS,BE23,NL31,BE	121 	: 	68 
PAS,BE23,NL31,CY	: z	: z	: 
PAS,BE23,NL31,MT	: z	: z	: 
PAS,BE23,NL31,NL	4374 	: 	3448 
PAS,BE23,NL32,BE	704 	: 	397 
PAS,BE23,NL32,CY	: z	: z	: 
PAS,BE23,NL32,MT	: z	: z	: 
PAS,BE23,NL32,NL	23281 	: 	18346 
PAS,BE23,NL33,BE	598 	: 	337 
PAS,BE23,NL33,CY	: z	: z	: 
PAS,BE23,NL33,MT	: z	: z	: 
PAS,BE23,NL33,NL	20565 	: 	16209 
PAS,BE23,NL34,BE	7 	: 	4 
PAS,BE23,NL34,CY	: z	: z	: 
PAS,BE23,NL34,MT	: z	: z	: 
PAS,BE23,NL34,NL	550 	: 	431 
PAS,BE23,NL41,BE	129 	: 	73 
PAS,BE23,NL41,CY	: z	: z	: 
PAS,BE23,NL41,MT	: z	: z	: 
PAS,BE23,NL41,NL	9831 	: 	7747 
PAS,BE23,NL42,BE	53 	: 	30 
PAS,BE23,NL42,CY	: z	: z	: 
PAS,BE23,NL42,MT	: z	: z	: 
PAS,BE23,NL42,NL	1793 	: 	1411 
PAS,BE23,PL11,PL	: 	: 	2 
PAS,BE23,PL42,PL	: 	2 	: 
PAS,BE24,AT32,BE	48 	: 	27 
PAS,BE24,AT32,CY	: z	: 	: 
PAS,BE24,AT32,MT	: z	: 	: 
PAS,BE24,AT33,BE	275 	: 	155 
PAS,BE24,AT33,CY	: z	: 	: 
PAS,BE24,AT33,MT	: z	: 	: 
PAS,BE24,BE10,BE	3408166 	: 	2640214 
PAS,BE24,BE10,CY	: z	: 	: 
PAS,BE24,BE10,MT	: z	: 	: 
PAS,BE24,BE21,BE	2040560 	: 	1580767 
PAS,BE24,BE21,CY	: z	: 	: 
PAS,BE24,BE21,MT	: z	: 	: 
PAS,BE24,BE22,BE	706042 	: 	546952 
PAS,BE24,BE22,CY	: z	: 	: 
PAS,BE24,BE22,MT	: z	: 	: 
PAS,BE24,BE23,BE	1609162 	: 	1246574 
PAS,BE24,BE23,CY	: z	: 	: 
PAS,BE24,BE23,MT	: z	: 	: 
PAS,BE24,BE24,BE	4560731 	: 	3533075 
PAS,BE24,BE24,CY	: z	: 	: 
PAS,BE24,BE24,MT	: z	: 	: 
PAS,BE24,BE25,BE	502850 	: 	389544 
PAS,BE24,BE25,CY	: z	: 	: 
PAS,BE24,BE25,MT	: z	: 	: 
PAS,BE24,BE31,BE	275075 	: 	213093 
PAS,BE24,BE31,CY	: z	: 	: 
PAS,BE24,BE31,MT	: z	: 	: 
PAS,BE24,BE32,BE	429301 	: 	332568 
PAS,BE24,BE32,CY	: z	: 	: 
PAS,BE24,BE32,MT	: z	: 	: 
PAS,BE24,BE33,BE	196568 	: 	152276 
PAS,BE24,BE33,CY	: z	: 	: 
PAS,BE24,BE33,MT	: z	: 	: 
PAS,BE24,BE34,BE	13100 	: 	10148 
PAS,BE24,BE34,CY	: z	: 	: 
PAS,BE24,BE34,MT	: z	: 	: 
PAS,BE24,BE35,BE	83069 	: 	64351 
PAS,BE24,BE35,CY	: z	: 	: 
PAS,BE24,BE35,MT	: z	: 	: 
PAS,BE24,BEXX,BE	40 	: 	31 
PAS,BE24,BEXX,CY	: z	: 	: 
PAS,BE24,BEXX,MT	: z	: 	: 
PAS,BE24,CH01,BE	9 	: 	5 
PAS,BE24,CH01,CY	: z	: 	: 
PAS,BE24,CH01,MT	: z	: 	: 
PAS,BE24,CH02,BE	18 	: 	10 
PAS,BE24,CH02,CY	: z	: 	: 
PAS,BE24,CH02,MT	: z	: 	: 
PAS,BE24,CH03,BE	5 	: 	3 
PAS,BE24,CH03,CY	: z	: 	: 
PAS,BE24,CH03,MT	: z	: 	: 
PAS,BE24,CH04,BE	4 	: 	2 
PAS,BE24,CH04,CY	: z	: 	: 
PAS,BE24,CH04,MT	: z	: 	: 
PAS,BE24,CH05,BE	4 	: 	2 
PAS,BE24,CH05,CY	: z	: 	: 
PAS,BE24,CH05,MT	: z	: 	: 
PAS,BE24,CH06,BE	4 	: 	2 
PAS,BE24,CH06,CY	: z	: 	: 
PAS,BE24,CH06,MT	: z	: 	: 
PAS,BE24,CH07,BE	2 	: 	1 
PAS,BE24,CH07,CY	: z	: 	: 
PAS,BE24,CH07,MT	: z	: 	: 
PAS,BE24,DE11,BE	7 	: 	4 
PAS,BE24,DE11,CY	: z	: 	: 
PAS,BE24,DE11,DE	: 	: 	35 
PAS,BE24,DE11,MT	: z	: 	: 
PAS,BE24,DE12,BE	16 	: 	9 
PAS,BE24,DE12,CY	: z	: 	: 
PAS,BE24,DE12,DE	: 	: 	75 
PAS,BE24,DE12,MT	: z	: 	: 
PAS,BE24,DE13,BE	4 	: 	2 
PAS,BE24,DE13,CY	: z	: 	: 
PAS,BE24,DE13,DE	: 	: 	18 
PAS,BE24,DE13,MT	: z	: 	: 
PAS,BE24,DE14,DE	: 	: 	15 
PAS,BE24,DE21,BE	2 	: 	1 
PAS,BE24,DE21,CY	: z	: 	: 
PAS,BE24,DE21,DE	: 	: 	28 
PAS,BE24,DE21,MT	: z	: 	: 
PAS,BE24,DE22,DE	: 	: 	5 
PAS,BE24,DE23,BE	2 	: 	1 
PAS,BE24,DE23,CY	: z	: 	: 
PAS,BE24,DE23,DE	: 	: 	3 
PAS,BE24,DE23,MT	: z	: 	: 
PAS,BE24,DE24,DE	: 	: 	2 
PAS,BE24,DE25,BE	5 	: 	3 
PAS,BE24,DE25,CY	: z	: 	: 
PAS,BE24,DE25,DE	: 	: 	27 
PAS,BE24,DE25,MT	: z	: 	: 
PAS,BE24,DE26,BE	2 	: 	1 
PAS,BE24,DE26,CY	: z	: 	: 
PAS,BE24,DE26,DE	: 	: 	14 
PAS,BE24,DE26,MT	: z	: 	: 
PAS,BE24,DE27,BE	2 	: 	1 
PAS,BE24,DE27,CY	: z	: 	: 
PAS,BE24,DE27,DE	: 	: 	3 
PAS,BE24,DE27,MT	: z	: 	: 
PAS,BE24,DE30,BE	2 	: 	1 
PAS,BE24,DE30,CY	: z	: 	: 
PAS,BE24,DE30,DE	: 	: 	22 
PAS,BE24,DE30,MT	: z	: 	: 
PAS,BE24,DE42,DE	: 	: 	1 
PAS,BE24,DE50,DE	: 	: 	13 
PAS,BE24,DE60,DE	: 	: 	16 
PAS,BE24,DE71,BE	25 	: 	14 
PAS,BE24,DE71,CY	: z	: 	: 
PAS,BE24,DE71,DE	: 	: 	119 
PAS,BE24,DE71,MT	: z	: 	: 
PAS,BE24,DE72,DE	: 	: 	7 
PAS,BE24,DE73,BE	2 	: 	1 
PAS,BE24,DE73,CY	: z	: 	: 
PAS,BE24,DE73,DE	: 	: 	14 
PAS,BE24,DE73,MT	: z	: 	: 
PAS,BE24,DE80,DE	: 	: 	1 
PAS,BE24,DE91,BE	4 	: 	2 
PAS,BE24,DE91,CY	: z	: 	: 
PAS,BE24,DE91,DE	: 	: 	24 
PAS,BE24,DE91,MT	: z	: 	: 
PAS,BE24,DE92,BE	5 	: 	3 
PAS,BE24,DE92,CY	: z	: 	: 
PAS,BE24,DE92,DE	: 	: 	26 
PAS,BE24,DE92,MT	: z	: 	: 
PAS,BE24,DE93,DE	: 	: 	4 
PAS,BE24,DE94,DE	: 	: 	16 
PAS,BE24,DEA1,BE	34 	: 	19 
PAS,BE24,DEA1,CY	: z	: 	: 
PAS,BE24,DEA1,DE	: 	: 	66 
PAS,BE24,DEA1,MT	: z	: 	: 
PAS,BE24,DEA2,BE	117 	: 	66 
PAS,BE24,DEA2,CY	: z	: 	: 
PAS,BE24,DEA2,DE	: 	: 	208 
PAS,BE24,DEA2,MT	: z	: 	: 
PAS,BE24,DEA3,DE	: 	: 	18 
PAS,BE24,DEA4,DE	: 	: 	13 
PAS,BE24,DEA5,BE	14 	: 	8 
PAS,BE24,DEA5,CY	: z	: 	: 
PAS,BE24,DEA5,DE	: 	: 	21 
PAS,BE24,DEA5,MT	: z	: 	: 
PAS,BE24,DEB1,BE	7 	: 	4 
PAS,BE24,DEB1,CY	: z	: 	: 
PAS,BE24,DEB1,DE	: 	: 	6 
PAS,BE24,DEB1,MT	: z	: 	: 
PAS,BE24,DEB2,BE	2 	: 	1 
PAS,BE24,DEB2,CY	: z	: 	: 
PAS,BE24,DEB2,DE	: 	: 	2 
PAS,BE24,DEB2,MT	: z	: 	: 
PAS,BE24,DEB3,BE	9 	: 	5 
PAS,BE24,DEB3,CY	: z	: 	: 
PAS,BE24,DEB3,DE	: 	: 	24 
PAS,BE24,DEB3,MT	: z	: 	: 
PAS,BE24,DEC0,BE	: 	: 	1 
PAS,BE24,DEC0,DE	: 	: 	2 
PAS,BE24,DED1,DE	: 	: 	2 
PAS,BE24,DED2,BE	4 	: 	2 
PAS,BE24,DED2,CY	: z	: 	: 
PAS,BE24,DED2,DE	: 	: 	7 
PAS,BE24,DED2,MT	: z	: 	: 
PAS,BE24,DED3,BE	: 	: 	1 
PAS,BE24,DED3,DE	: 	: 	5 
PAS,BE24,DEE2,DE	: 	: 	4 
PAS,BE24,DEE3,DE	: 	: 	1 
PAS,BE24,DEF0,DE	: 	: 	6 
PAS,BE24,DEG0,DE	: 	: 	14 
PAS,BE24,DEXX,BE	4 	: 	: 
PAS,BE24,DEXX,CY	: z	: 	: 
PAS,BE24,DEXX,MT	: z	: 	: 
PAS,BE24,FR10,BE	44 	: 	25 
PAS,BE24,FR10,CY	: z	: 	: 
PAS,BE24,FR10,FR	: 	: 	: c
PAS,BE24,FR10,MT	: z	: 	: 
PAS,BE24,FR22,FR	: 	: 	: c
PAS,BE24,FR30,BE	37 	: 	21 
PAS,BE24,FR30,CY	: z	: z	: 
PAS,BE24,FR30,FR	312 	: 	: c
PAS,BE24,FR30,MT	: z	: z	: 
PAS,BE24,FR41,BE	12 	: 	7 
PAS,BE24,FR41,CY	: z	: z	: 
PAS,BE24,FR41,FR	44 	: 	: c
PAS,BE24,FR41,MT	: z	: z	: 
PAS,BE24,FR42,BE	53 	: 	30 
PAS,BE24,FR42,CY	: z	: z	: 
PAS,BE24,FR42,FR	21 	: 	: c
PAS,BE24,FR42,MT	: z	: z	: 
PAS,BE24,FR43,FR	: 	: 	: c
PAS,BE24,FR52,CY	: 	: z	: 
PAS,BE24,FR52,MT	: 	: z	: 
PAS,BE24,FR71,BE	2 	: 	1 
PAS,BE24,FR71,CY	: z	: z	: 
PAS,BE24,FR71,MT	: z	: z	: 
PAS,BE24,FR81,BE	2 	: 	1 
PAS,BE24,FR81,CY	: z	: z	: 
PAS,BE24,FR81,MT	: z	: z	: 
PAS,BE24,FR82,BE	2 	: 	1 
PAS,BE24,FR82,CY	: z	: z	: 
PAS,BE24,FR82,MT	: z	: z	: 
PAS,BE24,HU10,BE	2 	: 	1 
PAS,BE24,HU10,CY	: z	: 	: 
PAS,BE24,HU10,MT	: z	: 	: 
PAS,BE24,ITC1,IT	: 	: 	: c
PAS,BE24,ITC4,BE	2 	: 	1 
PAS,BE24,ITC4,CY	: z	: 	: 
PAS,BE24,ITC4,IT	: 	: 	: c
PAS,BE24,ITC4,MT	: z	: 	: 
PAS,BE24,ITD1,BE	: 	: 	7 
PAS,BE24,ITD3,BE	: 	: 	1 
PAS,BE24,ITD3,IT	: 	: 	: c
PAS,BE24,ITD4,IT	: 	: 	: c
PAS,BE24,ITD5,IT	: 	: 	: c
PAS,BE24,ITE1,BE	: 	: 	1 
PAS,BE24,ITE1,IT	: 	: 	: c
PAS,BE24,ITE2,IT	: 	: 	: c
PAS,BE24,ITE4,IT	: 	: 	: c
PAS,BE24,ITF1,IT	: 	: 	: c
PAS,BE24,ITXX,BE	16 	: 	: 
PAS,BE24,ITXX,CY	: z	: 	: 
PAS,BE24,ITXX,MT	: z	: 	: 
PAS,BE24,LU,BE	161 	: 	91 
PAS,BE24,LU,CY	: z	: z	: 
PAS,BE24,LU,LU	11180 	8470 	9524 
PAS,BE24,LU,MT	: z	: z	: 
PAS,BE24,NL11,BE	16 	: 	9 
PAS,BE24,NL11,CY	: z	: z	: 
PAS,BE24,NL11,MT	: z	: z	: 
PAS,BE24,NL11,NL	844 	: 	667 
PAS,BE24,NL12,BE	5 	: 	3 
PAS,BE24,NL12,CY	: z	: z	: 
PAS,BE24,NL12,MT	: z	: z	: 
PAS,BE24,NL12,NL	269 	: 	210 
PAS,BE24,NL13,BE	4 	: 	2 
PAS,BE24,NL13,CY	: z	: z	: 
PAS,BE24,NL13,MT	: z	: z	: 
PAS,BE24,NL13,NL	227 	: 	177 
PAS,BE24,NL21,BE	9 	: 	5 
PAS,BE24,NL21,CY	: z	: z	: 
PAS,BE24,NL21,MT	: z	: z	: 
PAS,BE24,NL21,NL	1004 	: 	794 
PAS,BE24,NL22,BE	20 	: 	11 
PAS,BE24,NL22,CY	: z	: z	: 
PAS,BE24,NL22,MT	: z	: z	: 
PAS,BE24,NL22,NL	2897 	: 	2281 
PAS,BE24,NL23,BE	2 	: 	1 
PAS,BE24,NL23,CY	: z	: z	: 
PAS,BE24,NL23,MT	: z	: z	: 
PAS,BE24,NL23,NL	293 	: 	234 
PAS,BE24,NL31,BE	46 	: 	26 
PAS,BE24,NL31,CY	: z	: z	: 
PAS,BE24,NL31,MT	: z	: z	: 
PAS,BE24,NL31,NL	3365 	: 	2652 
PAS,BE24,NL32,BE	500 	: 	282 
PAS,BE24,NL32,CY	: z	: z	: 
PAS,BE24,NL32,MT	: z	: z	: 
PAS,BE24,NL32,NL	19492 	: 	15363 
PAS,BE24,NL33,BE	475 	: 	268 
PAS,BE24,NL33,CY	: z	: z	: 
PAS,BE24,NL33,MT	: z	: z	: 
PAS,BE24,NL33,NL	23477 	: 	18501 
PAS,BE24,NL34,BE	5 	: 	3 
PAS,BE24,NL34,CY	: z	: z	: 
PAS,BE24,NL34,MT	: z	: z	: 
PAS,BE24,NL34,NL	1224 	: 	963 
PAS,BE24,NL41,BE	83 	: 	47 
PAS,BE24,NL41,CY	: z	: z	: 
PAS,BE24,NL41,MT	: z	: z	: 
PAS,BE24,NL41,NL	13333 	: 	10505 
PAS,BE24,NL42,BE	115 	: 	65 
PAS,BE24,NL42,CY	: z	: z	: 
PAS,BE24,NL42,MT	: z	: z	: 
PAS,BE24,NL42,NL	6618 	: 	5219 
PAS,BE24,PL12,PL	: 	: 	5 
PAS,BE24,SI,BE	: 	: 	1 
PAS,BE24,SIXX,BE	2 	: 	: 
PAS,BE24,SIXX,CY	: z	: 	: 
PAS,BE24,SIXX,MT	: z	: 	: 
PAS,BE24,SK01,SK	1 	2 	: 
PAS,BE25,AT13,BE	4 	: 	2 
PAS,BE25,AT13,CY	: z	: 	: 
PAS,BE25,AT13,MT	: z	: 	: 
PAS,BE25,AT32,BE	2 	: 	1 
PAS,BE25,AT32,CY	: z	: 	: 
PAS,BE25,AT32,MT	: z	: 	: 
PAS,BE25,AT33,BE	335 	: 	189 
PAS,BE25,AT33,CY	: z	: 	: 
PAS,BE25,AT33,MT	: z	: 	: 
PAS,BE25,BE10,BE	1189695 	: 	921625 
PAS,BE25,BE10,CY	: z	: 	: 
PAS,BE25,BE10,MT	: z	: 	: 
PAS,BE25,BE21,BE	816080 	: 	632195 
PAS,BE25,BE21,CY	: z	: 	: 
PAS,BE25,BE21,MT	: z	: 	: 
PAS,BE25,BE22,BE	202833 	: 	157129 
PAS,BE25,BE22,CY	: z	: 	: 
PAS,BE25,BE22,MT	: z	: 	: 
PAS,BE25,BE23,BE	3207382 	: 	2484672 
PAS,BE25,BE23,CY	: z	: 	: 
PAS,BE25,BE23,MT	: z	: 	: 
PAS,BE25,BE24,BE	568863 	: 	440683 
PAS,BE25,BE24,CY	: z	: 	: 
PAS,BE25,BE24,MT	: z	: 	: 
PAS,BE25,BE25,BE	8740060 	: 	6770689 
PAS,BE25,BE25,CY	: z	: 	: 
PAS,BE25,BE25,MT	: z	: 	: 
PAS,BE25,BE31,BE	67072 	: 	51959 
PAS,BE25,BE31,CY	: z	: 	: 
PAS,BE25,BE31,MT	: z	: 	: 
PAS,BE25,BE32,BE	266849 	: 	206721 
PAS,BE25,BE32,CY	: z	: 	: 
PAS,BE25,BE32,MT	: z	: 	: 
PAS,BE25,BE33,BE	227323 	: 	176101 
PAS,BE25,BE33,CY	: z	: 	: 
PAS,BE25,BE33,MT	: z	: 	: 
PAS,BE25,BE34,BE	47792 	: 	37023 
PAS,BE25,BE34,CY	: z	: 	: 
PAS,BE25,BE34,MT	: z	: 	: 
PAS,BE25,BE35,BE	84842 	: 	65725 
PAS,BE25,BE35,CY	: z	: 	: 
PAS,BE25,BE35,MT	: z	: 	: 
PAS,BE25,BEXX,BE	8 	: 	6 
PAS,BE25,BEXX,CY	: z	: 	: 
PAS,BE25,BEXX,MT	: z	: 	: 
PAS,BE25,BY,BE	2 	: 	1 
PAS,BE25,BY,CY	: z	: 	: 
PAS,BE25,BY,MT	: z	: 	: 
PAS,BE25,CH01,BE	14 	: 	8 
PAS,BE25,CH01,CY	: z	: 	: 
PAS,BE25,CH01,MT	: z	: 	: 
PAS,BE25,CH02,BE	14 	: 	8 
PAS,BE25,CH02,CY	: z	: 	: 
PAS,BE25,CH02,MT	: z	: 	: 
PAS,BE25,CH03,BE	9 	: 	5 
PAS,BE25,CH03,CY	: z	: 	: 
PAS,BE25,CH03,MT	: z	: 	: 
PAS,BE25,CH04,BE	11 	: 	6 
PAS,BE25,CH04,CY	: z	: 	: 
PAS,BE25,CH04,MT	: z	: 	: 
PAS,BE25,CH05,BE	7 	: 	4 
PAS,BE25,CH05,CY	: z	: 	: 
PAS,BE25,CH05,MT	: z	: 	: 
PAS,BE25,CH07,BE	2 	: 	1 
PAS,BE25,CH07,CY	: z	: 	: 
PAS,BE25,CH07,MT	: z	: 	: 
PAS,BE25,CZ01,CZ	1 	: 	10 
PAS,BE25,CZ04,CZ	1 	: 	: 
PAS,BE25,DE11,DE	: 	: 	42 
PAS,BE25,DE12,BE	5 	: 	3 
PAS,BE25,DE12,CY	: z	: 	: 
PAS,BE25,DE12,DE	: 	: 	97 
PAS,BE25,DE12,MT	: z	: 	: 
PAS,BE25,DE13,BE	2 	: 	1 
PAS,BE25,DE13,CY	: z	: 	: 
PAS,BE25,DE13,DE	: 	: 	26 
PAS,BE25,DE13,MT	: z	: 	: 
PAS,BE25,DE14,DE	: 	: 	9 
PAS,BE25,DE21,BE	9 	: 	5 
PAS,BE25,DE21,CY	: z	: 	: 
PAS,BE25,DE21,DE	: 	: 	36 
PAS,BE25,DE21,MT	: z	: 	: 
PAS,BE25,DE22,BE	2 	: 	1 
PAS,BE25,DE22,CY	: z	: 	: 
PAS,BE25,DE22,DE	: 	: 	3 
PAS,BE25,DE22,MT	: z	: 	: 
PAS,BE25,DE23,BE	2 	: 	1 
PAS,BE25,DE23,CY	: z	: 	: 
PAS,BE25,DE23,DE	: 	: 	3 
PAS,BE25,DE23,MT	: z	: 	: 
PAS,BE25,DE24,DE	: 	: 	7 
PAS,BE25,DE25,BE	7 	: 	4 
PAS,BE25,DE25,CY	: z	: 	: 
PAS,BE25,DE25,DE	: 	: 	23 
PAS,BE25,DE25,MT	: z	: 	: 
PAS,BE25,DE26,BE	2 	: 	1 
PAS,BE25,DE26,CY	: z	: 	: 
PAS,BE25,DE26,DE	: 	: 	24 
PAS,BE25,DE26,MT	: z	: 	: 
PAS,BE25,DE27,DE	: 	: 	7 
PAS,BE25,DE30,BE	2 	: 	1 
PAS,BE25,DE30,CY	: z	: 	: 
PAS,BE25,DE30,DE	: 	: 	31 
PAS,BE25,DE30,MT	: z	: 	: 
PAS,BE25,DE41,DE	: 	: 	1 
PAS,BE25,DE42,DE	: 	: 	4 
PAS,BE25,DE50,DE	: 	: 	10 
PAS,BE25,DE60,DE	: 	: 	40 
PAS,BE25,DE71,BE	27 	: 	15 
PAS,BE25,DE71,CY	: z	: 	: 
PAS,BE25,DE71,DE	: 	: 	217 
PAS,BE25,DE71,MT	: z	: 	: 
PAS,BE25,DE72,DE	: 	: 	14 
PAS,BE25,DE73,BE	2 	: 	1 
PAS,BE25,DE73,CY	: z	: 	: 
PAS,BE25,DE73,DE	: 	: 	7 
PAS,BE25,DE73,MT	: z	: 	: 
PAS,BE25,DE80,DE	: 	: 	1 
PAS,BE25,DE91,BE	2 	: 	1 
PAS,BE25,DE91,CY	: z	: 	: 
PAS,BE25,DE91,DE	: 	: 	14 
PAS,BE25,DE91,MT	: z	: 	: 
PAS,BE25,DE92,BE	4 	: 	2 
PAS,BE25,DE92,CY	: z	: 	: 
PAS,BE25,DE92,DE	: 	: 	23 
PAS,BE25,DE92,MT	: z	: 	: 
PAS,BE25,DE93,DE	: 	: 	5 
PAS,BE25,DE94,DE	: 	: 	13 
PAS,BE25,DEA1,BE	12 	: 	7 
PAS,BE25,DEA1,CY	: z	: 	: 
PAS,BE25,DEA1,DE	: 	: 	187 
PAS,BE25,DEA1,MT	: z	: 	: 
PAS,BE25,DEA2,BE	34 	: 	19 
PAS,BE25,DEA2,CY	: z	: 	: 
PAS,BE25,DEA2,DE	: 	: 	696 
PAS,BE25,DEA2,MT	: z	: 	: 
PAS,BE25,DEA3,DE	: 	: 	29 
PAS,BE25,DEA4,DE	: 	: 	28 
PAS,BE25,DEA5,BE	9 	: 	5 
PAS,BE25,DEA5,CY	: z	: 	: 
PAS,BE25,DEA5,DE	: 	: 	75 
PAS,BE25,DEA5,MT	: z	: 	: 
PAS,BE25,DEB1,BE	2 	: 	1 
PAS,BE25,DEB1,CY	: z	: 	: 
PAS,BE25,DEB1,DE	: 	: 	51 
PAS,BE25,DEB1,MT	: z	: 	: 
PAS,BE25,DEB2,DE	: 	: 	9 
PAS,BE25,DEB3,BE	9 	: 	5 
PAS,BE25,DEB3,CY	: z	: 	: 
PAS,BE25,DEB3,DE	: 	: 	32 
