unit,c_unload,c_load,geo\time	2015 	2010 	2005 
PAS,TR62,TR41,TR	: 	2338 	: 
PAS,TR62,TR42,TR	: 	1127 	: 
PAS,TR62,TR51,TR	27859 	24403 	: 
PAS,TR62,TR52,TR	36794 	48804 	: 
PAS,TR62,TR62,TR	4343072 	3851855 	: 
PAS,TR62,TR63,TR	119209 	27344 	: 
PAS,TR62,TR71,TR	94322 	49589 	: 
PAS,TR62,TR72,TR	31033 	19370 	: 
PAS,TR62,TRB1,TR	18475 	12347 	: 
PAS,TR62,TRC1,TR	17974 	11784 	: 
PAS,TR63,TR62,TR	126942 	55973 	: 
PAS,TR63,TR63,TR	24132 	7039 	: 
PAS,TR63,TRB1,TR	11363 	7241 	: 
PAS,TR63,TRC1,TR	5988 	3888 	: 
PAS,TR71,TR10,TR	: 	2433 	: 
PAS,TR71,TR33,TR	: 	298 	: 
PAS,TR71,TR41,TR	: 	2364 	: 
PAS,TR71,TR42,TR	: 	1402 	: 
PAS,TR71,TR51,TR	89077 	38188 	: 
PAS,TR71,TR52,TR	8543 	6395 	: 
PAS,TR71,TR62,TR	99245 	68231 	: 
PAS,TR71,TR71,TR	23420 	8990 	: 
PAS,TR71,TR72,TR	25259 	15480 	: 
PAS,TR71,TR81,TR	: 	3 	: 
PAS,TR71,TRA1,TR	656 	504 	: 
PAS,TR71,TRA2,TR	93 	57 	: 
PAS,TR71,TRB1,TR	1121 	423 	: 
PAS,TR71,TRB2,TR	12 	13 	: 
PAS,TR71,TRC2,TR	469 	192 	: 
PAS,TR71,TRC3,TR	129 	52 	: 
PAS,TR72,TR10,TR	: 	15097 	: 
PAS,TR72,TR41,TR	: 	5269 	: 
PAS,TR72,TR42,TR	: 	3468 	: 
PAS,TR72,TR51,TR	149159 	69926 	: 
PAS,TR72,TR62,TR	28398 	22228 	: 
PAS,TR72,TR71,TR	31278 	17166 	: 
PAS,TR72,TR72,TR	350671 	154289 	: 
PAS,TR72,TR83,TR	15359 	17322 	: 
PAS,TR72,TRA1,TR	27755 	20552 	: 
PAS,TR72,TRA2,TR	1917 	2411 	: 
PAS,TR72,TRB1,TR	50555 	15178 	: 
PAS,TR72,TRB2,TR	164 	69 	: 
PAS,TR72,TRC2,TR	8032 	3651 	: 
PAS,TR72,TRC3,TR	2824 	828 	: 
PAS,TR81,TR81,TR	141607 	428324 	: 
PAS,TR81,TR82,TR	: 	4256 	: 
PAS,TR82,TR81,TR	: 	4879 	: 
PAS,TR82,TR82,TR	: 	976 	: 
PAS,TR83,TR72,TR	17939 	18721 	: 
PAS,TR83,TR83,TR	301357 	272355 	: 
PAS,TRA1,TR10,TR	: 	7600 	: 
PAS,TRA1,TR41,TR	: 	1756 	: 
PAS,TRA1,TR42,TR	: 	1651 	: 
PAS,TRA1,TR51,TR	17123 	8349 	: 
PAS,TRA1,TR71,TR	781 	685 	: 
PAS,TRA1,TR72,TR	27316 	21967 	: 
PAS,TRA1,TRA1,TR	149556 	78434 	: 
PAS,TRA1,TRA2,TR	21287 	6500 	: 
PAS,TRA2,TR10,TR	: 	1773 	: 
PAS,TRA2,TR41,TR	: 	525 	: 
PAS,TRA2,TR42,TR	: 	562 	: 
PAS,TRA2,TR51,TR	4582 	2066 	: 
PAS,TRA2,TR71,TR	: 	55 	: 
PAS,TRA2,TR72,TR	2151 	2126 	: 
PAS,TRA2,TRA1,TR	20843 	11559 	: 
PAS,TRA2,TRA2,TR	79373 	2503 	: 
PAS,TRB1,TR10,TR	: 	2153 	: 
PAS,TRB1,TR41,TR	: 	764 	: 
PAS,TRB1,TR42,TR	: 	451 	: 
PAS,TRB1,TR51,TR	20321 	2243 	: 
PAS,TRB1,TR62,TR	18817 	12143 	: 
PAS,TRB1,TR63,TR	11266 	6298 	: 
PAS,TRB1,TR71,TR	1351 	323 	: 
PAS,TRB1,TR72,TR	48900 	11206 	: 
PAS,TRB1,TRB1,TR	120983 	52661 	: 
PAS,TRB1,TRB2,TR	2623 	3047 	: 
PAS,TRB1,TRC1,TR	5143 	2930 	: 
PAS,TRB1,TRC2,TR	11880 	4602 	: 
PAS,TRB1,TRC3,TR	3206 	1288 	: 
PAS,TRB2,TR10,TR	: 	174 	: 
PAS,TRB2,TR41,TR	: 	41 	: 
PAS,TRB2,TR42,TR	: 	35 	: 
PAS,TRB2,TR51,TR	462 	55 	: 
PAS,TRB2,TR71,TR	19 	22 	: 
PAS,TRB2,TR72,TR	324 	141 	: 
PAS,TRB2,TRB1,TR	2672 	1669 	: 
PAS,TRB2,TRB2,TR	443 	471 	: 
PAS,TRC1,TR62,TR	18554 	16077 	: 
PAS,TRC1,TR63,TR	4960 	3042 	: 
PAS,TRC1,TRB1,TR	5752 	2488 	: 
PAS,TRC1,TRC1,TR	465 	2804 	: 
PAS,TRC1,TRC2,TR	: 	581 	: 
PAS,TRC1,TRC3,TR	: 	1 	: 
PAS,TRC2,TR10,TR	: 	1122 	: 
PAS,TRC2,TR41,TR	: 	497 	: 
PAS,TRC2,TR42,TR	: 	628 	: 
PAS,TRC2,TR51,TR	4144 	1467 	: 
PAS,TRC2,TR71,TR	486 	221 	: 
PAS,TRC2,TR72,TR	9621 	3788 	: 
PAS,TRC2,TRB1,TR	9829 	3522 	: 
PAS,TRC2,TRC1,TR	: 	811 	: 
PAS,TRC2,TRC2,TR	74748 	90204 	: 
PAS,TRC2,TRC3,TR	66673 	43953 	: 
PAS,TRC3,TR10,TR	: 	954 	: 
PAS,TRC3,TR41,TR	: 	254 	: 
PAS,TRC3,TR42,TR	: 	145 	: 
PAS,TRC3,TR51,TR	1535 	517 	: 
PAS,TRC3,TR71,TR	140 	49 	: 
PAS,TRC3,TR72,TR	3180 	1093 	: 
PAS,TRC3,TRB1,TR	2985 	1144 	: 
PAS,TRC3,TRC1,TR	: 	68 	: 
PAS,TRC3,TRC2,TR	55894 	42772 	: 
PAS,TRC3,TRC3,TR	15918 	4667 	: 
PAS,TRXX,BG31,BG	6 	37 	: 
PAS,TRXX,BG32,BG	143 	529 	: 
PAS,TRXX,BG33,BG	2 	26 	: 
PAS,TRXX,BG34,BG	12 	129 	: 
PAS,TRXX,BG41,BG	1314 	2434 	: 
PAS,TRXX,BG42,BG	194 	415 	: 
PAS,TRXX,CZ06,CZ	2 	: 	: 
PAS,TRXX,ELXX,EL	: 	6431 	: 
PAS,TRXX,SIXX,SI	3 	: 	: 
PAS,TRXX,SK01,SK	1 	: 	: 
PAS,UA,AT13,AT	613 	: 	: c
PAS,UA,AT13,CY	: z	: z	: 
PAS,UA,AT13,MT	: z	: z	: 
PAS,UA,AT21,AT	136 	: 	: c
PAS,UA,AT21,CY	: z	: z	: 
PAS,UA,AT21,MT	: z	: z	: 
PAS,UA,AT22,AT	98 	: 	: c
PAS,UA,AT22,CY	: z	: z	: 
PAS,UA,AT22,MT	: z	: z	: 
PAS,UA,AT31,AT	: 	: 	: c
PAS,UA,AT31,CY	: 	: z	: 
PAS,UA,AT31,MT	: 	: z	: 
PAS,UA,AT32,AT	: 	: 	: c
PAS,UA,AT32,CY	: 	: z	: 
PAS,UA,AT32,MT	: 	: z	: 
PAS,UA,AT33,AT	: 	: 	: c
PAS,UA,AT33,CY	: 	: z	: 
PAS,UA,AT33,MT	: 	: z	: 
PAS,UA,AT34,AT	: 	: 	: c
PAS,UA,AT34,CY	: 	: z	: 
PAS,UA,AT34,MT	: 	: z	: 
PAS,UA,BE10,BE	8 	: 	9 
PAS,UA,BE10,CY	: z	: 	: 
PAS,UA,BE10,MT	: z	: 	: 
PAS,UA,BE21,BE	1 	: 	1 
PAS,UA,BE21,CY	: z	: 	: 
PAS,UA,BE21,MT	: z	: 	: 
PAS,UA,BE22,BE	2 	: 	2 
PAS,UA,BE22,CY	: z	: 	: 
PAS,UA,BE22,MT	: z	: 	: 
PAS,UA,BG31,BG	: 	275 	: 
PAS,UA,BG32,BG	: 	498 	: 
PAS,UA,BG33,BG	: 	434 	: 
PAS,UA,BG34,BG	: 	396 	: 
PAS,UA,BG41,BG	3 	2004 	: 
PAS,UA,BG42,BG	: 	472 	: 
PAS,UA,CZ01,CZ	137 	: 	: 
PAS,UA,CZ02,CZ	3 	: 	: 
PAS,UA,CZ03,CZ	12 	: 	: 
PAS,UA,CZ04,CZ	8 	: 	: 
PAS,UA,CZ05,CZ	11 	: 	: 
PAS,UA,CZ06,CZ	17 	: 	: 
PAS,UA,CZ07,CZ	12 	: 	: 
PAS,UA,CZ08,CZ	13 	: 	: 
PAS,UA,DE11,DE	: 	: 	68 
PAS,UA,DE12,DE	: 	: 	92 
PAS,UA,DE13,DE	: 	: 	72 
PAS,UA,DE14,DE	: 	: 	44 
PAS,UA,DE21,DE	: 	: 	79 
PAS,UA,DE22,DE	: 	: 	6 
PAS,UA,DE23,DE	: 	: 	17 
PAS,UA,DE24,DE	: 	: 	25 
PAS,UA,DE25,DE	: 	: 	104 
PAS,UA,DE26,DE	: 	: 	37 
PAS,UA,DE27,DE	: 	: 	35 
PAS,UA,DE30,DE	: 	: 	3502 
PAS,UA,DE41,DE	: 	: 	15 
PAS,UA,DE42,DE	: 	: 	54 
PAS,UA,DE50,DE	: 	: 	37 
PAS,UA,DE60,DE	: 	: 	213 
PAS,UA,DE71,DE	: 	: 	122 
PAS,UA,DE72,DE	: 	: 	43 
PAS,UA,DE73,DE	: 	: 	50 
PAS,UA,DE80,DE	: 	: 	74 
PAS,UA,DE91,DE	: 	: 	97 
PAS,UA,DE92,DE	: 	: 	181 
PAS,UA,DE93,DE	: 	: 	35 
PAS,UA,DE94,DE	: 	: 	150 
PAS,UA,DEA1,DE	: 	: 	257 
PAS,UA,DEA2,DE	: 	: 	118 
PAS,UA,DEA3,DE	: 	: 	62 
PAS,UA,DEA4,DE	: 	: 	154 
PAS,UA,DEA5,DE	: 	: 	157 
PAS,UA,DEB1,DE	: 	: 	30 
PAS,UA,DEB2,DE	: 	: 	4 
PAS,UA,DEB3,DE	: 	: 	18 
PAS,UA,DEC0,DE	: 	: 	14 
PAS,UA,DED1,DE	: 	: 	15 
PAS,UA,DED2,DE	: 	: 	51 
PAS,UA,DED3,DE	: 	: 	46 
PAS,UA,DEE1,DE	: 	: 	3 
PAS,UA,DEE2,DE	: 	: 	31 
PAS,UA,DEE3,DE	: 	: 	38 
PAS,UA,DEF0,DE	: 	: 	104 
PAS,UA,DEG0,DE	: 	: 	65 
PAS,UA,DK,DK	: 	: 	48 
PAS,UA,FR10,FR	: 	: 	: c
PAS,UA,HR01,HR	: 	504 	: 
PAS,UA,HR02,HR	: 	11 	: 
PAS,UA,HR03,HR	1 	14 	: 
PAS,UA,HR04,HR	22 	: 	: 
PAS,UA,HU10,HU	: 	: 	11666 
PAS,UA,HU32,HU	: 	: 	24703 
PAS,UA,ITC4,IT	: 	: 	: c
PAS,UA,ITD3,IT	: 	: 	: c
PAS,UA,ITD4,IT	: 	: 	: c
PAS,UA,ITE4,IT	: 	: 	: c
PAS,UA,LT,LT	: 	3201 	7817 
PAS,UA,LU,CY	: 	: z	: 
PAS,UA,LU,LU	0 	3 	: 
PAS,UA,LU,MT	: 	: z	: 
PAS,UA,LV,LV	: 	: 	9000 
PAS,UA,NL11,NL	: 	: 	7 
PAS,UA,NL21,CY	: 	: z	: 
PAS,UA,NL21,MT	: 	: z	: 
PAS,UA,NL21,NL	: 	: 	11 
PAS,UA,NL22,CY	: 	: z	: 
PAS,UA,NL22,MT	: 	: z	: 
PAS,UA,NL22,NL	: 	: 	10 
PAS,UA,NL31,CY	: 	: z	: 
PAS,UA,NL31,MT	: 	: z	: 
PAS,UA,NL31,NL	: 	: 	20 
PAS,UA,NL32,CY	: 	: z	: 
PAS,UA,NL32,MT	: 	: z	: 
PAS,UA,NL32,NL	: 	: 	51 
PAS,UA,NL33,CY	: 	: z	: 
PAS,UA,NL33,MT	: 	: z	: 
PAS,UA,NL33,NL	: 	: 	38 
PAS,UA,NL41,NL	: 	: 	8 
PAS,UA,NL42,NL	: 	: 	2 
PAS,UA,PL11,PL	30 	312 	606 
PAS,UA,PL12,PL	4153 	13093 	16824 
PAS,UA,PL21,PL	5126 	9032 	7441 
PAS,UA,PL22,PL	162 	2256 	1341 
PAS,UA,PL31,PL	668 	1603 	6172 
PAS,UA,PL32,PL	757 	31427 	49226 
PAS,UA,PL33,PL	5 	104 	145 
PAS,UA,PL34,PL	9 	228 	215 
PAS,UA,PL41,PL	223 	2079 	1969 
PAS,UA,PL42,PL	158 	428 	656 
PAS,UA,PL43,PL	7 	669 	822 
PAS,UA,PL51,PL	1743 	4249 	1852 
PAS,UA,PL52,PL	194 	774 	314 
PAS,UA,PL61,PL	73 	404 	255 
PAS,UA,PL62,PL	2 	4 	38 
PAS,UA,PL63,PL	265 	1536 	1681 
PAS,UA,SI,SI	: 	: 	911 
PAS,UA,SI03,SI	19 	: 	: 
PAS,UA,SI04,SI	5 	: 	: 
PAS,UA,SIXX,SI	: 	707 	: 
PAS,UA,SK01,SK	1187 	: 	: 
PAS,UA,SK02,SK	270 	: 	: 
PAS,UA,SK03,SK	374 	: 	: 
PAS,UA,SK04,SK	1970 	: 	: 
PAS,UA,SKXX,SK	433 	: 	: 
PAS,UKC1,UKC1,CY	: z	: z	: 
PAS,UKC1,UKC1,MT	: z	: z	: 
PAS,UKC1,UKC1,UK	1956673 	: 	: c
PAS,UKC1,UKC2,CY	: z	: z	: 
PAS,UKC1,UKC2,MT	: z	: z	: 
PAS,UKC1,UKC2,UK	1502704 	: 	: c
PAS,UKC1,UKD1,CY	: z	: z	: 
PAS,UKC1,UKD1,MT	: z	: z	: 
PAS,UKC1,UKD1,UK	13357 	: 	: c
PAS,UKC1,UKD2,CY	: 	: z	: 
PAS,UKC1,UKD2,MT	: 	: z	: 
PAS,UKC1,UKD2,UK	: 	: 	: c
PAS,UKC1,UKD3,CY	: z	: z	: 
PAS,UKC1,UKD3,MT	: z	: z	: 
PAS,UKC1,UKD3,UK	138142 	: 	: c
PAS,UKC1,UKD4,CY	: z	: z	: 
PAS,UKC1,UKD4,MT	: z	: z	: 
PAS,UKC1,UKD4,UK	9988 	: 	: c
PAS,UKC1,UKD5,CY	: 	: z	: 
PAS,UKC1,UKD5,MT	: 	: z	: 
PAS,UKC1,UKD5,UK	: 	: 	: c
PAS,UKC1,UKD6,CY	: z	: 	: 
PAS,UKC1,UKD6,MT	: z	: 	: 
PAS,UKC1,UKD6,UK	10630 	: 	: 
PAS,UKC1,UKD7,CY	: z	: 	: 
PAS,UKC1,UKD7,MT	: z	: 	: 
PAS,UKC1,UKD7,UK	32444 	: 	: 
PAS,UKC1,UKE1,CY	: z	: z	: 
PAS,UKC1,UKE1,MT	: z	: z	: 
PAS,UKC1,UKE1,UK	14148 	: 	: c
PAS,UKC1,UKE2,CY	: z	: z	: 
PAS,UKC1,UKE2,MT	: z	: z	: 
PAS,UKC1,UKE2,UK	568539 	: 	: c
PAS,UKC1,UKE3,CY	: z	: z	: 
PAS,UKC1,UKE3,MT	: z	: z	: 
PAS,UKC1,UKE3,UK	49941 	: 	: c
PAS,UKC1,UKE4,CY	: z	: z	: 
PAS,UKC1,UKE4,MT	: z	: z	: 
PAS,UKC1,UKE4,UK	190809 	: 	: c
PAS,UKC1,UKF1,CY	: z	: z	: 
PAS,UKC1,UKF1,MT	: z	: z	: 
PAS,UKC1,UKF1,UK	30128 	: 	: c
PAS,UKC1,UKF2,CY	: z	: z	: 
PAS,UKC1,UKF2,MT	: z	: z	: 
PAS,UKC1,UKF2,UK	8275 	: 	: c
PAS,UKC1,UKF3,CY	: z	: z	: 
PAS,UKC1,UKF3,MT	: z	: z	: 
PAS,UKC1,UKF3,UK	8404 	: 	: c
PAS,UKC1,UKG1,CY	: z	: z	: 
PAS,UKC1,UKG1,MT	: z	: z	: 
PAS,UKC1,UKG1,UK	8337 	: 	: c
PAS,UKC1,UKG2,CY	: z	: z	: 
PAS,UKC1,UKG2,MT	: z	: z	: 
PAS,UKC1,UKG2,UK	8920 	: 	: c
PAS,UKC1,UKG3,CY	: z	: z	: 
PAS,UKC1,UKG3,MT	: z	: z	: 
PAS,UKC1,UKG3,UK	40174 	: 	: c
PAS,UKC1,UKH1,CY	: z	: z	: 
PAS,UKC1,UKH1,MT	: z	: z	: 
PAS,UKC1,UKH1,UK	48770 	: 	: c
PAS,UKC1,UKH2,CY	: z	: z	: 
PAS,UKC1,UKH2,MT	: z	: z	: 
PAS,UKC1,UKH2,UK	19868 	: 	: c
PAS,UKC1,UKH3,CY	: z	: z	: 
PAS,UKC1,UKH3,MT	: z	: z	: 
PAS,UKC1,UKH3,UK	9089 	: 	: c
PAS,UKC1,UKI1,CY	: 	: z	: 
PAS,UKC1,UKI1,MT	: 	: z	: 
PAS,UKC1,UKI1,UK	: 	: 	: c
PAS,UKC1,UKI2,CY	: 	: z	: 
PAS,UKC1,UKI2,MT	: 	: z	: 
PAS,UKC1,UKI2,UK	: 	: 	: c
PAS,UKC1,UKI3,CY	: z	: 	: 
PAS,UKC1,UKI3,MT	: z	: 	: 
PAS,UKC1,UKI3,UK	549377 	: 	: 
PAS,UKC1,UKI4,CY	: z	: 	: 
PAS,UKC1,UKI4,MT	: z	: 	: 
PAS,UKC1,UKI4,UK	8202 	: 	: 
PAS,UKC1,UKI5,CY	: z	: 	: 
PAS,UKC1,UKI5,MT	: z	: 	: 
PAS,UKC1,UKI5,UK	2361 	: 	: 
PAS,UKC1,UKI6,CY	: z	: 	: 
PAS,UKC1,UKI6,MT	: z	: 	: 
PAS,UKC1,UKI6,UK	5532 	: 	: 
PAS,UKC1,UKI7,CY	: z	: 	: 
PAS,UKC1,UKI7,MT	: z	: 	: 
PAS,UKC1,UKI7,UK	2896 	: 	: 
PAS,UKC1,UKJ1,CY	: z	: z	: 
PAS,UKC1,UKJ1,MT	: z	: z	: 
PAS,UKC1,UKJ1,UK	24934 	: 	: c
PAS,UKC1,UKJ2,CY	: z	: z	: 
PAS,UKC1,UKJ2,MT	: z	: z	: 
PAS,UKC1,UKJ2,UK	24395 	: 	: c
PAS,UKC1,UKJ3,CY	: z	: z	: 
PAS,UKC1,UKJ3,MT	: z	: z	: 
PAS,UKC1,UKJ3,UK	13010 	: 	: c
PAS,UKC1,UKJ4,CY	: z	: z	: 
PAS,UKC1,UKJ4,MT	: z	: z	: 
PAS,UKC1,UKJ4,UK	10430 	: 	: c
PAS,UKC1,UKK1,CY	: z	: z	: 
PAS,UKC1,UKK1,MT	: z	: z	: 
PAS,UKC1,UKK1,UK	17130 	: 	: c
PAS,UKC1,UKK2,CY	: z	: z	: 
PAS,UKC1,UKK2,MT	: z	: z	: 
PAS,UKC1,UKK2,UK	3937 	: 	: c
PAS,UKC1,UKK3,CY	: z	: z	: 
PAS,UKC1,UKK3,MT	: z	: z	: 
PAS,UKC1,UKK3,UK	1444 	: 	: c
PAS,UKC1,UKK4,CY	: z	: z	: 
PAS,UKC1,UKK4,MT	: z	: z	: 
PAS,UKC1,UKK4,UK	6640 	: 	: c
PAS,UKC1,UKL1,CY	: z	: z	: 
PAS,UKC1,UKL1,MT	: z	: z	: 
PAS,UKC1,UKL1,UK	3831 	: 	: c
PAS,UKC1,UKL2,CY	: z	: z	: 
PAS,UKC1,UKL2,MT	: z	: z	: 
PAS,UKC1,UKL2,UK	4506 	: 	: c
PAS,UKC1,UKM1,UK	: 	: 	: c
PAS,UKC1,UKM2,CY	: z	: z	: 
PAS,UKC1,UKM2,MT	: z	: z	: 
PAS,UKC1,UKM2,UK	156402 	: 	: c
PAS,UKC1,UKM3,CY	: z	: z	: 
PAS,UKC1,UKM3,MT	: z	: z	: 
PAS,UKC1,UKM3,UK	43106 	: 	: c
PAS,UKC1,UKM4,UK	: 	: 	: c
PAS,UKC1,UKM5,CY	: z	: z	: 
PAS,UKC1,UKM5,MT	: z	: z	: 
PAS,UKC1,UKM5,UK	36515 	: 	: 
PAS,UKC1,UKM6,CY	: z	: z	: 
PAS,UKC1,UKM6,MT	: z	: z	: 
PAS,UKC1,UKM6,UK	3417 	: 	: 
PAS,UKC1,UKXX,UK	: 	: 	: c
PAS,UKC2,UKC1,CY	: z	: z	: 
PAS,UKC2,UKC1,MT	: z	: z	: 
PAS,UKC2,UKC1,UK	1502704 	: 	: c
PAS,UKC2,UKC2,CY	: z	: z	: 
PAS,UKC2,UKC2,MT	: z	: z	: 
PAS,UKC2,UKC2,UK	1603231 	: 	: c
PAS,UKC2,UKD1,CY	: z	: z	: 
PAS,UKC2,UKD1,MT	: z	: z	: 
PAS,UKC2,UKD1,UK	177088 	: 	: c
PAS,UKC2,UKD2,CY	: 	: z	: 
PAS,UKC2,UKD2,MT	: 	: z	: 
PAS,UKC2,UKD2,UK	: 	: 	: c
PAS,UKC2,UKD3,CY	: z	: z	: 
PAS,UKC2,UKD3,MT	: z	: z	: 
PAS,UKC2,UKD3,UK	161709 	: 	: c
PAS,UKC2,UKD4,CY	: z	: z	: 
PAS,UKC2,UKD4,MT	: z	: z	: 
PAS,UKC2,UKD4,UK	18130 	: 	: c
PAS,UKC2,UKD5,CY	: 	: z	: 
PAS,UKC2,UKD5,MT	: 	: z	: 
PAS,UKC2,UKD5,UK	: 	: 	: c
PAS,UKC2,UKD6,CY	: z	: 	: 
PAS,UKC2,UKD6,MT	: z	: 	: 
PAS,UKC2,UKD6,UK	14653 	: 	: 
PAS,UKC2,UKD7,CY	: z	: 	: 
PAS,UKC2,UKD7,MT	: z	: 	: 
PAS,UKC2,UKD7,UK	53789 	: 	: 
PAS,UKC2,UKE1,CY	: z	: z	: 
PAS,UKC2,UKE1,MT	: z	: z	: 
PAS,UKC2,UKE1,UK	30520 	: 	: c
PAS,UKC2,UKE2,CY	: z	: z	: 
PAS,UKC2,UKE2,MT	: z	: z	: 
PAS,UKC2,UKE2,UK	427713 	: 	: c
PAS,UKC2,UKE3,CY	: z	: z	: 
PAS,UKC2,UKE3,MT	: z	: z	: 
PAS,UKC2,UKE3,UK	95051 	: 	: c
PAS,UKC2,UKE4,CY	: z	: z	: 
PAS,UKC2,UKE4,MT	: z	: z	: 
PAS,UKC2,UKE4,UK	230602 	: 	: c
PAS,UKC2,UKF1,CY	: z	: z	: 
PAS,UKC2,UKF1,MT	: z	: z	: 
PAS,UKC2,UKF1,UK	61662 	: 	: c
PAS,UKC2,UKF2,CY	: z	: z	: 
PAS,UKC2,UKF2,MT	: z	: z	: 
PAS,UKC2,UKF2,UK	14223 	: 	: c
PAS,UKC2,UKF3,CY	: z	: z	: 
PAS,UKC2,UKF3,MT	: z	: z	: 
PAS,UKC2,UKF3,UK	14470 	: 	: c
PAS,UKC2,UKG1,CY	: z	: z	: 
PAS,UKC2,UKG1,MT	: z	: z	: 
PAS,UKC2,UKG1,UK	11110 	: 	: c
PAS,UKC2,UKG2,CY	: z	: z	: 
PAS,UKC2,UKG2,MT	: z	: z	: 
PAS,UKC2,UKG2,UK	14084 	: 	: c
PAS,UKC2,UKG3,CY	: z	: z	: 
PAS,UKC2,UKG3,MT	: z	: z	: 
PAS,UKC2,UKG3,UK	64745 	: 	: c
PAS,UKC2,UKH1,CY	: z	: z	: 
PAS,UKC2,UKH1,MT	: z	: z	: 
PAS,UKC2,UKH1,UK	80909 	: 	: c
PAS,UKC2,UKH2,CY	: z	: z	: 
PAS,UKC2,UKH2,MT	: z	: z	: 
PAS,UKC2,UKH2,UK	32679 	: 	: c
PAS,UKC2,UKH3,CY	: z	: z	: 
PAS,UKC2,UKH3,MT	: z	: z	: 
PAS,UKC2,UKH3,UK	11859 	: 	: c
PAS,UKC2,UKI1,CY	: 	: z	: 
PAS,UKC2,UKI1,MT	: 	: z	: 
PAS,UKC2,UKI1,UK	: 	: 	: c
PAS,UKC2,UKI2,CY	: 	: z	: 
PAS,UKC2,UKI2,MT	: 	: z	: 
PAS,UKC2,UKI2,UK	: 	: 	: c
PAS,UKC2,UKI3,CY	: z	: 	: 
PAS,UKC2,UKI3,MT	: z	: 	: 
PAS,UKC2,UKI3,UK	859756 	: 	: 
PAS,UKC2,UKI4,CY	: z	: 	: 
PAS,UKC2,UKI4,MT	: z	: 	: 
PAS,UKC2,UKI4,UK	11616 	: 	: 
PAS,UKC2,UKI5,CY	: z	: 	: 
PAS,UKC2,UKI5,MT	: z	: 	: 
PAS,UKC2,UKI5,UK	2811 	: 	: 
PAS,UKC2,UKI6,CY	: z	: 	: 
PAS,UKC2,UKI6,MT	: z	: 	: 
PAS,UKC2,UKI6,UK	7147 	: 	: 
PAS,UKC2,UKI7,CY	: z	: 	: 
PAS,UKC2,UKI7,MT	: z	: 	: 
PAS,UKC2,UKI7,UK	3433 	: 	: 
PAS,UKC2,UKJ1,CY	: z	: z	: 
PAS,UKC2,UKJ1,MT	: z	: z	: 
PAS,UKC2,UKJ1,UK	31549 	: 	: c
PAS,UKC2,UKJ2,CY	: z	: z	: 
PAS,UKC2,UKJ2,MT	: z	: z	: 
PAS,UKC2,UKJ2,UK	32436 	: 	: c
PAS,UKC2,UKJ3,CY	: z	: z	: 
PAS,UKC2,UKJ3,MT	: z	: z	: 
PAS,UKC2,UKJ3,UK	11757 	: 	: c
PAS,UKC2,UKJ4,CY	: z	: z	: 
PAS,UKC2,UKJ4,MT	: z	: z	: 
PAS,UKC2,UKJ4,UK	15063 	: 	: c
PAS,UKC2,UKK1,CY	: z	: z	: 
PAS,UKC2,UKK1,MT	: z	: z	: 
PAS,UKC2,UKK1,UK	17749 	: 	: c
PAS,UKC2,UKK2,CY	: z	: z	: 
PAS,UKC2,UKK2,MT	: z	: z	: 
PAS,UKC2,UKK2,UK	3981 	: 	: c
PAS,UKC2,UKK3,CY	: z	: z	: 
PAS,UKC2,UKK3,MT	: z	: z	: 
PAS,UKC2,UKK3,UK	1491 	: 	: c
PAS,UKC2,UKK4,CY	: z	: z	: 
PAS,UKC2,UKK4,MT	: z	: z	: 
PAS,UKC2,UKK4,UK	6354 	: 	: c
PAS,UKC2,UKL1,CY	: z	: z	: 
PAS,UKC2,UKL1,MT	: z	: z	: 
PAS,UKC2,UKL1,UK	4737 	: 	: c
PAS,UKC2,UKL2,CY	: z	: z	: 
PAS,UKC2,UKL2,MT	: z	: z	: 
PAS,UKC2,UKL2,UK	4849 	: 	: c
PAS,UKC2,UKM1,UK	: 	: 	: c
PAS,UKC2,UKM2,CY	: z	: z	: 
PAS,UKC2,UKM2,MT	: z	: z	: 
PAS,UKC2,UKM2,UK	610173 	: 	: c
PAS,UKC2,UKM3,CY	: z	: z	: 
PAS,UKC2,UKM3,MT	: z	: z	: 
PAS,UKC2,UKM3,UK	149622 	: 	: c
PAS,UKC2,UKM4,UK	: 	: 	: c
PAS,UKC2,UKM5,CY	: z	: z	: 
PAS,UKC2,UKM5,MT	: z	: z	: 
PAS,UKC2,UKM5,UK	48807 	: 	: 
PAS,UKC2,UKM6,CY	: z	: z	: 
PAS,UKC2,UKM6,MT	: z	: z	: 
PAS,UKC2,UKM6,UK	9577 	: 	: 
PAS,UKC2,UKXX,UK	: 	: 	: c
PAS,UKD1,UKC1,CY	: z	: z	: 
PAS,UKD1,UKC1,MT	: z	: z	: 
PAS,UKD1,UKC1,UK	13357 	: 	: c
PAS,UKD1,UKC2,CY	: z	: z	: 
PAS,UKD1,UKC2,MT	: z	: z	: 
PAS,UKD1,UKC2,UK	177088 	: 	: c
PAS,UKD1,UKD1,CY	: z	: z	: 
PAS,UKD1,UKD1,MT	: z	: z	: 
PAS,UKD1,UKD1,UK	1745573 	: 	: c
PAS,UKD1,UKD2,CY	: 	: z	: 
PAS,UKD1,UKD2,MT	: 	: z	: 
PAS,UKD1,UKD2,UK	: 	: 	: c
PAS,UKD1,UKD3,CY	: z	: z	: 
PAS,UKD1,UKD3,MT	: z	: z	: 
PAS,UKD1,UKD3,UK	272346 	: 	: c
