unit,geo\time	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 
P_MHAB,DEA27	105.546 p	151.768 	132.107 	144.528 	166.692 	168.931 	171.433 	244.732 	172.149 	150.62 	124.926 	162.946 	171.933 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA28	87.517 p	105.99 	128.691 	123.496 	69.181 	95.398 	102.171 	115.322 	67.247 	91.58 	101.899 	93.019 	111.77 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA29	125.478 p	210.955 	186.865 	170.935 	189.644 	192.785 	155.406 	196.454 	189.302 	118.23 	203.072 	182.907 	200.578 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA2A	280.612 p	258.475 	330.107 	275.545 	329.148 	275.758 	340.089 	378.027 	284.698 	388.202 	264.854 	301.523 	316.587 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA2B	472.856 p	519.054 	564.943 	644.011 	657.134 	648.645 	674.258 	543.886 	679.664 	637.644 	648.983 	617.445 	742.478 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA2C	172.209 p	249.509 	261.745 	261.607 	211.588 	245.689 	233.936 	188.546 	196.659 	240.908 	255.055 	238.963 	259.885 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA2D	315.305 p	378.477 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA3	148.409 p	186.486 	187.963 	199.488 	175.202 	162.848 	177.502 	188.917 	184.934 	184.454 	174.507 	179.566 	182.407 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA31	130.37 p	122.376 	119.497 	191.413 	108.772 	98.76 	112.102 	80.06 	120.342 	123.139 	102.583 	102.644 	131.713 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA32	34.911 p	63.377 	52.59 	46.287 	37.58 	42.358 	56.508 	45.797 	54.727 	58.343 	27.788 	47.615 	39.932 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA33	189.063 p	237.274 	261.375 	205.933 	206.008 	187.794 	205.008 	197.009 	189.11 	191.192 	186.828 	221.19 	234.216 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA34	123.243 p	156.804 	172.561 	167.448 	206.728 	184.601 	167.158 	200.323 	184.194 	217.889 	172.448 	217.87 	189.063 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA35	190.433 p	211.981 	163.533 	270.232 	219.124 	177.025 	196.47 	246.353 	211.263 	228.985 	227.209 	219.086 	259.376 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA36	126.118 p	162.162 	142.68 	194.206 	156.577 	125.099 	169.235 	153.132 	192.678 	144.862 	195.182 	173.649 	180.163 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA37	161.045 p	256.836 	215.984 	234.744 	193.7 	204.121 	202.417 	257.643 	217.338 	238.499 	188.346 	163.767 	181.435 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA38	248.765 p	238.688 	368.061 	282.571 	239.773 	260.999 	271.706 	278.569 	245.712 	256.668 	230.121 	263.333 	239 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA4	273.331 p	293.741 	319.585 	307.675 	323.679 	291.462 	256.605 	233.41 	249.725 	209.753 	212.36 	234.989 	219.274 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA41	253.498 p	286.85 	277.544 	210.961 	233.386 	321.686 	201.606 	192.981 	229.531 	192.171 	211.057 	259.916 	292.721 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA42	374.37 p	406.625 	429.714 	398.481 	412.942 	399.004 	350.97 	303.548 	319.632 	252.768 	269.863 	268.43 	230.577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA43	237.13 p	209.14 	312.172 	357.599 	313.067 	285.674 	259.954 	244.216 	204.596 	171.801 	191.509 	204.275 	219.244 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA44	212.899 p	226.655 	234.458 	168.425 	208.558 	221.455 	215.239 	205.459 	214.882 	129.961 	131.689 	177.205 	131.048 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA45	272.708 p	279.304 	327.699 	266.402 	351.052 	251.231 	253.784 	222.439 	248.928 	175.949 	139.401 	167.422 	197.28 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA46	236.829 p	217.06 	244.534 	297.137 	264.339 	259.746 	213.408 	226.128 	245.909 	217.64 	240.114 	253.633 	143.877 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA47	273.239 p	368.426 	352.952 	392.848 	414.004 	254.206 	273.549 	221.417 	251.64 	286.222 	266.827 	289.768 	283.815 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA5	184.019 p	216.787 	215.354 	207.579 	190.686 	197.752 	191.857 	184.469 	196.89 	184.57 	169.086 	178.063 	191.552 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA51	194.531 p	211.375 	221.089 	180.958 	137.39 	171.287 	156.862 	161.24 	167.139 	126.804 	144.019 	160.4 	165.975 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA52	155.038 p	199.554 	147.409 	125.785 	134.569 	126.152 	144.823 	130.954 	151.511 	131.357 	125.687 	115.621 	129.699 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA53	115.179 p	137.061 	98.779 	96.057 	136.311 	146.01 	111.459 	113.794 	108.979 	96.415 	91.013 	111.247 	105.604 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA54	53.484 p	41.313 	67.679 	20.607 	87.783 	45.08 	37.614 	49.101 	56.282 	43.938 	30.086 	42.866 	55.444 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA55	38.54 p	59.358 	48.058 	95.073 	59.007 	63.121 	40.119 	78.158 	67.392 	71.122 	84.589 	39.077 	52.544 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA56	270.228 p	326.352 	361.071 	281.352 	314.891 	284.035 	273.726 	278.606 	326.646 	327.545 	321.44 	322.594 	363.106 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA57	186.545 p	216.33 	219.985 	194.269 	197.154 	188.587 	188.876 	169.094 	214.294 	154.888 	148.572 	186.034 	173.288 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA58	222.977 p	257.608 	278.943 	346.015 	222.479 	258.357 	262.478 	221.345 	252.39 	202.515 	186.598 	247.932 	220.989 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA59	299.772 p	388.742 	394.441 	538.792 	457.18 	361.251 	374.958 	458.492 	412.629 	362.574 	289.616 	303.314 	341.681 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA5A	197.56 p	273.029 	267.822 	265.701 	252.218 	282.204 	349.038 	255.78 	181 	276.569 	212.687 	245.531 	288.721 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA5B	257.732 p	266.301 	265.26 	216.378 	234.797 	298.905 	224.053 	248.015 	309.069 	281.897 	219.292 	229.064 	276.124 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEA5C	148.489 p	159.153 	170.46 	170.611 	138.451 	152.089 	122.785 	122.46 	123.52 	149.896 	146.769 	103.859 	118.989 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB	206.298 p	276.671 	276.362 	289.503 	282.353 	307.329 	281.94 	320.923 	289.981 	276.928 	284.767 	260.559 	280.83 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB1	132.276 p	194.264 	184.315 	166.2 	175.155 	177.517 	182.189 	186.14 	185.331 	162.993 	147.065 	155.255 	149.357 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB11	203.043 p	246.765 	229.696 	237.363 	100.201 	115.499 	160.186 	114.725 	86.889 	143.293 	279.124 	187.587 	94.257 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB12	111.04 p	251.877 	171.088 	154.308 	161.818 	154.416 	121.717 	159.113 	176.929 	166.091 	106.577 	214.889 	128.735 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB13	151.165 p	207.727 	161.583 	203.536 	219.773 	219.96 	288.07 	246.033 	205.194 	195.91 	144.197 	170.671 	179.548 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB14	141.698 p	265.777 	281.375 	271.416 	275.035 	236.739 	281.899 	179.595 	214.914 	235.816 	192.406 	197.682 	191.614 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB15	100.373 p	96.104 	111.638 	99.745 	181.221 	90.567 	98.88 	89.91 	85.726 	11.12 	36.918 	28.573 	54.136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB16	79.906 p	185.62 	86.094 	105.754 	100.211 	85.475 	73.328 	134.712 	90.067 	69.245 	116.004 	49.647 	46.994 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB17	63.895 p	110.573 	131.941 	140.828 	120.736 	151.1 	112.792 	178.395 	115.921 	131.846 	77.563 	161.044 	98.424 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB18	184.116 p	218.625 	243.041 	189.989 	211.635 	299.7 	248.463 	321.48 	214.818 	232.261 	208.212 	191.721 	283.316 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB19	206.906 p	172.794 	210.152 	108.002 	146.169 	153.451 	117.686 	122.177 	245.725 	156.672 	95.463 	111.027 	112.912 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB1A	119.724 p	219.497 	241.496 	204.5 	140.664 	169.551 	277.528 	213.064 	223.962 	177.508 	138.88 	103.19 	119.656 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB1B	112.527 p	169.856 	122.97 	88.057 	197.635 	151.142 	141.004 	165.257 	270.826 	153.726 	177.787 	164.289 	183.136 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB2	86.922 p	101.665 	97.023 	114.763 	93.435 	115.99 	73.067 	129.043 	84.787 	82.519 	65.771 	72.574 	88.144 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB21	84.031 p	84.648 	58.325 	93.272 	74.6 	108.001 	64.401 	116.011 	84.149 	28.833 	84.48 	64.078 	94.002 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB22	90.037 p	83.999 	96.644 	131.167 	122.697 	106.111 	30.8 	65.915 	64.909 	118.117 	55.527 	55.137 	94.064 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB23	50.636 p	106.161 	77.335 	64.749 	52.3 	112.463 	120.439 	71.949 	74.804 	48.076 	15.575 	72.874 	42.912 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB24	20.611 p	86.996 	68.782 	155.464 	108.735 	79.163 	49.807 	164.232 	31.111 	54.327 	56.931 	16.779 	82.076 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB25	139.039 p	131.454 	151.398 	133.356 	104.816 	148.861 	91.759 	213.161 	133.185 	128.857 	99.786 	119.105 	113.595 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB3	291.218 p	382.347 	390.575 	426.044 	410.515 	453.254 	409.899 	471.675 	421.52 	412.767 	445.003 	388.46 	429.563 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB31	363.176 p	311.371 	353.928 	373.179 	493.098 	543.27 	541.662 	655.569 	539.694 	663.955 	863.947 	440.299 	565.822 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB32	133.581 p	222.717 	276.202 	228.15 	236.78 	237.138 	228.622 	271.924 	181.442 	330.354 	256.428 	191.635 	256.236 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB33	175.626 p	195.575 	220.031 	180.664 	251.26 	304.311 	187.018 	257.765 	372.03 	338.922 	159.897 	229.804 	183.533 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB34	390.191 p	610.888 	560.487 	631.932 	474.487 	633.162 	585.639 	684.282 	608.772 	555.234 	530.168 	488.68 	485.373 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB35	218.903 p	335.63 	296.342 	403.749 	406.778 	386.916 	421.254 	597.976 	535.11 	449.429 	610.601 	432.001 	571.658 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB36	526.624 p	588.97 	709.762 	875.545 	756.105 	728.143 	821.586 	871.897 	740.651 	700.661 	475.456 	710.722 	664.366 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB37	151.977 p	89.144 	51.46 	94.057 	97.91 	67.646 	7.65 	4.583 	113.711 	22.539 	78.087 	44.236 	43.694 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB38	387.921 p	605.933 	577.182 	533.948 	538.354 	595.088 	596.226 	610.563 	658.547 	641.598 	613.54 	592.454 	617.841 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB39	203.009 p	236.738 	202.607 	323.623 	240.734 	264.56 	321.05 	252.062 	346.732 	207.124 	373.085 	286.831 	315.949 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB3A	150.265 p	112.833 	390.806 	371.615 	279.674 	197.176 	230.841 	274.937 	283.494 	271.439 	150.842 	308.799 	465.69 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB3B	178.12 p	200.224 	163.276 	233.704 	184.332 	279.713 	251.013 	332.85 	263.623 	246.544 	231.678 	226.118 	328.56 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB3C	587.991 p	623.621 	746.174 	780.604 	779.955 	831.996 	900.708 	1040.419 	832.53 	917.937 	1044.355 	803.722 	935.237 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB3D	214.339 p	262.263 	260.412 	219.005 	298.676 	205.567 	295.084 	283.798 	142.65 	256.897 	215.773 	229.589 	129.188 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB3E	178.877 p	346.048 	262.358 	379.131 	265.852 	241.898 	258.087 	284.488 	238.442 	213.205 	194.243 	267.505 	169.264 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB3F	147.409 p	188.47 	165.616 	196.656 	186.234 	246.761 	186.077 	208.141 	102.882 	189.024 	257.425 	209.622 	244.23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB3G	59.57 p	122.586 	73.664 	56.091 	20.434 	98.933 	67.284 	96.393 	123.218 	64.268 	59.086 	80.702 	113.659 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB3H	142.09 p	195.501 	194.258 	310.604 	186.255 	252.606 	245.031 	289.261 	211.809 	199.953 	184.422 	129.097 	117.86 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB3I	473.653 p	572.015 	560.266 	684.312 	643.222 	828.088 	816.846 	814.696 	828.489 	776.172 	874.04 	849.265 	905.932 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB3J	494.155 p	668.084 	808.501 	662.926 	836.73 	844.688 	438.036 	506.716 	517.04 	499.446 	518.891 	495.066 	595.496 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEB3K	189.677 p	259.994 	191.557 	173.419 	213.591 	252.946 	157.973 	256.686 	189.058 	183.136 	312.052 	144.812 	118.89 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEC	134.169 p	147.086 	159.077 	190.523 	134.141 	157.76 	159.813 	157.173 	148.26 	143.034 	162.367 	129.596 	126.178 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED	90.726 p	106.599 	119.866 	118.637 	102.713 	108.585 	99.145 	96.951 	81.769 	81.066 	86.324 	91.229 	91.628 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED2	115.763 p	155.931 	163.311 	173.816 	149.255 	155.692 	140.465 	147.433 	130.666 	124.725 	150.412 	164.496 	157.558 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED21	219.393 p	310.577 	333.506 	323.309 	287.776 	272.19 	314.249 	323.868 	285.879 	250.673 	317.134 	367.491 	344.936 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED2C	66.38 p	88.333 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED2D	48.261 p	64.314 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED2E	91.036 p	92.662 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED2F	58 p	85.451 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED4	74.491 p	81.319 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED41	79.45 p	125.962 	130.899 	139.618 	76.75 	123.769 	146.885 	79.762 	62.219 	137.678 	52.151 	72.981 	86.505 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED42	56.331 p	69.235 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED43	112.095 p	119.083 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED44	59.675 p	57.201 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED45	64.948 p	43.517 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED5	74.639 p	64.776 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED51	90.728 p	94.285 	121.921 	122.316 	103.759 	87.232 	68.318 	87.203 	66.87 	55.275 	48.859 	66.666 	53.888 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED52	75.815 p	46.109 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DED53	31.201 p	14.208 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
P_MHAB,DEE	35.128 p	41.927 	43.468 	46.455 	40.664 	52.765 	49.811 	45.73 	36.117 	56.644 	37.77 	46.196 	42.371 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
