unit,nstr24,geo\time	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 
THS_T,19,ITC33	333 	260 	106 	411 	349 	263 	183 	351 	140 
THS_T,19,ITC34	: 	43 	79 	84 	54 	55 	10 	27 	47 
THS_T,19,ITC41	376 	435 	82 	155 	129 	281 	117 	339 	178 
THS_T,19,ITC42	101 	73 	87 	248 	61 	219 	114 	94 	90 
THS_T,19,ITC43	225 	12 	32 	62 	43 	27 	40 	369 	11 
THS_T,19,ITC44	: 	30 	8 	4 	: 	1 	11 	3 	6 
THS_T,19,ITC45	1065 	2848 	2149 	1710 	1062 	1216 	1215 	1368 	1310 
THS_T,19,ITC46	276 	591 	415 	359 	162 	177 	257 	265 	194 
THS_T,19,ITC47	571 	208 	130 	90 	187 	295 	65 	247 	238 
THS_T,19,ITC48	62 	202 	96 	108 	102 	39 	47 	15 	50 
THS_T,19,ITC49	39 	: 	12 	20 	53 	2 	69 	40 	1 
THS_T,19,ITC4A	12 	56 	66 	34 	94 	64 	96 	84 	12 
THS_T,19,ITC4B	210 	159 	78 	170 	111 	158 	178 	262 	97 
THS_T,19,ITD1	: 	: 	: 	: 	13 	45 	16 	23 	61 
THS_T,19,ITD10	69 	74 	56 	165 	13 	45 	16 	23 	61 
THS_T,19,ITD2	: 	: 	: 	: 	183 	369 	141 	278 	237 
THS_T,19,ITD20	401 	873 	569 	328 	183 	369 	141 	278 	237 
THS_T,19,ITD31	598 	674 	619 	608 	1106 	319 	389 	297 	446 
THS_T,19,ITD32	78 	76 	345 	193 	198 	146 	128 	221 	142 
THS_T,19,ITD33	31 	: 	43 	128 	105 	21 	41 	26 	42 
THS_T,19,ITD34	709 	1061 	388 	574 	169 	424 	407 	293 	301 
THS_T,19,ITD35	96 	77 	193 	270 	183 	122 	266 	316 	198 
THS_T,19,ITD36	598 	309 	433 	269 	372 	209 	281 	329 	143 
THS_T,19,ITD37	24 	14 	77 	224 	4 	1 	42 	186 	128 
THS_T,19,ITD41	39 	202 	94 	76 	86 	108 	58 	42 	108 
THS_T,19,ITD42	136 	269 	131 	201 	94 	226 	165 	139 	299 
THS_T,19,ITD43	342 	629 	1033 	1002 	790 	664 	717 	1146 	424 
THS_T,19,ITD44	21 	34 	200 	224 	243 	87 	112 	279 	153 
THS_T,19,ITD51	41 	154 	58 	96 	78 	43 	79 	67 	31 
THS_T,19,ITD52	77 	121 	78 	215 	136 	32 	97 	212 	79 
THS_T,19,ITD53	181 	360 	143 	157 	197 	118 	64 	268 	131 
THS_T,19,ITD54	217 	787 	511 	94 	117 	326 	195 	239 	198 
THS_T,19,ITD55	81 	285 	203 	208 	356 	227 	265 	175 	91 
THS_T,19,ITD56	56 	37 	39 	74 	87 	76 	18 	45 	12 
THS_T,19,ITD57	121 	33 	65 	127 	88 	72 	73 	73 	88 
THS_T,19,ITD58	27 	13 	77 	34 	53 	112 	106 	33 	61 
THS_T,19,ITD59	: 	: z	12 	85 	: 	58 	7 	12 	11 
THS_T,19,ITE11	949 	149 	466 	601 	263 	96 	100 	62 	160 
THS_T,19,ITE12	322 	430 	1113 	842 	772 	479 	692 	1097 	685 
THS_T,19,ITE13	75 	122 	89 	70 	299 	50 	157 	156 	295 
THS_T,19,ITE14	408 	37 	122 	76 	55 	55 	196 	57 	68 
THS_T,19,ITE15	5 	41 	39 	: 	48 	15 	13 	51 	: 
THS_T,19,ITE16	380 	767 	874 	515 	650 	908 	568 	840 	436 
THS_T,19,ITE17	136 	58 	54 	149 	4 	15 	30 	42 	26 
THS_T,19,ITE18	48 	61 	53 	104 	38 	52 	159 	9 	78 
THS_T,19,ITE19	20 	: 	33 	51 	16 	: 	82 	8 	25 
THS_T,19,ITE1A	: 	1 	3 	: 	32 	: 	40 	26 	29 
THS_T,19,ITE21	129 	150 	115 	185 	30 	29 	53 	88 	95 
THS_T,19,ITE22	27 	5 	16 	6 	: 	82 	22 	124 	39 
THS_T,19,ITE31	43 	41 	20 	7 	36 	25 	12 	31 	12 
THS_T,19,ITE32	84 	115 	84 	44 	88 	131 	93 	273 	163 
THS_T,19,ITE33	44 	104 	6 	9 	19 	21 	13 	38 	50 
THS_T,19,ITE34	37 	132 	32 	60 	50 	75 	18 	115 	39 
THS_T,19,ITE41	166 	67 	45 	102 	96 	65 	48 	21 	78 
THS_T,19,ITE42	: 	: 	: 	2 	: 	32 	: 	18 	: 
THS_T,19,ITE43	286 	205 	582 	841 	107 	418 	335 	234 	180 
THS_T,19,ITE44	30 	19 	: 	112 	13 	: 	43 	67 	37 
THS_T,19,ITE45	199 	259 	89 	322 	137 	149 	58 	115 	158 
THS_T,19,ITF11	403 	10 	90 	21 	24 	126 	13 	68 	71 
THS_T,19,ITF12	45 	48 	4 	16 	11 	8 	6 	: 	2 
THS_T,19,ITF13	186 	25 	135 	78 	44 	131 	122 	45 	33 
THS_T,19,ITF14	53 	157 	64 	30 	9 	157 	170 	53 	30 
THS_T,19,ITF22	1 	: 	: 	16 	: 	: 	: 	: 	: 
THS_T,19,ITF31	18 	54 	52 	9 	: 	3 	4 	27 	: 
THS_T,19,ITF32	: 	: 	: 	: 	: 	15 	: 	: 	: 
THS_T,19,ITF33	500 	404 	757 	395 	463 	173 	305 	450 	643 
THS_T,19,ITF34	: 	5 	22 	26 	: 	: 	15 	5 	9 
THS_T,19,ITF35	213 	73 	16 	77 	37 	95 	111 	94 	33 
THS_T,19,ITF41	: 	: 	27 	: 	: 	: 	28 	33 	12 
THS_T,19,ITF42	43 	188 	75 	8 	16 	47 	19 	47 	48 
THS_T,19,ITF43	: 	: 	10 	3 	2 	12 	: 	19 	12 
THS_T,19,ITF44	: 	: 	29 	: 	9 	1 	7 	3 	1 
THS_T,19,ITF45	17 	31 	2 	: 	62 	24 	12 	66 	4 
THS_T,19,ITF51	: 	22 	32 	6 	31 	62 	: 	: 	6 
THS_T,19,ITF52	: 	6 	28 	7 	25 	15 	14 	9 	: 
THS_T,19,ITF61	: 	: 	27 	7 	6 	2 	9 	: 	: 
THS_T,19,ITF63	: 	21 	: 	30 	: 	11 	9 	14 	: 
THS_T,19,ITF65	7 	: 	: 	22 	: 	: 	: 	: 	: 
THS_T,19,ITG11	: 	46 	36 	: 	1 	: 	1 	12 	: 
THS_T,19,ITG12	12 	: 	4 	: 	15 	67 	: 	20 	12 
THS_T,19,ITG13	20 	: 	10 	: 	: 	: 	: 	: 	: 
THS_T,19,ITG17	125 	32 	318 	115 	99 	21 	44 	20 	45 
THS_T,19,ITG19	: 	33 	: 	: 	15 	: 	: 	: 	: 
THS_T,19,ITG21	2 	7 	: 	: 	: 	17 	: 	87 	: 
THS_T,19,ITG22	3 	5 	6 	: 	: 	: 	: 	: 	: 
THS_T,19,ITG23	: 	: 	: 	: 	: 	9 	14 	: 	: 
THS_T,19,ITG24	14 	11 	: 	: 	55 	: 	: 	: 	: 
THS_T,19,LT001	2 	: 	: 	: 	10 	: 	: 	: 	: 
THS_T,19,LT002	22 	5 	7 	14 	14 	: 	: 	: 	: 
THS_T,19,LT003	10 	5 	8 	2 	3 	: 	: 	: 	: 
THS_T,19,LT004	: z	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,LT005	: 	: 	5 	: 	4 	: 	: 	: 	: 
THS_T,19,LT006	7 	23 	12 	: 	: 	: 	: 	: 	: 
THS_T,19,LT007	: 	: 	1 	: 	: 	: 	: 	: 	: 
THS_T,19,LT008	: 	1 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,LT009	2 	: z	1 	: 	: 	: 	: 	: 	: 
THS_T,19,LT00A	8 	1 	21 	64 	4 	: 	: 	: 	: 
THS_T,19,LU	: 	: 	: 	: 	: 	5 	: 	2 	1 
THS_T,19,LU000	: 	: 	: 	: 	: 	5 	: 	2 	1 
THS_T,19,LV001	: 	: 	: 	: 	26 	37 	: 	: 	: 
THS_T,19,LV002	: 	: 	: 	: 	: 	1 	: 	: 	: 
THS_T,19,LV003	: 	2 	1 	25 	1 	: 	: 	: 	: 
THS_T,19,LV004	: 	: 	: 	: 	: z	1 	: 	: 	: 
THS_T,19,LV005	: 	: z	8 	: 	: 	: 	: 	: 	: 
THS_T,19,LV006	81 	57 	81 	49 	: 	: 	: 	: 	: 
THS_T,19,LV007	7 	6 	2 	2 	: 	: 	: 	: 	: 
THS_T,19,LV008	: 	6 	: z	4 	: 	: 	: 	: 	: 
THS_T,19,LV009	1 	: z	: z	4 	: 	: 	: 	: 	: 
THS_T,19,NL111	47 	45 	77 	70 	239 	60 	72 	46 	63 
THS_T,19,NL112	9 	4 	74 	64 	22 	42 	68 	43 	47 
THS_T,19,NL113	121 	38 	73 	35 	141 	50 	71 	128 	230 
THS_T,19,NL121	26 	22 	45 	39 	82 	55 	32 	24 	29 
THS_T,19,NL122	6 	1 	: 	19 	12 	12 	7 	8 	16 
THS_T,19,NL123	42 	12 	26 	27 	44 	16 	31 	42 	45 
THS_T,19,NL131	18 	6 	105 	59 	90 	14 	44 	41 	24 
THS_T,19,NL132	41 	27 	12 	13 	8 	39 	9 	35 	24 
THS_T,19,NL133	5 	39 	9 	9 	31 	3 	25 	5 	9 
THS_T,19,NL211	41 	61 	91 	43 	73 	34 	26 	50 	13 
THS_T,19,NL212	6 	32 	23 	22 	11 	24 	9 	24 	67 
THS_T,19,NL213	130 	184 	127 	58 	55 	125 	110 	67 	54 
THS_T,19,NL221	147 	167 	147 	164 	31 	116 	192 	110 	187 
THS_T,19,NL222	304 	358 	401 	127 	115 	194 	165 	326 	220 
THS_T,19,NL223	430 	323 	180 	267 	134 	183 	155 	151 	344 
THS_T,19,NL224	111 	31 	39 	284 	26 	53 	58 	52 	64 
THS_T,19,NL23	: 	: 	: 	: 	5 	15 	15 	15 	21 
THS_T,19,NL230	27 	29 	15 	32 	5 	15 	15 	15 	21 
THS_T,19,NL31	: 	: 	: 	: 	1661 	155 	175 	174 	240 
THS_T,19,NL310	280 	261 	161 	319 	1661 	155 	175 	174 	240 
THS_T,19,NL321	73 	6 	18 	80 	22 	47 	216 	75 	52 
THS_T,19,NL322	5 	5 	276 	20 	16 	40 	26 	81 	47 
THS_T,19,NL323	1 	5 	363 	21 	86 	31 	113 	59 	24 
THS_T,19,NL324	14 	63 	3 	9 	51 	33 	48 	38 	61 
THS_T,19,NL325	21 	7 	30 	20 	18 	47 	76 	40 	104 
THS_T,19,NL326	191 	171 	176 	226 	240 	208 	240 	202 	141 
THS_T,19,NL327	6 	2 	4 	: z	5 	17 	21 	28 	10 
THS_T,19,NL331	34 	57 	29 	92 	69 	59 	59 	20 	62 
THS_T,19,NL332	157 	163 	133 	152 	106 	98 	89 	92 	149 
THS_T,19,NL333	101 	36 	15 	80 	157 	35 	19 	42 	25 
THS_T,19,NL334	50 	60 	41 	40 	44 	67 	37 	73 	40 
THS_T,19,NL335	310 	213 	337 	272 	268 	299 	256 	261 	371 
THS_T,19,NL336	835 	325 	199 	60 	112 	73 	107 	86 	44 
THS_T,19,NL341	: 	22 	20 	4 	22 	39 	50 	36 	51 
THS_T,19,NL342	34 	25 	2 	35 	35 	44 	24 	75 	89 
THS_T,19,NL411	543 	110 	161 	343 	270 	228 	277 	267 	216 
THS_T,19,NL412	98 	98 	163 	73 	146 	106 	118 	132 	153 
THS_T,19,NL413	112 	60 	214 	96 	124 	109 	154 	97 	60 
THS_T,19,NL414	128 	499 	299 	455 	82 	238 	260 	210 	346 
THS_T,19,NL421	67 	47 	46 	32 	74 	83 	18 	22 	105 
THS_T,19,NL422	52 	270 	83 	395 	70 	78 	98 	53 	175 
THS_T,19,NL423	169 	154 	26 	178 	124 	186 	197 	96 	149 
THS_T,19,NO011	: 	: 	: 	: 	3 	: 	: 	822 	: 
THS_T,19,NO012	: 	: 	: 	: 	137 	: 	61 	: 	: 
THS_T,19,NO021	: 	: 	: 	: 	: 	: 	12 	: 	: 
THS_T,19,NO022	1 	8 	14 	1 	2 	: 	: 	: 	: 
THS_T,19,NO031	1233 	162 	: 	83 	583 	: 	: 	: 	: 
THS_T,19,NO032	: 	121 	47 	117 	131 	213 	: 	137 	122 
THS_T,19,NO033	106 	4 	: 	1 	: 	: 	221 	: 	: 
THS_T,19,NO034	: 	11 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,NO041	: 	4 	125 	: 	: 	: 	: 	: 	: 
THS_T,19,NO042	35 	: 	3 	4 	: 	: 	264 	: 	: 
THS_T,19,NO043	: 	1 	: 	2 	1 	: 	: 	: 	: 
THS_T,19,NO051	: 	: 	: 	25 	: 	: 	: 	: 	: 
THS_T,19,NO052	11 	: 	: 	: 	4 	: 	: 	: 	: 
THS_T,19,NO053	13 	: 	: 	6 	: 	: 	: 	: 	: 
THS_T,19,NO061	3 	7 	20 	9 	32 	: 	: 	: 	: 
THS_T,19,NO062	1 	: 	: 	: 	1 	: 	: 	: 	: 
THS_T,19,NO071	: 	: 	: 	: 	5 	: 	: 	: 	: 
THS_T,19,NO072	: 	: 	: 	8 	: 	: 	: 	: 	: 
THS_T,19,NO073	: 	: 	: 	1 	: 	: 	: 	: 	: 
THS_T,19,PL111	76 	66 	28 	35 	: 	: 	: 	: 	: 
THS_T,19,PL112	99 	: z	62 	13 	: 	: 	: 	: 	: 
THS_T,19,PL113	103 	168 	23 	51 	: 	: 	: 	: 	: 
THS_T,19,PL121	69 	12 	38 	5 	: 	: 	: 	: 	: 
THS_T,19,PL122	184 	113 	67 	67 	: 	: 	: 	: 	: 
THS_T,19,PL124	47 	1 	49 	37 	: 	: 	: 	: 	: 
THS_T,19,PL126	452 	170 	204 	274 	: 	: 	: 	: 	: 
THS_T,19,PL127	227 	197 	46 	105 	: 	: 	: 	: 	: 
THS_T,19,PL211	36 	15 	19 	10 	: 	: 	: 	: 	: 
THS_T,19,PL212	15 	: 	: 	16 	: 	: 	: 	: 	: 
THS_T,19,PL213	196 	44 	73 	51 	: 	: 	: 	: 	: 
THS_T,19,PL224	33 	5 	: 	26 	: 	: 	: 	: 	: 
THS_T,19,PL225	1044 	38 	80 	44 	: 	: 	: 	: 	: 
THS_T,19,PL226	158 	167 	185 	220 	: 	: 	: 	: 	: 
THS_T,19,PL227	22 	17 	: 	1 	: 	: 	: 	: 	: 
THS_T,19,PL311	7 	10 	1 	: 	: 	: 	: 	: 	: 
THS_T,19,PL312	25 	54 	31 	22 	: 	: 	: 	: 	: 
THS_T,19,PL313	39 	17 	12 	60 	: 	: 	: 	: 	: 
THS_T,19,PL321	122 	31 	11 	30 	: 	: 	: 	: 	: 
THS_T,19,PL322	31 	4 	28 	: 	: 	: 	: 	: 	: 
THS_T,19,PL330	30 	10 	101 	37 	: 	: 	: 	: 	: 
THS_T,19,PL341	14 	5 	17 	399 	: 	: 	: 	: 	: 
THS_T,19,PL342	2 	: 	6 	5 	: 	: 	: 	: 	: 
THS_T,19,PL411	22 	8 	54 	44 	: 	: 	: 	: 	: 
THS_T,19,PL412	318 	65 	60 	141 	: 	: 	: 	: 	: 
THS_T,19,PL413	73 	50 	4 	67 	: 	: 	: 	: 	: 
THS_T,19,PL414	24 	1 	9 	36 	: 	: 	: 	: 	: 
THS_T,19,PL415	82 	176 	96 	101 	: 	: 	: 	: 	: 
THS_T,19,PL421	148 	30 	89 	51 	: 	: 	: 	: 	: 
THS_T,19,PL422	1 	: 	: 	3 	: 	: 	: 	: 	: 
THS_T,19,PL431	161 	48 	53 	34 	: 	: 	: 	: 	: 
THS_T,19,PL432	18 	21 	5 	4 	: 	: 	: 	: 	: 
THS_T,19,PL511	50 	118 	52 	18 	: 	: 	: 	: 	: 
THS_T,19,PL512	81 	9 	98 	4 	: 	: 	: 	: 	: 
THS_T,19,PL513	23 	32 	22 	26 	: 	: 	: 	: 	: 
THS_T,19,PL514	65 	64 	55 	215 	: 	: 	: 	: 	: 
THS_T,19,PL520	137 	85 	: 	42 	: 	: 	: 	: 	: 
THS_T,19,PL611	89 	65 	108 	221 	: 	: 	: 	: 	: 
THS_T,19,PL612	101 	90 	48 	85 	: 	: 	: 	: 	: 
THS_T,19,PL621	: 	: 	: 	8 	: 	: 	: 	: 	: 
THS_T,19,PL622	59 	26 	17 	5 	: 	: 	: 	: 	: 
THS_T,19,PL623	84 	9 	10 	25 	: 	: 	: 	: 	: 
THS_T,19,PL631	15 	: 	9 	7 	: 	: 	: 	: 	: 
THS_T,19,PL632	113 	57 	248 	47 	: 	: 	: 	: 	: 
THS_T,19,PL633	201 	38 	104 	39 	: 	: 	: 	: 	: 
THS_T,19,PT111	13 	5 	1 	10 	8 	8 	8 	9 	9 
THS_T,19,PT112	14 	7 	3 	: 	2 	2 	3 	2 	2 
THS_T,19,PT113	5 	39 	: z	: 	26 	7 	8 	8 	8 
THS_T,19,PT114	137 	24 	92 	75 	36 	52 	73 	53 	61 
THS_T,19,PT115	8 	3 	3 	1 	1 	1 	1 	1 	1 
THS_T,19,PT116	34 	36 	10 	3 	5 	13 	5 	6 	36 
THS_T,19,PT117	3 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,PT118	2 	: z	54 	1 	: 	: 	: 	: 	: 
THS_T,19,PT15	: 	: 	: 	: 	: z	12 	: z	8 	2 
THS_T,19,PT150	15 	6 	3 	4 	: z	12 	: z	8 	2 
THS_T,19,PT161	8 	72 	292 	152 	170 	4 	201 	41 	113 
THS_T,19,PT162	437 	458 	340 	136 	423 	167 	197 	654 	169 
THS_T,19,PT163	15 	15 	12 	: 	17 	15 	16 	17 	22 
THS_T,19,PT164	1 	3 	: 	1 	: 	: 	: 	: 	: 
THS_T,19,PT165	3 	: 	: 	5 	: 	: 	: 	: 	: 
THS_T,19,PT168	: 	1 	: z	: 	: 	: 	: 	: 	: 
THS_T,19,PT169	1 	5 	28 	25 	: 	: 	: 	: 	26 
THS_T,19,PT16A	: 	1 	1 	: 	: 	: 	: 	: 	: 
THS_T,19,PT16B	3 	13 	2 	4 	2 	2 	2 	2 	2 
THS_T,19,PT16C	83 	21 	65 	76 	97 	108 	197 	212 	105 
THS_T,19,PT171	326 	182 	161 	106 	67 	43 	92 	109 	211 
THS_T,19,PT172	171 	40 	342 	330 	25 	3 	921 	1003 	8 
THS_T,19,PT181	16 	11 	: 	2 	: 	: 	: 	: 	: 
THS_T,19,PT182	3 	4 	3 	: 	: 	: 	: 	: 	: 
THS_T,19,PT183	17 	: z	: z	2 	: 	: 	: 	: 	: 
THS_T,19,PT184	9 	: 	: 	1 	: 	: 	: 	: 	: 
THS_T,19,PT185	9 	20 	1 	8 	22 	: 	: 	: 	: 
THS_T,19,RO111	2 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO112	1 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO113	4 	19 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO114	1 	161 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO121	13 	3 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO122	18 	136 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO124	7 	28 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO125	: 	1 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO126	: 	61 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO211	149 	108 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO212	: 	6 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO213	21 	53 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO214	1 	33 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO215	37 	20 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO216	: 	2 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO221	2 	5 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO223	22 	6 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO311	5 	9 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO316	12 	2 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO321	164 	1281 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO322	16 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO411	: 	16 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO413	36 	7 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO414	: 	8 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO415	9 	13 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO421	2 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO422	4 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,RO424	5 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,19,SE021	323 	104 	190 	220 	1071 	1193 	1577 	82 	: 
THS_T,19,SE025	12 	26 	23 	6 	18 	81 	27 	36 	: 
THS_T,19,SE110	570 	659 	519 	303 	323 	374 	727 	834 	: 
THS_T,19,SE12	: 	: 	: 	: 	: 	: 	: 	: 	396 
THS_T,19,SE122	133 	18 	25 	19 	38 	168 	61 	169 	: 
THS_T,19,SE123	185 	81 	27 	45 	57 	64 	52 	156 	: 
THS_T,19,SE124	56 	431 	89 	173 	170 	365 	90 	49 	: 
THS_T,19,SE21	: 	: 	: 	: 	: 	: 	: 	: 	222 
THS_T,19,SE211	104 	298 	88 	103 	137 	62 	100 	177 	: 
THS_T,19,SE212	10 	39 	31 	30 	158 	42 	27 	98 	: 
THS_T,19,SE213	239 	107 	80 	47 	27 	51 	287 	172 	: 
THS_T,19,SE214	39 	10 	15 	16 	27 	5 	19 	5 	: 
THS_T,19,SE22	: 	: 	: 	: 	: 	: 	: 	: 	100 
THS_T,19,SE221	47 	17 	393 	86 	449 	38 	165 	38 	: 
THS_T,19,SE224	197 	281 	136 	107 	137 	159 	476 	207 	: 
THS_T,19,SE23	: 	: 	: 	: 	: 	: 	: 	: 	74 
THS_T,19,SE231	61 	486 	124 	198 	459 	111 	81 	95 	: 
THS_T,19,SE232	394 	566 	586 	1254 	967 	595 	389 	1598 	: 
THS_T,19,SE31	: 	: 	: 	: 	: 	: 	: 	: 	311 
THS_T,19,SE311	233 	345 	247 	2382 	360 	198 	451 	215 	: 
THS_T,19,SE312	63 	70 	49 	32 	34 	86 	31 	124 	: 
THS_T,19,SE313	100 	61 	239 	46 	355 	483 	150 	49 	: 
THS_T,19,SE32	: 	: 	: 	: 	: 	: 	: 	: 	4 
THS_T,19,SE321	1951 	232 	1401 	37 	1147 	36 	445 	112 	: 
THS_T,19,SE322	9 	21 	4 	10 	3 	17 	8 	11 	: 
THS_T,19,SE33	: 	: 	: 	: 	: 	: 	: 	: 	52 
THS_T,19,SE331	29 	976 	11 	6 	481 	124 	703 	164 	: 
THS_T,19,SE332	111 	193 	326 	184 	51 	82 	182 	58 	: 
THS_T,19,SI011	7 	: z	1 	3 	8 	7 	: 	: 	: 
THS_T,19,SI012	20 	41 	21 	79 	22 	73 	62 	: 	: 
THS_T,19,SI013	3 	7 	2 	2 	: 	12 	30 	: 	: 
THS_T,19,SI014	30 	15 	30 	14 	83 	58 	108 	: 	: 
THS_T,19,SI015	: 	1 	2 	4 	4 	2 	1 	: 	: 
THS_T,19,SI016	: z	5 	14 	6 	3 	39 	: z	: 	: 
THS_T,19,SI017	7 	8 	4 	51 	75 	51 	20 	: 	: 
THS_T,19,SI018	11 	2 	3 	: z	4 	3 	8 	: 	: 
THS_T,19,SI021	86 	206 	118 	275 	220 	87 	87 	: 	: 
THS_T,19,SI022	17 	38 	8 	3 	33 	115 	65 	: 	: 
THS_T,19,SI023	15 	14 	58 	11 	26 	217 	10 	: 	: 
THS_T,19,SI024	5 	6 	8 	62 	: 	4 	: 	: 	: 
THS_T,19,SK010	142 	84 	114 	24 	97 	: 	: 	: 	: 
THS_T,19,SK021	24 	21 	34 	4 	48 	: 	: 	: 	: 
THS_T,19,SK022	33 	32 	1 	16 	3 	: 	: 	: 	: 
THS_T,19,SK023	55 	72 	24 	51 	20 	: 	: 	: 	: 
THS_T,19,SK031	338 	75 	124 	18 	137 	: 	: 	: 	: 
THS_T,19,SK032	47 	151 	102 	15 	52 	: 	: 	: 	: 
THS_T,19,SK041	26 	5 	14 	22 	13 	: 	: 	: 	: 
THS_T,19,SK042	7 	52 	49 	73 	50 	: 	: 	: 	: 
THS_T,19,UK111	: 	: 	: 	: 	69 	47 	60 	67 	: 
THS_T,19,UK112	: 	: 	: 	: 	85 	72 	82 	96 	83 
THS_T,19,UK12	: 	: 	: 	: 	69 	41 	46 	51 	75 
THS_T,19,UK131	: 	: 	: 	: 	37 	111 	53 	15 	189 
THS_T,19,UK132	: 	: 	: 	: 	135 	83 	49 	172 	65 
THS_T,19,UK21	: 	: 	: 	: 	260 	195 	: 	28 	155 
THS_T,19,UK22	: 	: 	: 	: 	40 	4 	14 	12 	146 
THS_T,19,UK23	: 	: 	: 	: 	83 	123 	49 	86 	334 
THS_T,19,UK24	: 	: 	: 	: 	548 	470 	346 	347 	231 
THS_T,19,UK311	: 	: 	: 	: 	53 	121 	142 	246 	109 
THS_T,19,UK312	: 	: 	: 	: 	299 	31 	218 	404 	51 
THS_T,19,UK321	: 	: 	: 	: 	176 	172 	224 	246 	137 
THS_T,19,UK322	: 	: 	: 	: 	124 	160 	79 	67 	37 
THS_T,19,UK33	: 	: 	: 	: 	108 	9 	124 	159 	63 
THS_T,19,UK401	: 	: 	: 	: 	76 	108 	206 	89 	520 
THS_T,19,UK402	: 	: 	: 	: 	7 	280 	144 	: 	24 
THS_T,19,UK403	: 	: 	: 	: 	160 	136 	58 	46 	: 
THS_T,19,UK511	: 	: 	: 	: 	103 	142 	37 	13 	: 
THS_T,19,UK512	: 	: 	: 	: 	235 	125 	90 	43 	81 
THS_T,19,UK521	: 	: 	: 	: 	8 	88 	102 	12 	50 
THS_T,19,UK522	: 	: 	: 	: 	94 	138 	69 	43 	57 
THS_T,19,UK523	: 	: 	: 	: 	43 	99 	159 	44 	11 
THS_T,19,UK531	: 	: 	: 	: 	126 	145 	27 	99 	166 
THS_T,19,UK532	: 	: 	: 	: 	5 	32 	3 	: 	4 
THS_T,19,UK533	: 	: 	: 	: 	7 	69 	27 	227 	62 
THS_T,19,UK54	: 	: 	: 	: 	791 	493 	150 	220 	247 
THS_T,19,UK55	: 	: 	: 	: 	573 	595 	749 	827 	663 
THS_T,19,UK561	: 	: 	: 	: 	404 	309 	270 	382 	176 
THS_T,19,UK562	: 	: 	: 	: 	49 	: 	: 	: 	: 
THS_T,19,UK57	: 	: 	: 	: 	1093 	690 	581 	809 	317 
THS_T,19,UK611	: 	: 	: 	: 	280 	359 	239 	232 	147 
THS_T,19,UK612	: 	: 	: 	: 	62 	66 	10 	42 	30 
THS_T,19,UK613	: 	: 	: 	: 	223 	163 	30 	15 	30 
THS_T,19,UK621	: 	: 	: 	: 	38 	55 	34 	20 	114 
THS_T,19,UK622	: 	: 	: 	: 	6 	143 	76 	54 	30 
THS_T,19,UK631	: 	: 	: 	: 	55 	53 	71 	10 	38 
THS_T,19,UK632	: 	: 	: 	: 	153 	213 	67 	31 	551 
THS_T,19,UK711	: 	: 	: 	: 	145 	49 	21 	128 	97 
THS_T,19,UK712	: 	: 	: 	: 	54 	515 	62 	127 	: 
THS_T,19,UK721	: 	: 	: 	: 	: 	188 	6 	17 	35 
THS_T,19,UK722	: 	: 	: 	: 	181 	258 	124 	51 	131 
THS_T,19,UK73	: 	: 	: 	: 	112 	253 	133 	424 	192 
THS_T,19,UK81	: 	: 	: 	: 	256 	695 	266 	115 	53 
THS_T,19,UK82	: 	: 	: 	: 	793 	836 	312 	328 	307 
THS_T,19,UK83	: 	: 	: 	: 	143 	410 	320 	177 	154 
THS_T,19,UK84	: 	: 	: 	: 	172 	192 	187 	169 	: z
