unit,nstr24,geo\time	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 
THS_T,02,NO042	: 	: 	: 	9 	: 	1 	2 	31 	50 
THS_T,02,NO043	105 	52 	52 	97 	545 	39 	83 	66 	31 
THS_T,02,NO051	158 	47 	35 	28 	69 	133 	47 	92 	214 
THS_T,02,NO052	: 	: z	3 	: 	13 	23 	6 	51 	: 
THS_T,02,NO053	10 	: 	2 	: 	6 	9 	27 	73 	22 
THS_T,02,NO061	62 	25 	28 	29 	30 	45 	56 	64 	42 
THS_T,02,NO062	53 	48 	75 	107 	86 	161 	38 	30 	179 
THS_T,02,NO071	21 	9 	15 	2 	23 	7 	4 	12 	9 
THS_T,02,NO072	44 	2 	7 	26 	42 	7 	31 	32 	10 
THS_T,02,NO073	: 	: z	: z	: z	: 	59 	4 	12 	8 
THS_T,02,PL111	407 	595 	225 	478 	: 	: 	: 	: 	: 
THS_T,02,PL112	498 	326 	288 	335 	: 	: 	: 	: 	: 
THS_T,02,PL113	46 	27 	47 	44 	: 	: 	: 	: 	: 
THS_T,02,PL121	79 	173 	65 	129 	: 	: 	: 	: 	: 
THS_T,02,PL122	202 	98 	374 	104 	: 	: 	: 	: 	: 
THS_T,02,PL124	136 	515 	155 	92 	: 	: 	: 	: 	: 
THS_T,02,PL126	774 	905 	1002 	1337 	: 	: 	: 	: 	: 
THS_T,02,PL127	71 	154 	217 	148 	: 	: 	: 	: 	: 
THS_T,02,PL211	314 	201 	208 	377 	: 	: 	: 	: 	: 
THS_T,02,PL212	30 	23 	117 	90 	: 	: 	: 	: 	: 
THS_T,02,PL213	89 	176 	147 	200 	: 	: 	: 	: 	: 
THS_T,02,PL224	54 	18 	21 	180 	: 	: 	: 	: 	: 
THS_T,02,PL225	130 	168 	40 	102 	: 	: 	: 	: 	: 
THS_T,02,PL226	312 	370 	340 	169 	: 	: 	: 	: 	: 
THS_T,02,PL227	22 	41 	30 	28 	: 	: 	: 	: 	: 
THS_T,02,PL311	24 	5 	147 	67 	: 	: 	: 	: 	: 
THS_T,02,PL312	67 	692 	1226 	82 	: 	: 	: 	: 	: 
THS_T,02,PL313	326 	423 	176 	685 	: 	: 	: 	: 	: 
THS_T,02,PL321	119 	105 	93 	136 	: 	: 	: 	: 	: 
THS_T,02,PL322	411 	109 	34 	117 	: 	: 	: 	: 	: 
THS_T,02,PL330	578 	223 	517 	427 	: 	: 	: 	: 	: 
THS_T,02,PL341	66 	1086 	66 	14 	: 	: 	: 	: 	: 
THS_T,02,PL342	19 	39 	54 	7 	: 	: 	: 	: 	: 
THS_T,02,PL411	50 	68 	26 	44 	: 	: 	: 	: 	: 
THS_T,02,PL412	954 	170 	271 	365 	: 	: 	: 	: 	: 
THS_T,02,PL413	2504 	312 	167 	575 	: 	: 	: 	: 	: 
THS_T,02,PL414	169 	99 	45 	350 	: 	: 	: 	: 	: 
THS_T,02,PL415	87 	153 	65 	48 	: 	: 	: 	: 	: 
THS_T,02,PL421	602 	133 	249 	928 	: 	: 	: 	: 	: 
THS_T,02,PL422	70 	4 	43 	37 	: 	: 	: 	: 	: 
THS_T,02,PL431	6 	2 	13 	142 	: 	: 	: 	: 	: 
THS_T,02,PL432	57 	43 	32 	72 	: 	: 	: 	: 	: 
THS_T,02,PL511	377 	387 	923 	224 	: 	: 	: 	: 	: 
THS_T,02,PL512	126 	69 	340 	30 	: 	: 	: 	: 	: 
THS_T,02,PL513	140 	33 	313 	223 	: 	: 	: 	: 	: 
THS_T,02,PL514	40 	123 	50 	104 	: 	: 	: 	: 	: 
THS_T,02,PL520	155 	67 	591 	128 	: 	: 	: 	: 	: 
THS_T,02,PL611	54 	474 	111 	180 	: 	: 	: 	: 	: 
THS_T,02,PL612	419 	194 	792 	133 	: 	: 	: 	: 	: 
THS_T,02,PL621	1159 	43 	46 	67 	: 	: 	: 	: 	: 
THS_T,02,PL622	8 	26 	763 	64 	: 	: 	: 	: 	: 
THS_T,02,PL623	8 	2 	3 	: 	: 	: 	: 	: 	: 
THS_T,02,PL631	16 	: 	2 	171 	: 	: 	: 	: 	: 
THS_T,02,PL632	843 	30 	453 	154 	: 	: 	: 	: 	: 
THS_T,02,PL633	204 	141 	145 	188 	: 	: 	: 	: 	: 
THS_T,02,PT111	2 	: 	38 	12 	12 	12 	13 	13 	19 
THS_T,02,PT112	36 	15 	47 	48 	47 	30 	61 	36 	40 
THS_T,02,PT113	18 	25 	27 	18 	26 	28 	29 	30 	58 
THS_T,02,PT114	156 	287 	260 	169 	343 	285 	149 	202 	156 
THS_T,02,PT115	6 	22 	12 	3 	12 	13 	13 	14 	15 
THS_T,02,PT116	23 	9 	11 	9 	27 	28 	30 	31 	32 
THS_T,02,PT117	72 	63 	73 	28 	8 	8 	19 	14 	74 
THS_T,02,PT118	80 	2 	17 	12 	9 	9 	11 	10 	10 
THS_T,02,PT15	: 	: 	: 	: 	268 	261 	263 	258 	275 
THS_T,02,PT150	258 	320 	330 	229 	268 	261 	263 	258 	275 
THS_T,02,PT161	42 	43 	48 	97 	83 	95 	95 	95 	106 
THS_T,02,PT162	171 	135 	99 	59 	90 	94 	117 	102 	109 
THS_T,02,PT163	47 	39 	203 	52 	25 	24 	23 	24 	25 
THS_T,02,PT164	11 	: z	3 	2 	: 	: 	: 	: 	: 
THS_T,02,PT165	3 	11 	14 	13 	12 	7 	7 	7 	9 
THS_T,02,PT166	: 	: 	: 	: z	1 	1 	1 	1 	1 
THS_T,02,PT167	11 	11 	3 	: 	48 	49 	52 	54 	56 
THS_T,02,PT168	1 	12 	16 	1 	1 	1 	2 	9 	2 
THS_T,02,PT169	12 	2 	: z	4 	: 	: 	: 	: 	: 
THS_T,02,PT16A	25 	4 	2 	10 	58 	37 	40 	40 	42 
THS_T,02,PT16B	683 	861 	563 	287 	505 	557 	680 	599 	781 
THS_T,02,PT16C	32 	46 	123 	57 	36 	84 	1 	1 	1 
THS_T,02,PT171	592 	740 	547 	641 	489 	225 	407 	190 	296 
THS_T,02,PT172	147 	215 	327 	194 	215 	178 	266 	249 	211 
THS_T,02,PT181	14 	16 	45 	38 	63 	65 	68 	71 	74 
THS_T,02,PT182	11 	15 	318 	10 	31 	28 	19 	7 	7 
THS_T,02,PT183	21 	16 	26 	6 	22 	23 	24 	37 	27 
THS_T,02,PT184	30 	24 	9 	12 	10 	10 	60 	17 	12 
THS_T,02,PT185	659 	589 	908 	452 	443 	419 	566 	436 	355 
THS_T,02,RO111	204 	28 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO113	3 	14 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO121	4 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO122	1 	5 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO123	: 	14 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO124	7 	67 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO125	4 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO126	32 	7 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO211	24 	5 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO212	53 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO214	4 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO215	6 	81 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO216	28 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO221	35 	133 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO222	: 	: z	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO223	138 	82 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO224	1 	4 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO311	: 	3 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO313	: 	17 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO315	: 	10 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO316	: 	29 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO317	8 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO321	22 	64 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO411	: 	4 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO412	: 	2 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO413	: 	7 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO414	10 	37 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO415	: 	13 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO421	66 	1 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,RO424	2 	10 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,SE021	48 	5 	: 	18 	: 	36 	9 	: 	: 
THS_T,02,SE025	37 	15 	21 	18 	71 	4 	62 	83 	: 
THS_T,02,SE110	440 	333 	148 	128 	315 	206 	125 	352 	: 
THS_T,02,SE12	: 	: 	: 	: 	: 	: 	: 	: 	99 
THS_T,02,SE122	133 	10 	35 	: 	: 	6 	5 	52 	: 
THS_T,02,SE123	181 	136 	87 	73 	50 	116 	42 	38 	: 
THS_T,02,SE124	2 	1 	23 	45 	34 	2 	21 	21 	: 
THS_T,02,SE21	: 	: 	: 	: 	: 	: 	: 	: 	10 
THS_T,02,SE211	: 	3 	26 	26 	20 	13 	9 	30 	: 
THS_T,02,SE212	66 	30 	53 	12 	23 	38 	41 	79 	: 
THS_T,02,SE213	: 	1 	16 	1 	17 	13 	57 	74 	: 
THS_T,02,SE214	56 	221 	34 	18 	42 	54 	59 	47 	: 
THS_T,02,SE22	: 	: 	: 	: 	: 	: 	: 	: 	563 
THS_T,02,SE221	34 	7 	1 	1 	1 	1 	2 	: 	: 
THS_T,02,SE224	968 	916 	946 	1400 	841 	965 	1384 	924 	: 
THS_T,02,SE23	: 	: 	: 	: 	: 	: 	: 	: 	166 
THS_T,02,SE231	75 	67 	76 	362 	95 	119 	84 	55 	: 
THS_T,02,SE232	99 	175 	304 	361 	166 	236 	229 	344 	: 
THS_T,02,SE31	: 	: 	: 	: 	: 	: 	: 	: 	23 
THS_T,02,SE311	: 	25 	24 	8 	6 	47 	24 	15 	: 
THS_T,02,SE312	: 	5 	1 	48 	35 	43 	11 	4 	: 
THS_T,02,SE313	: 	: 	4 	36 	10 	20 	: 	69 	: 
THS_T,02,SE321	5 	13 	10 	63 	1 	17 	15 	45 	: 
THS_T,02,SE322	: 	: 	: 	2 	: 	: 	1 	7 	: 
THS_T,02,SE33	: 	: 	: 	: 	: 	: 	: 	: 	1 
THS_T,02,SE331	8 	10 	: 	9 	11 	4 	18 	90 	: 
THS_T,02,SE332	11 	3 	: 	26 	2 	47 	10 	14 	: 
THS_T,02,SI011	1 	193 	288 	7 	21 	18 	: 	: 	: 
THS_T,02,SI012	26 	72 	116 	44 	44 	70 	13 	: 	: 
THS_T,02,SI013	: z	: 	: 	: 	1 	: z	: 	: 	: 
THS_T,02,SI014	108 	114 	98 	87 	58 	32 	11 	: 	: 
THS_T,02,SI015	: 	: 	: 	: 	: z	5 	: 	: 	: 
THS_T,02,SI016	30 	3 	11 	8 	14 	: 	15 	: 	: 
THS_T,02,SI017	1 	8 	8 	8 	32 	19 	3 	: 	: 
THS_T,02,SI018	1 	: 	1 	: 	: 	: 	: 	: 	: 
THS_T,02,SI021	101 	83 	163 	181 	51 	85 	62 	: 	: 
THS_T,02,SI022	31 	9 	10 	20 	16 	10 	4 	: 	: 
THS_T,02,SI023	: z	10 	9 	13 	8 	17 	: 	: 	: 
THS_T,02,SI024	9 	23 	6 	15 	20 	27 	15 	: 	: 
THS_T,02,SK010	280 	40 	325 	53 	53 	: 	: 	: 	: 
THS_T,02,SK021	577 	148 	197 	559 	98 	: 	: 	: 	: 
THS_T,02,SK022	60 	32 	30 	21 	58 	: 	: 	: 	: 
THS_T,02,SK023	94 	112 	190 	285 	84 	: 	: 	: 	: 
THS_T,02,SK031	43 	16 	91 	160 	98 	: 	: 	: 	: 
THS_T,02,SK032	11 	17 	64 	130 	65 	: 	: 	: 	: 
THS_T,02,SK041	39 	13 	95 	45 	158 	: 	: 	: 	: 
THS_T,02,SK042	18 	128 	89 	16 	67 	: 	: 	: 	: 
THS_T,02,UK111	: 	: 	: 	: 	183 	152 	127 	169 	80 
THS_T,02,UK112	: 	: 	: 	: 	406 	298 	: 	1000 	115 
THS_T,02,UK12	: 	: 	: 	: 	291 	225 	266 	139 	157 
THS_T,02,UK131	: 	: 	: 	: 	123 	113 	157 	145 	77 
THS_T,02,UK132	: 	: 	: 	: 	269 	240 	344 	263 	94 
THS_T,02,UK21	: 	: 	: 	: 	735 	1583 	871 	1026 	638 
THS_T,02,UK22	: 	: 	: 	: 	1064 	1066 	404 	1359 	518 
THS_T,02,UK23	: 	: 	: 	: 	835 	904 	399 	1441 	962 
THS_T,02,UK24	: 	: 	: 	: 	455 	898 	469 	967 	650 
THS_T,02,UK311	: 	: 	: 	: 	177 	113 	82 	: 	160 
THS_T,02,UK312	: 	: 	: 	: 	742 	590 	273 	326 	408 
THS_T,02,UK321	: 	: 	: 	: 	31 	190 	556 	592 	63 
THS_T,02,UK322	: 	: 	: 	: 	177 	378 	740 	258 	301 
THS_T,02,UK33	: 	: 	: 	: 	3234 	5308 	3175 	2795 	3140 
THS_T,02,UK401	: 	: 	: 	: 	2178 	2329 	2324 	1845 	2415 
THS_T,02,UK402	: 	: 	: 	: 	1888 	1630 	996 	2173 	1789 
THS_T,02,UK403	: 	: 	: 	: 	1030 	1116 	1176 	1263 	1644 
THS_T,02,UK511	: 	: 	: 	: 	287 	158 	273 	124 	132 
THS_T,02,UK512	: 	: 	: 	: 	657 	816 	270 	350 	346 
THS_T,02,UK521	: 	: 	: 	: 	167 	76 	15 	303 	617 
THS_T,02,UK522	: 	: 	: 	: 	151 	36 	14 	59 	44 
THS_T,02,UK523	: 	: 	: 	: 	71 	166 	555 	46 	11 
THS_T,02,UK531	: 	: 	: 	: 	: 	87 	10 	47 	24 
THS_T,02,UK532	: 	: 	: 	: 	5 	12 	55 	152 	143 
THS_T,02,UK533	: 	: 	: 	: 	211 	134 	184 	496 	422 
THS_T,02,UK54	: 	: 	: 	: 	1803 	1150 	1131 	1653 	784 
THS_T,02,UK55	: 	: 	: 	: 	545 	791 	533 	781 	1267 
THS_T,02,UK561	: 	: 	: 	: 	817 	668 	1248 	753 	916 
THS_T,02,UK562	: 	: 	: 	: 	120 	37 	35 	: 	46 
THS_T,02,UK57	: 	: 	: 	: 	2137 	3569 	2479 	2641 	2048 
THS_T,02,UK611	: 	: 	: 	: 	184 	168 	684 	520 	299 
THS_T,02,UK612	: 	: 	: 	: 	90 	34 	189 	104 	49 
THS_T,02,UK613	: 	: 	: 	: 	58 	108 	30 	30 	87 
THS_T,02,UK621	: 	: 	: 	: 	137 	140 	248 	280 	259 
THS_T,02,UK622	: 	: 	: 	: 	201 	162 	198 	116 	237 
THS_T,02,UK631	: 	: 	: 	: 	103 	18 	36 	: z	127 
THS_T,02,UK632	: 	: 	: 	: 	301 	342 	133 	447 	383 
THS_T,02,UK711	: 	: 	: 	: 	1275 	1764 	1183 	1589 	1165 
THS_T,02,UK712	: 	: 	: 	: 	186 	312 	252 	305 	297 
THS_T,02,UK721	: 	: 	: 	: 	648 	1171 	364 	650 	596 
THS_T,02,UK722	: 	: 	: 	: 	182 	249 	722 	1183 	313 
THS_T,02,UK73	: 	: 	: 	: 	258 	475 	389 	393 	708 
THS_T,02,UK81	: 	: 	: 	: 	524 	483 	367 	412 	539 
THS_T,02,UK82	: 	: 	: 	: 	530 	455 	397 	544 	882 
THS_T,02,UK83	: 	: 	: 	: 	662 	717 	651 	1250 	480 
THS_T,02,UK84	: 	: 	: 	: 	397 	402 	351 	168 	543 
THS_T,02,UK911	: 	: 	: 	: 	: 	29 	21 	92 	: 
THS_T,02,UK912	: 	: 	: 	: 	30 	66 	10 	123 	98 
THS_T,02,UK913	: 	: 	: 	: 	: 	: 	27 	: 	102 
THS_T,02,UK914	: 	: 	: 	: 	25 	27 	: 	7 	18 
THS_T,02,UK921	: 	: 	: 	: 	28 	30 	4 	56 	182 
THS_T,02,UK922	: 	: 	: 	: 	48 	43 	8 	27 	34 
THS_T,02,UK923	: 	: 	: 	: 	76 	85 	70 	62 	43 
THS_T,02,UK924	: 	: 	: 	: 	: 	: 	9 	: 	8 
THS_T,02,UKA11	: 	: 	: 	: 	123 	164 	50 	164 	154 
THS_T,02,UKA12	: 	: 	: 	: 	116 	9 	72 	63 	2 
THS_T,02,UKA13	: 	: 	: 	: 	226 	289 	253 	715 	135 
THS_T,02,UKA14	: 	: 	: 	: 	108 	212 	460 	487 	398 
THS_T,02,UKA15	: 	: 	: 	: 	412 	613 	1018 	1189 	759 
THS_T,02,UKA21	: 	: 	: 	: 	38 	108 	25 	71 	33 
THS_T,02,UKA22	: 	: 	: 	: 	927 	992 	825 	468 	696 
THS_T,02,UKA31	: 	: 	: 	: 	167 	11 	50 	22 	110 
THS_T,02,UKA4	: 	: 	: 	: 	154 	205 	214 	448 	222 
THS_T,02,UKB	: 	: 	: 	: 	622 	446 	420 	396 	436 
THS_T,02,UKC11	89 	103 	15 	56 	: 	: 	: 	: 	: 
THS_T,02,UKC12	: 	25 	: 	46 	: 	: 	: 	: 	: 
THS_T,02,UKC13	: 	17 	: 	37 	: 	: 	: 	: 	: 
THS_T,02,UKC14	16 	39 	: 	2 	: 	: 	: 	: 	: 
THS_T,02,UKC21	95 	: 	70 	36 	: 	: 	: 	: 	: 
THS_T,02,UKC22	190 	313 	146 	284 	: 	: 	: 	: 	: 
THS_T,02,UKC23	111 	90 	: 	6 	: 	: 	: 	: 	: 
THS_T,02,UKD11	: 	18 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,UKD12	149 	31 	68 	331 	: 	: 	: 	: 	: 
THS_T,02,UKD21	89 	235 	250 	609 	: 	: 	: 	: 	: 
THS_T,02,UKD22	53 	546 	79 	267 	: 	: 	: 	: 	: 
THS_T,02,UKD31	528 	418 	175 	29 	: 	: 	: 	: 	: 
THS_T,02,UKD32	199 	290 	350 	212 	: 	: 	: 	: 	: 
THS_T,02,UKD41	: 	2 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,UKD42	: 	9 	: 	4 	: 	: 	: 	: 	: 
THS_T,02,UKD43	908 	350 	426 	994 	: 	: 	: 	: 	: 
THS_T,02,UKD51	81 	14 	4 	88 	: 	: 	: 	: 	: 
THS_T,02,UKD52	130 	291 	334 	54 	: 	: 	: 	: 	: 
THS_T,02,UKD53	43 	6 	21 	110 	: 	: 	: 	: 	: 
THS_T,02,UKD54	: 	: 	4 	: 	: 	: 	: 	: 	: 
THS_T,02,UKE11	50 	81 	31 	29 	: 	: 	: 	: 	: 
THS_T,02,UKE12	120 	697 	76 	894 	: 	: 	: 	: 	: 
THS_T,02,UKE13	31 	561 	340 	144 	: 	: 	: 	: 	: 
THS_T,02,UKE21	4 	403 	: 	61 	: 	: 	: 	: 	: 
THS_T,02,UKE22	493 	1014 	529 	322 	: 	: 	: 	: 	: 
THS_T,02,UKE31	835 	752 	316 	1568 	: 	: 	: 	: 	: 
THS_T,02,UKE32	50 	333 	28 	52 	: 	: 	: 	: 	: 
THS_T,02,UKE41	217 	231 	209 	38 	: 	: 	: 	: 	: 
THS_T,02,UKE42	247 	382 	63 	28 	: 	: 	: 	: 	: 
THS_T,02,UKE43	375 	303 	145 	378 	: 	: 	: 	: 	: 
THS_T,02,UKF11	: 	: 	7 	5 	: 	: 	: 	: 	: 
THS_T,02,UKF12	: 	: 	148 	8 	: 	: 	: 	: 	: 
THS_T,02,UKF13	157 	122 	98 	239 	: 	: 	: 	: 	: 
THS_T,02,UKF14	284 	92 	182 	83 	: 	: 	: 	: 	: 
THS_T,02,UKF15	111 	65 	179 	464 	: 	: 	: 	: 	: 
THS_T,02,UKF16	10 	: 	71 	182 	: 	: 	: 	: 	: 
THS_T,02,UKF21	28 	277 	255 	52 	: 	: 	: 	: 	: 
THS_T,02,UKF22	161 	62 	316 	118 	: 	: 	: 	: 	: 
THS_T,02,UKF23	777 	479 	1143 	366 	: 	: 	: 	: 	: 
THS_T,02,UKF30	6062 	6320 	4334 	5477 	: 	: 	: 	: 	: 
THS_T,02,UKG11	718 	44 	464 	429 	: 	: 	: 	: 	: 
THS_T,02,UKG12	225 	595 	567 	823 	: 	: 	: 	: 	: 
THS_T,02,UKG13	88 	232 	127 	62 	: 	: 	: 	: 	: 
THS_T,02,UKG21	69 	78 	119 	67 	: 	: 	: 	: 	: 
THS_T,02,UKG22	190 	339 	158 	240 	: 	: 	: 	: 	: 
THS_T,02,UKG23	38 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,02,UKG24	176 	76 	206 	35 	: 	: 	: 	: 	: 
THS_T,02,UKG31	109 	124 	234 	322 	: 	: 	: 	: 	: 
THS_T,02,UKG32	: 	5 	4 	12 	: 	: 	: 	: 	: 
THS_T,02,UKG33	: 	33 	27 	15 	: 	: 	: 	: 	: 
THS_T,02,UKG34	240 	23 	81 	: 	: 	: 	: 	: 	: 
THS_T,02,UKG35	89 	174 	3 	171 	: 	: 	: 	: 	: 
THS_T,02,UKH11	83 	446 	73 	44 	: 	: 	: 	: 	: 
THS_T,02,UKH12	1167 	2668 	1574 	3559 	: 	: 	: 	: 	: 
THS_T,02,UKH13	1016 	1188 	1257 	1927 	: 	: 	: 	: 	: 
THS_T,02,UKH14	2883 	1084 	516 	1205 	: 	: 	: 	: 	: 
THS_T,02,UKH21	298 	167 	159 	31 	: 	: 	: 	: 	: 
THS_T,02,UKH22	78 	105 	105 	221 	: 	: 	: 	: 	: 
THS_T,02,UKH23	598 	193 	160 	433 	: 	: 	: 	: 	: 
THS_T,02,UKH31	: 	: 	14 	: 	: 	: 	: 	: 	: 
THS_T,02,UKH32	101 	121 	410 	27 	: 	: 	: 	: 	: 
THS_T,02,UKH33	893 	914 	1621 	634 	: 	: 	: 	: 	: 
THS_T,02,UKI11	167 	206 	272 	97 	: 	: 	: 	: 	: 
THS_T,02,UKI12	67 	153 	106 	108 	: 	: 	: 	: 	: 
THS_T,02,UKI21	305 	220 	387 	743 	: 	: 	: 	: 	: 
THS_T,02,UKI22	: 	40 	: 	29 	: 	: 	: 	: 	: 
THS_T,02,UKI23	158 	177 	429 	498 	: 	: 	: 	: 	: 
THS_T,02,UKJ11	161 	66 	93 	12 	: 	: 	: 	: 	: 
THS_T,02,UKJ12	18 	: 	14 	13 	: 	: 	: 	: 	: 
THS_T,02,UKJ13	78 	299 	35 	26 	: 	: 	: 	: 	: 
THS_T,02,UKJ14	60 	54 	293 	20 	: 	: 	: 	: 	: 
THS_T,02,UKJ21	: 	8 	: 	6 	: 	: 	: 	: 	: 
THS_T,02,UKJ22	: 	5 	11 	138 	: 	: 	: 	: 	: 
THS_T,02,UKJ23	102 	106 	42 	51 	: 	: 	: 	: 	: 
THS_T,02,UKJ24	532 	224 	294 	255 	: 	: 	: 	: 	: 
THS_T,02,UKJ31	264 	761 	456 	402 	: 	: 	: 	: 	: 
THS_T,02,UKJ32	158 	220 	332 	113 	: 	: 	: 	: 	: 
THS_T,02,UKJ33	510 	1018 	454 	617 	: 	: 	: 	: 	: 
THS_T,02,UKJ34	: 	: 	29 	54 	: 	: 	: 	: 	: 
THS_T,02,UKJ41	371 	155 	181 	62 	: 	: 	: 	: 	: 
THS_T,02,UKJ42	2385 	3046 	3269 	4438 	: 	: 	: 	: 	: 
THS_T,02,UKK11	653 	172 	389 	656 	: 	: 	: 	: 	: 
THS_T,02,UKK12	178 	245 	255 	6 	: 	: 	: 	: 	: 
THS_T,02,UKK13	58 	64 	49 	113 	: 	: 	: 	: 	: 
THS_T,02,UKK14	58 	244 	10 	65 	: 	: 	: 	: 	: 
THS_T,02,UKK15	111 	9 	51 	34 	: 	: 	: 	: 	: 
THS_T,02,UKK21	2 	36 	27 	386 	: 	: 	: 	: 	: 
THS_T,02,UKK22	24 	15 	159 	: 	: 	: 	: 	: 	: 
THS_T,02,UKK23	324 	342 	266 	52 	: 	: 	: 	: 	: 
THS_T,02,UKK30	629 	297 	193 	188 	: 	: 	: 	: 	: 
THS_T,02,UKK41	29 	29 	12 	: 	: 	: 	: 	: 	: 
THS_T,02,UKK42	15 	12 	5 	45 	: 	: 	: 	: 	: 
THS_T,02,UKK43	192 	230 	147 	70 	: 	: 	: 	: 	: 
THS_T,02,UKL11	27 	19 	13 	100 	: 	: 	: 	: 	: 
THS_T,02,UKL12	1 	: 	: 	6 	: 	: 	: 	: 	: 
THS_T,02,UKL13	17 	55 	27 	: 	: 	: 	: 	: 	: 
THS_T,02,UKL14	11 	163 	252 	67 	: 	: 	: 	: 	: 
THS_T,02,UKL15	27 	4 	12 	3 	: 	: 	: 	: 	: 
THS_T,02,UKL16	46 	: 	81 	2 	: 	: 	: 	: 	: 
THS_T,02,UKL17	168 	5 	10 	: 	: 	: 	: 	: 	: 
THS_T,02,UKL18	65 	: 	4 	6 	: 	: 	: 	: 	: 
THS_T,02,UKL21	771 	370 	294 	88 	: 	: 	: 	: 	: 
THS_T,02,UKL22	104 	140 	69 	162 	: 	: 	: 	: 	: 
THS_T,02,UKL23	: 	15 	6 	6 	: 	: 	: 	: 	: 
THS_T,02,UKL24	14 	4 	39 	10 	: 	: 	: 	: 	: 
THS_T,02,UKM10	383 	88 	47 	325 	: 	: 	: 	: 	: 
THS_T,02,UKM21	433 	508 	1113 	331 	: 	: 	: 	: 	: 
THS_T,02,UKM22	109 	187 	197 	330 	: 	: 	: 	: 	: 
THS_T,02,UKM23	32 	131 	117 	160 	: 	: 	: 	: 	: 
THS_T,02,UKM24	238 	212 	64 	67 	: 	: 	: 	: 	: 
THS_T,02,UKM25	14 	: 	50 	3 	: 	: 	: 	: 	: 
THS_T,02,UKM26	54 	42 	13 	: 	: 	: 	: 	: 	: 
THS_T,02,UKM27	503 	366 	598 	271 	: 	: 	: 	: 	: 
THS_T,02,UKM28	8 	466 	106 	121 	: 	: 	: 	: 	: 
THS_T,02,UKM31	: 	: 	: 	18 	: 	: 	: 	: 	: 
THS_T,02,UKM32	70 	20 	62 	48 	: 	: 	: 	: 	: 
THS_T,02,UKM33	64 	14 	44 	41 	: 	: 	: 	: 	: 
THS_T,02,UKM34	5 	1 	45 	165 	: 	: 	: 	: 	: 
THS_T,02,UKM35	: 	: 	: 	6 	: 	: 	: 	: 	: 
THS_T,02,UKM36	266 	322 	906 	347 	: 	: 	: 	: 	: 
THS_T,02,UKM37	17 	: 	: 	3 	: 	: 	: 	: 	: 
THS_T,02,UKM38	279 	26 	1 	7 	: 	: 	: 	: 	: 
THS_T,02,UKM42	48 	12 	61 	245 	: 	: 	: 	: 	: 
THS_T,02,UKM61	60 	12 	: 	8 	: 	: 	: 	: 	: 
THS_T,02,UKM63	26 	: 	3 	12 	: 	: 	: 	: 	: 
THS_T,02,UKN01	283 	19 	37 	57 	: 	: 	: 	: 	: 
THS_T,02,UKN02	27 	16 	28 	5 	: 	: 	: 	: 	: 
THS_T,02,UKN03	288 	238 	84 	210 	: 	: 	: 	: 	: 
THS_T,02,UKN04	15 	164 	42 	125 	: 	: 	: 	: 	: 
THS_T,02,UKN05	209 	134 	139 	276 	: 	: 	: 	: 	: 
THS_T,03,AT111	4 	1 	1 	5 	35 	14 	42 	1 	10 
THS_T,03,AT112	142 	149 	83 	10 	95 	48 	29 	24 	86 
THS_T,03,AT113	34 	4 	10 	4 	4 	38 	5 	2 	5 
THS_T,03,AT121	67 	61 	56 	68 	62 	57 	138 	117 	59 
THS_T,03,AT122	9 	8 	21 	13 	9 	23 	15 	9 	11 
