unit,iccs,geo\time	2010 	2009 	2008 
NR,ICCS05012,DE129	113 	153 	: 
NR,ICCS05012,DE12A	62 	51 	: 
NR,ICCS05012,DE12B	107 	110 	: 
NR,ICCS05012,DE12C	25 	19 	: 
NR,ICCS05012,DE131	354 	569 	: 
NR,ICCS05012,DE132	225 	264 	: 
NR,ICCS05012,DE133	141 	118 	: 
NR,ICCS05012,DE134	418 	427 	: 
NR,ICCS05012,DE135	49 	44 	: 
NR,ICCS05012,DE136	82 	113 	: 
NR,ICCS05012,DE137	80 	110 	: 
NR,ICCS05012,DE138	157 	138 	: 
NR,ICCS05012,DE139	183 	196 	: 
NR,ICCS05012,DE13A	66 	63 	: 
NR,ICCS05012,DE141	134 	111 	: 
NR,ICCS05012,DE142	86 	73 	: 
NR,ICCS05012,DE143	72 	55 	: 
NR,ICCS05012,DE144	81 	68 	: 
NR,ICCS05012,DE145	80 	54 	: 
NR,ICCS05012,DE146	66 	67 	: 
NR,ICCS05012,DE147	138 	155 	: 
NR,ICCS05012,DE148	108 	149 	: 
NR,ICCS05012,DE149	65 	49 	: 
NR,ICCS05012,DE2	4470 	4522 	6097 
NR,ICCS05012,DE211	86 	115 	: 
NR,ICCS05012,DE212	798 	954 	: 
NR,ICCS05012,DE213	21 	36 	: 
NR,ICCS05012,DE214	19 	31 	: 
NR,ICCS05012,DE215	33 	25 	: 
NR,ICCS05012,DE216	18 	27 	: 
NR,ICCS05012,DE217	53 	61 	: 
NR,ICCS05012,DE218	61 	60 	: 
NR,ICCS05012,DE219	40 	44 	: 
NR,ICCS05012,DE21A	47 	34 	: 
NR,ICCS05012,DE21B	83 	59 	: 
NR,ICCS05012,DE21C	141 	72 	: 
NR,ICCS05012,DE21D	13 	34 	: 
NR,ICCS05012,DE21E	32 	26 	: 
NR,ICCS05012,DE21F	15 	26 	: 
NR,ICCS05012,DE21G	44 	44 	: 
NR,ICCS05012,DE21H	176 	197 	: 
NR,ICCS05012,DE21I	40 	33 	: 
NR,ICCS05012,DE21J	36 	54 	: 
NR,ICCS05012,DE21K	45 	69 	: 
NR,ICCS05012,DE21L	69 	61 	: 
NR,ICCS05012,DE21M	35 	38 	: 
NR,ICCS05012,DE21N	30 	32 	: 
NR,ICCS05012,DE221	50 	38 	: 
NR,ICCS05012,DE222	30 	23 	: 
NR,ICCS05012,DE223	28 	43 	: 
NR,ICCS05012,DE224	35 	37 	: 
NR,ICCS05012,DE225	12 	4 	: 
NR,ICCS05012,DE226	40 	58 	: 
NR,ICCS05012,DE227	41 	35 	: 
NR,ICCS05012,DE228	47 	54 	: 
NR,ICCS05012,DE229	14 	19 	: 
NR,ICCS05012,DE22A	44 	29 	: 
NR,ICCS05012,DE22B	24 	28 	: 
NR,ICCS05012,DE22C	26 	17 	: 
NR,ICCS05012,DE231	9 	9 	: 
NR,ICCS05012,DE232	128 	99 	: 
NR,ICCS05012,DE233	22 	18 	: 
NR,ICCS05012,DE234	11 	17 	: 
NR,ICCS05012,DE235	20 	22 	: 
NR,ICCS05012,DE236	32 	36 	: 
NR,ICCS05012,DE237	10 	18 	: 
NR,ICCS05012,DE238	48 	52 	: 
NR,ICCS05012,DE239	27 	29 	: 
NR,ICCS05012,DE23A	23 	25 	: 
NR,ICCS05012,DE241	36 	24 	: 
NR,ICCS05012,DE242	33 	31 	: 
NR,ICCS05012,DE243	12 	15 	: 
NR,ICCS05012,DE244	43 	20 	: 
NR,ICCS05012,DE245	38 	31 	: 
NR,ICCS05012,DE246	7 	8 	: 
NR,ICCS05012,DE247	20 	17 	: 
NR,ICCS05012,DE248	15 	17 	: 
NR,ICCS05012,DE249	27 	22 	: 
NR,ICCS05012,DE24A	10 	10 	: 
NR,ICCS05012,DE24B	8 	12 	: 
NR,ICCS05012,DE24C	8 	9 	: 
NR,ICCS05012,DE24D	19 	17 	: 
NR,ICCS05012,DE251	15 	20 	: 
NR,ICCS05012,DE252	49 	36 	: 
NR,ICCS05012,DE253	56 	61 	: 
NR,ICCS05012,DE254	320 	315 	: 
NR,ICCS05012,DE255	13 	12 	: 
NR,ICCS05012,DE256	16 	25 	: 
NR,ICCS05012,DE257	26 	24 	: 
NR,ICCS05012,DE258	27 	18 	: 
NR,ICCS05012,DE259	60 	35 	: 
NR,ICCS05012,DE25A	12 	12 	: 
NR,ICCS05012,DE25B	56 	18 	: 
NR,ICCS05012,DE25C	9 	16 	: 
NR,ICCS05012,DE261	31 	31 	: 
NR,ICCS05012,DE262	22 	14 	: 
NR,ICCS05012,DE263	51 	57 	: 
NR,ICCS05012,DE264	97 	82 	: 
NR,ICCS05012,DE265	20 	15 	: 
NR,ICCS05012,DE266	17 	8 	: 
NR,ICCS05012,DE267	20 	15 	: 
NR,ICCS05012,DE268	20 	23 	: 
NR,ICCS05012,DE269	42 	36 	: 
NR,ICCS05012,DE26A	16 	24 	: 
NR,ICCS05012,DE26B	14 	18 	: 
NR,ICCS05012,DE26C	36 	32 	: 
NR,ICCS05012,DE271	116 	97 	: 
NR,ICCS05012,DE272	9 	10 	: 
NR,ICCS05012,DE273	14 	29 	: 
NR,ICCS05012,DE274	24 	18 	: 
NR,ICCS05012,DE275	26 	32 	: 
NR,ICCS05012,DE276	61 	75 	: 
NR,ICCS05012,DE277	28 	34 	: 
NR,ICCS05012,DE278	39 	24 	: 
NR,ICCS05012,DE279	60 	48 	: 
NR,ICCS05012,DE27A	32 	26 	: 
NR,ICCS05012,DE27B	20 	28 	: 
NR,ICCS05012,DE27C	30 	33 	: 
NR,ICCS05012,DE27D	13 	23 	: 
NR,ICCS05012,DE27E	21 	22 	: 
NR,ICCS05012,DE3	8713 	9028 	8228 
NR,ICCS05012,DE300	8713 	9028 	: 
NR,ICCS05012,DE4	2839 	2445 	2472 
NR,ICCS05012,DE401	72 	54 	: 
NR,ICCS05012,DE402	66 	116 	: 
NR,ICCS05012,DE403	83 	43 	: 
NR,ICCS05012,DE404	198 	196 	: 
NR,ICCS05012,DE405	212 	139 	: 
NR,ICCS05012,DE406	192 	152 	: 
NR,ICCS05012,DE407	48 	52 	: 
NR,ICCS05012,DE408	230 	251 	: 
NR,ICCS05012,DE409	180 	167 	: 
NR,ICCS05012,DE40A	362 	213 	: 
NR,ICCS05012,DE40B	83 	61 	: 
NR,ICCS05012,DE40C	235 	106 	: 
NR,ICCS05012,DE40D	90 	89 	: 
NR,ICCS05012,DE40E	306 	340 	: 
NR,ICCS05012,DE40F	99 	120 	: 
NR,ICCS05012,DE40G	86 	65 	: 
NR,ICCS05012,DE40H	174 	174 	: 
NR,ICCS05012,DE40I	123 	104 	: 
NR,ICCS05012,DE5	2877 	3402 	2876 
NR,ICCS05012,DE501	2262 	2908 	: 
NR,ICCS05012,DE502	614 	494 	: 
NR,ICCS05012,DE6	7536 	7006 	6811 
NR,ICCS05012,DE600	7536 	7006 	: 
NR,ICCS05012,DE7	9974 	8573 	7313 
NR,ICCS05012,DE711	172 	175 	: 
NR,ICCS05012,DE712	2105 	1732 	: 
NR,ICCS05012,DE713	405 	198 	: 
NR,ICCS05012,DE714	592 	433 	: 
NR,ICCS05012,DE715	266 	200 	: 
NR,ICCS05012,DE716	277 	298 	: 
NR,ICCS05012,DE717	330 	259 	: 
NR,ICCS05012,DE718	578 	441 	: 
NR,ICCS05012,DE719	840 	704 	: 
NR,ICCS05012,DE71A	567 	638 	: 
NR,ICCS05012,DE71B	41 	81 	: 
NR,ICCS05012,DE71C	891 	750 	: 
NR,ICCS05012,DE71D	166 	175 	: 
NR,ICCS05012,DE71E	533 	352 	: 
NR,ICCS05012,DE721	378 	322 	: 
NR,ICCS05012,DE722	280 	273 	: 
NR,ICCS05012,DE723	224 	207 	: 
NR,ICCS05012,DE724	201 	168 	: 
NR,ICCS05012,DE725	71 	58 	: 
NR,ICCS05012,DE731	369 	380 	: 
NR,ICCS05012,DE732	113 	120 	: 
NR,ICCS05012,DE733	110 	72 	: 
NR,ICCS05012,DE734	196 	190 	: 
NR,ICCS05012,DE735	93 	152 	: 
NR,ICCS05012,DE736	99 	110 	: 
NR,ICCS05012,DE737	72 	83 	: 
NR,ICCS05012,DE8	1263 	1263 	1433 
NR,ICCS05012,DE801	48 	29 	: 
NR,ICCS05012,DE802	38 	36 	: 
NR,ICCS05012,DE803	150 	166 	: 
NR,ICCS05012,DE804	125 	145 	: 
NR,ICCS05012,DE805	40 	65 	: 
NR,ICCS05012,DE806	50 	67 	: 
NR,ICCS05012,DE807	101 	110 	: 
NR,ICCS05012,DE808	77 	52 	: 
NR,ICCS05012,DE809	78 	112 	: 
NR,ICCS05012,DE80A	71 	61 	: 
NR,ICCS05012,DE80B	39 	29 	: 
NR,ICCS05012,DE80C	39 	35 	: 
NR,ICCS05012,DE80D	58 	55 	: 
NR,ICCS05012,DE80E	64 	82 	: 
NR,ICCS05012,DE80F	122 	91 	: 
NR,ICCS05012,DE80G	76 	68 	: 
NR,ICCS05012,DE80H	29 	19 	: 
NR,ICCS05012,DE80I	58 	41 	: 
NR,ICCS05012,DE9	11844 	11279 	10280 
NR,ICCS05012,DE911	457 	358 	: 
NR,ICCS05012,DE912	112 	111 	: 
NR,ICCS05012,DE913	201 	112 	: 
NR,ICCS05012,DE914	190 	145 	: 
NR,ICCS05012,DE915	244 	224 	: 
NR,ICCS05012,DE916	123 	137 	: 
NR,ICCS05012,DE917	126 	87 	: 
NR,ICCS05012,DE918	118 	107 	: 
NR,ICCS05012,DE919	68 	74 	: 
NR,ICCS05012,DE91A	183 	137 	: 
NR,ICCS05012,DE91B	114 	119 	: 
NR,ICCS05012,DE922	329 	321 	: 
NR,ICCS05012,DE923	222 	147 	: 
NR,ICCS05012,DE925	370 	436 	: 
NR,ICCS05012,DE926	39 	63 	: 
NR,ICCS05012,DE927	189 	197 	: 
NR,ICCS05012,DE928	271 	195 	: 
NR,ICCS05012,DE929	2411 	2627 	: 
NR,ICCS05012,DE931	375 	374 	: 
NR,ICCS05012,DE932	334 	293 	: 
NR,ICCS05012,DE933	692 	635 	: 
NR,ICCS05012,DE934	39 	37 	: 
NR,ICCS05012,DE935	300 	272 	: 
NR,ICCS05012,DE936	315 	230 	: 
NR,ICCS05012,DE937	217 	242 	: 
NR,ICCS05012,DE938	321 	264 	: 
NR,ICCS05012,DE939	250 	281 	: 
NR,ICCS05012,DE93A	52 	102 	: 
NR,ICCS05012,DE93B	250 	231 	: 
NR,ICCS05012,DE941	230 	149 	: 
NR,ICCS05012,DE942	53 	52 	: 
NR,ICCS05012,DE943	214 	254 	: 
NR,ICCS05012,DE944	326 	242 	: 
NR,ICCS05012,DE945	128 	171 	: 
NR,ICCS05012,DE946	121 	100 	: 
NR,ICCS05012,DE947	103 	169 	: 
NR,ICCS05012,DE948	166 	145 	: 
NR,ICCS05012,DE949	278 	307 	: 
NR,ICCS05012,DE94A	115 	101 	: 
NR,ICCS05012,DE94B	106 	101 	: 
NR,ICCS05012,DE94C	170 	151 	: 
NR,ICCS05012,DE94D	204 	134 	: 
NR,ICCS05012,DE94E	450 	342 	: 
NR,ICCS05012,DE94F	125 	120 	: 
NR,ICCS05012,DE94G	115 	139 	: 
NR,ICCS05012,DE94H	27 	43 	: 
NR,ICCS05012,DEA	44769 	41115 	38003 
NR,ICCS05012,DEA11	2631 	2254 	: 
NR,ICCS05012,DEA12	1846 	1538 	: 
NR,ICCS05012,DEA13	1800 	2121 	: 
NR,ICCS05012,DEA14	707 	690 	: 
NR,ICCS05012,DEA15	788 	521 	: 
NR,ICCS05012,DEA16	614 	782 	: 
NR,ICCS05012,DEA17	689 	731 	: 
NR,ICCS05012,DEA18	198 	140 	: 
NR,ICCS05012,DEA19	405 	260 	: 
NR,ICCS05012,DEA1A	812 	848 	: 
NR,ICCS05012,DEA1B	482 	396 	: 
NR,ICCS05012,DEA1C	1512 	996 	: 
NR,ICCS05012,DEA1D	1501 	1054 	: 
NR,ICCS05012,DEA1E	792 	519 	: 
NR,ICCS05012,DEA1F	1104 	971 	: 
NR,ICCS05012,DEA22	1358 	1327 	: 
NR,ICCS05012,DEA23	4472 	3766 	: 
NR,ICCS05012,DEA24	525 	360 	: 
NR,ICCS05012,DEA26	1026 	914 	: 
NR,ICCS05012,DEA27	1424 	1602 	: 
NR,ICCS05012,DEA28	403 	373 	: 
NR,ICCS05012,DEA29	841 	947 	: 
NR,ICCS05012,DEA2A	455 	352 	: 
NR,ICCS05012,DEA2B	721 	538 	: 
NR,ICCS05012,DEA2C	1524 	1554 	: 
NR,ICCS05012,DEA2D	1673 	1920 	: 
NR,ICCS05012,DEA31	324 	441 	: 
NR,ICCS05012,DEA32	748 	804 	: 
NR,ICCS05012,DEA33	424 	503 	: 
NR,ICCS05012,DEA34	524 	388 	: 
NR,ICCS05012,DEA35	306 	310 	: 
NR,ICCS05012,DEA36	1658 	1528 	: 
NR,ICCS05012,DEA37	470 	424 	: 
NR,ICCS05012,DEA38	372 	305 	: 
NR,ICCS05012,DEA41	498 	446 	: 
NR,ICCS05012,DEA42	378 	429 	: 
NR,ICCS05012,DEA43	244 	224 	: 
NR,ICCS05012,DEA44	63 	101 	: 
NR,ICCS05012,DEA45	290 	343 	: 
NR,ICCS05012,DEA46	473 	336 	: 
NR,ICCS05012,DEA47	251 	250 	: 
NR,ICCS05012,DEA51	1153 	1060 	: 
NR,ICCS05012,DEA52	2077 	1930 	: 
NR,ICCS05012,DEA53	531 	329 	: 
NR,ICCS05012,DEA54	342 	317 	: 
NR,ICCS05012,DEA55	473 	473 	: 
NR,ICCS05012,DEA56	586 	604 	: 
NR,ICCS05012,DEA57	241 	263 	: 
NR,ICCS05012,DEA58	640 	567 	: 
NR,ICCS05012,DEA59	79 	90 	: 
NR,ICCS05012,DEA5A	256 	247 	: 
NR,ICCS05012,DEA5B	275 	280 	: 
NR,ICCS05012,DEA5C	789 	648 	: 
NR,ICCS05012,DEB	4581 	4386 	4322 
NR,ICCS05012,DEB11	181 	194 	: 
NR,ICCS05012,DEB12	278 	143 	: 
NR,ICCS05012,DEB13	135 	138 	: 
NR,ICCS05012,DEB14	181 	150 	: 
NR,ICCS05012,DEB15	90 	89 	: 
NR,ICCS05012,DEB16	44 	30 	: 
NR,ICCS05012,DEB17	281 	276 	: 
NR,ICCS05012,DEB18	285 	227 	: 
NR,ICCS05012,DEB19	84 	77 	: 
NR,ICCS05012,DEB1A	99 	87 	: 
NR,ICCS05012,DEB1B	228 	183 	: 
NR,ICCS05012,DEB21	186 	189 	: 
NR,ICCS05012,DEB22	67 	63 	: 
NR,ICCS05012,DEB23	121 	102 	: 
NR,ICCS05012,DEB24	55 	58 	: 
NR,ICCS05012,DEB25	100 	128 	: 
NR,ICCS05012,DEB31	44 	29 	: 
NR,ICCS05012,DEB32	163 	155 	: 
NR,ICCS05012,DEB33	36 	34 	: 
NR,ICCS05012,DEB34	219 	237 	: 
NR,ICCS05012,DEB35	391 	354 	: 
NR,ICCS05012,DEB36	50 	44 	: 
NR,ICCS05012,DEB37	92 	120 	: 
NR,ICCS05012,DEB38	57 	45 	: 
NR,ICCS05012,DEB39	77 	107 	: 
NR,ICCS05012,DEB3A	55 	60 	: 
NR,ICCS05012,DEB3B	107 	65 	: 
NR,ICCS05012,DEB3C	89 	107 	: 
NR,ICCS05012,DEB3D	64 	68 	: 
NR,ICCS05012,DEB3E	115 	104 	: 
NR,ICCS05012,DEB3F	134 	132 	: 
NR,ICCS05012,DEB3G	64 	69 	: 
NR,ICCS05012,DEB3H	74 	82 	: 
NR,ICCS05012,DEB3I	88 	175 	: 
NR,ICCS05012,DEB3J	203 	212 	: 
NR,ICCS05012,DEB3K	44 	53 	: 
NR,ICCS05012,DEC	1696 	1610 	1746 
NR,ICCS05012,DEC01	793 	712 	: 
NR,ICCS05012,DEC02	114 	150 	: 
NR,ICCS05012,DEC03	190 	161 	: 
NR,ICCS05012,DEC04	278 	275 	: 
NR,ICCS05012,DEC05	240 	244 	: 
NR,ICCS05012,DEC06	81 	68 	: 
NR,ICCS05012,DED	3220 	2656 	2651 
NR,ICCS05012,DED21	309 	245 	: 
NR,ICCS05012,DED2C	69 	69 	: 
NR,ICCS05012,DED2D	191 	119 	: 
NR,ICCS05012,DED2E	124 	88 	: 
NR,ICCS05012,DED2F	85 	87 	: 
NR,ICCS05012,DED41	131 	107 	: 
NR,ICCS05012,DED42	151 	138 	: 
NR,ICCS05012,DED43	128 	116 	: 
NR,ICCS05012,DED44	117 	109 	: 
NR,ICCS05012,DED45	120 	139 	: 
NR,ICCS05012,DED51	1411 	1162 	: 
NR,ICCS05012,DED52	212 	132 	: 
NR,ICCS05012,DED53	172 	145 	: 
NR,ICCS05012,DEE	2299 	2245 	2415 
NR,ICCS05012,DEE01	76 	103 	: 
NR,ICCS05012,DEE02	306 	331 	: 
NR,ICCS05012,DEE03	266 	362 	: 
NR,ICCS05012,DEE04	79 	77 	: 
NR,ICCS05012,DEE05	207 	120 	: 
NR,ICCS05012,DEE06	109 	111 	: 
NR,ICCS05012,DEE07	237 	209 	: 
NR,ICCS05012,DEE08	120 	127 	: 
NR,ICCS05012,DEE09	176 	162 	: 
NR,ICCS05012,DEE0A	138 	125 	: 
NR,ICCS05012,DEE0B	153 	189 	: 
NR,ICCS05012,DEE0C	213 	180 	: 
NR,ICCS05012,DEE0D	114 	79 	: 
NR,ICCS05012,DEE0E	105 	70 	: 
NR,ICCS05012,DEF	6778 	6207 	6092 
NR,ICCS05012,DEF01	235 	240 	: 
NR,ICCS05012,DEF02	726 	706 	: 
NR,ICCS05012,DEF03	630 	433 	: 
NR,ICCS05012,DEF04	329 	305 	: 
NR,ICCS05012,DEF05	206 	208 	: 
NR,ICCS05012,DEF06	443 	337 	: 
NR,ICCS05012,DEF07	208 	156 	: 
NR,ICCS05012,DEF08	318 	334 	: 
NR,ICCS05012,DEF09	856 	753 	: 
NR,ICCS05012,DEF0A	170 	254 	: 
NR,ICCS05012,DEF0B	482 	606 	: 
NR,ICCS05012,DEF0C	303 	228 	: 
NR,ICCS05012,DEF0D	712 	595 	: 
NR,ICCS05012,DEF0E	303 	306 	: 
NR,ICCS05012,DEF0F	857 	746 	: 
NR,ICCS05012,DEG	644 	623 	646 
NR,ICCS05012,DEG01	116 	32 	: 
NR,ICCS05012,DEG02	24 	6 	: 
NR,ICCS05012,DEG03	35 	19 	: 
NR,ICCS05012,DEG04	8 	1 	: 
NR,ICCS05012,DEG05	31 	5 	: 
NR,ICCS05012,DEG06	34 	10 	: 
NR,ICCS05012,DEG07	33 	11 	: 
NR,ICCS05012,DEG09	41 	11 	: 
NR,ICCS05012,DEG0A	24 	9 	: 
NR,ICCS05012,DEG0B	23 	6 	: 
NR,ICCS05012,DEG0C	43 	6 	: 
NR,ICCS05012,DEG0D	22 	7 	: 
NR,ICCS05012,DEG0E	4 	2 	: 
NR,ICCS05012,DEG0F	19 	3 	: 
NR,ICCS05012,DEG0G	34 	9 	: 
NR,ICCS05012,DEG0H	7 	10 	: 
NR,ICCS05012,DEG0I	21 	3 	: 
NR,ICCS05012,DEG0J	19 	3 	: 
NR,ICCS05012,DEG0K	17 	4 	: 
NR,ICCS05012,DEG0L	13 	15 	: 
NR,ICCS05012,DEG0M	56 	6 	: 
NR,ICCS05012,DEG0N	12 	4 	: 
NR,ICCS05012,DEG0P	8 	3 	: 
NR,ICCS05012,DK	44788 	48670 	43974 
NR,ICCS05012,DK0	44788 	48670 	43974 
NR,ICCS05012,DK01	15625 	16168 	12182 
NR,ICCS05012,DK011	5745 	5569 	4429 
NR,ICCS05012,DK012	5615 	6231 	4295 
NR,ICCS05012,DK013	4234 	4319 	3409 
NR,ICCS05012,DK014	31 	49 	49 
NR,ICCS05012,DK02	7741 	8866 	8249 
NR,ICCS05012,DK021	2712 	3149 	2676 
NR,ICCS05012,DK022	5029 	5717 	5573 
NR,ICCS05012,DK03	9636 	10958 	10260 
NR,ICCS05012,DK031	3589 	4696 	4135 
NR,ICCS05012,DK032	6047 	6262 	6125 
NR,ICCS05012,DK04	8379 	8798 	9649 
NR,ICCS05012,DK041	6184 	6591 	7612 
NR,ICCS05012,DK042	2195 	2207 	2037 
NR,ICCS05012,DK05	3343 	3839 	3605 
NR,ICCS05012,DK050	3343 	3839 	3605 
NR,ICCS05012,EE	3196 	3027 	3321 
NR,ICCS05012,EE_CAP	860 	1031 	1090 
NR,ICCS05012,EL	80854 	63928 	59027 
NR,ICCS05012,ES	111656 	97834 	93880 
NR,ICCS05012,ES1	4105 	3667 	3021 
NR,ICCS05012,ES11	2731 	2452 	2113 
NR,ICCS05012,ES111	1111 	983 	840 
NR,ICCS05012,ES112	260 	206 	116 
NR,ICCS05012,ES113	253 	251 	225 
NR,ICCS05012,ES114	1107 	1012 	932 
NR,ICCS05012,ES12	770 	678 	531 
NR,ICCS05012,ES120	770 	678 	531 
NR,ICCS05012,ES13	604 	537 	377 
NR,ICCS05012,ES130	604 	537 	377 
NR,ICCS05012,ES2	7893 	6009 	5590 
NR,ICCS05012,ES21	4366 	3298 	3138 
NR,ICCS05012,ES211	840 	404 	425 
NR,ICCS05012,ES212	1190 	874 	644 
NR,ICCS05012,ES213	2336 	2020 	2069 
NR,ICCS05012,ES22	854 	690 	630 
NR,ICCS05012,ES220	854 	690 	630 
NR,ICCS05012,ES23	489 	384 	395 
NR,ICCS05012,ES230	489 	384 	395 
NR,ICCS05012,ES24	2184 	1637 	1427 
NR,ICCS05012,ES241	262 	176 	163 
NR,ICCS05012,ES242	166 	123 	122 
NR,ICCS05012,ES243	1756 	1338 	1142 
NR,ICCS05012,ES3	13005 	11261 	11175 
NR,ICCS05012,ES30	13005 	11261 	11175 
NR,ICCS05012,ES300	13005 	11261 	11175 
NR,ICCS05012,ES4	9038 	8115 	7043 
NR,ICCS05012,ES41	2802 	2550 	2107 
NR,ICCS05012,ES411	395 	307 	221 
NR,ICCS05012,ES412	516 	396 	358 
NR,ICCS05012,ES413	469 	429 	436 
NR,ICCS05012,ES414	137 	174 	119 
NR,ICCS05012,ES415	276 	268 	197 
NR,ICCS05012,ES416	215 	132 	109 
NR,ICCS05012,ES417	64 	80 	72 
NR,ICCS05012,ES418	565 	602 	464 
NR,ICCS05012,ES419	165 	162 	131 
NR,ICCS05012,ES42	5049 	4390 	3873 
NR,ICCS05012,ES421	797 	718 	708 
NR,ICCS05012,ES422	937 	797 	702 
NR,ICCS05012,ES423	430 	312 	294 
NR,ICCS05012,ES424	572 	486 	490 
NR,ICCS05012,ES425	2313 	2077 	1679 
NR,ICCS05012,ES43	1187 	1175 	1063 
NR,ICCS05012,ES431	819 	802 	691 
NR,ICCS05012,ES432	368 	373 	372 
NR,ICCS05012,ES5	48081 	40830 	39651 
NR,ICCS05012,ES51	21337 	17112 	15190 
NR,ICCS05012,ES511	13524 	10567 	8575 
NR,ICCS05012,ES512	2753 	2138 	1775 
NR,ICCS05012,ES513	625 	552 	592 
NR,ICCS05012,ES514	4435 	3855 	4248 
NR,ICCS05012,ES52	23268 	20558 	20663 
NR,ICCS05012,ES521	10929 	10730 	10366 
NR,ICCS05012,ES522	2888 	2022 	2109 
NR,ICCS05012,ES523	9451 	7806 	8188 
NR,ICCS05012,ES53	3476 	3160 	3798 
NR,ICCS05012,ES531	888 	819 	879 
NR,ICCS05012,ES532	2350 	2164 	2664 
NR,ICCS05012,ES533	238 	177 	255 
NR,ICCS05012,ES6	25762 	24406 	23757 
NR,ICCS05012,ES61	20541 	19265 	18990 
NR,ICCS05012,ES611	2498 	2466 	2506 
NR,ICCS05012,ES612	2360 	2065 	2023 
NR,ICCS05012,ES613	1339 	1440 	1389 
NR,ICCS05012,ES614	2317 	2047 	2092 
NR,ICCS05012,ES615	1361 	1351 	1072 
NR,ICCS05012,ES616	910 	900 	743 
NR,ICCS05012,ES617	5793 	5422 	5722 
NR,ICCS05012,ES618	3963 	3574 	3443 
NR,ICCS05012,ES62	4972 	4939 	4554 
NR,ICCS05012,ES620	4972 	4939 	4554 
NR,ICCS05012,ES63	93 	85 	98 
NR,ICCS05012,ES630	93 	85 	98 
NR,ICCS05012,ES64	156 	117 	115 
NR,ICCS05012,ES640	156 	117 	115 
NR,ICCS05012,ES7	3750 	3516 	3606 
NR,ICCS05012,ES70	3750 	3516 	3606 
NR,ICCS05012,ES703	4 	4 	1 
NR,ICCS05012,ES704	263 	441 	349 
NR,ICCS05012,ES705	1031 	960 	1092 
NR,ICCS05012,ES706	9 	8 	7 
NR,ICCS05012,ES707	100 	105 	116 
NR,ICCS05012,ES708	458 	553 	617 
NR,ICCS05012,ES709	1885 	1445 	1424 
NR,ICCS05012,ESXXX	3 	9 	4 
NR,ICCS05012,ESZZZ	19 	21 	33 
NR,ICCS05012,FI	6453 	6497 	5978 
NR,ICCS05012,FI1	6416 	6429 	5915 
NR,ICCS05012,FI19	1678 	1702 	1530 
NR,ICCS05012,FI193	382 	465 	357 
NR,ICCS05012,FI194	193 	244 	205 
NR,ICCS05012,FI195	175 	148 	161 
NR,ICCS05012,FI196	394 	362 	325 
NR,ICCS05012,FI197	534 	483 	482 
NR,ICCS05012,FI1B	1544 	1650 	1329 
NR,ICCS05012,FI1B1	1544 	1650 	1329 
NR,ICCS05012,FI1C	1482 	1531 	1467 
NR,ICCS05012,FI1C1	554 	557 	513 
NR,ICCS05012,FI1C2	245 	243 	202 
NR,ICCS05012,FI1C3	277 	350 	253 
NR,ICCS05012,FI1C4	202 	222 	271 
NR,ICCS05012,FI1C5	204 	159 	228 
NR,ICCS05012,FI1D	1712 	1546 	1589 
NR,ICCS05012,FI1D1	376 	328 	305 
NR,ICCS05012,FI1D2	278 	256 	302 
NR,ICCS05012,FI1D3	241 	150 	191 
NR,ICCS05012,FI1D4	113 	80 	93 
NR,ICCS05012,FI1D5	39 	48 	40 
NR,ICCS05012,FI1D6	407 	449 	399 
NR,ICCS05012,FI1D7	258 	235 	259 
NR,ICCS05012,FI2	21 	42 	33 
NR,ICCS05012,FI20	21 	42 	33 
NR,ICCS05012,FI200	21 	42 	33 
NR,ICCS05012,FR	186524 	179408 	166250 
NR,ICCS05012,FR1	41053 	38073 	36928 
NR,ICCS05012,FR10	41053 	38073 	36928 
NR,ICCS05012,FR101	7400 	6210 	7002 
NR,ICCS05012,FR102	5184 	5199 	4647 
NR,ICCS05012,FR103	4418 	4080 	4007 
NR,ICCS05012,FR104	4565 	4336 	4204 
NR,ICCS05012,FR105	3377 	3141 	3006 
NR,ICCS05012,FR106	6429 	6085 	5830 
NR,ICCS05012,FR107	4841 	4578 	4026 
NR,ICCS05012,FR108	4839 	4444 	4206 
NR,ICCS05012,FR2	25252 	24403 	22867 
NR,ICCS05012,FR21	3307 	2953 	2955 
NR,ICCS05012,FR211	516 	450 	438 
NR,ICCS05012,FR212	703 	617 	638 
NR,ICCS05012,FR213	1664 	1495 	1548 
NR,ICCS05012,FR214	424 	391 	331 
NR,ICCS05012,FR22	4721 	4636 	4552 
NR,ICCS05012,FR221	1158 	1402 	1313 
NR,ICCS05012,FR222	2492 	2249 	2185 
NR,ICCS05012,FR223	1071 	985 	1054 
NR,ICCS05012,FR23	4665 	4495 	4209 
NR,ICCS05012,FR231	1710 	1753 	1661 
NR,ICCS05012,FR232	2955 	2742 	2548 
NR,ICCS05012,FR24	6912 	6627 	5898 
NR,ICCS05012,FR241	724 	767 	769 
NR,ICCS05012,FR242	1373 	1233 	934 
NR,ICCS05012,FR243	344 	321 	305 
NR,ICCS05012,FR244	1447 	1185 	1036 
NR,ICCS05012,FR245	801 	770 	824 
NR,ICCS05012,FR246	2223 	2351 	2030 
NR,ICCS05012,FR25	2173 	2222 	1958 
NR,ICCS05012,FR251	1257 	1271 	1196 
NR,ICCS05012,FR252	377 	426 	345 
NR,ICCS05012,FR253	539 	525 	417 
NR,ICCS05012,FR26	3474 	3470 	3295 
