unit,iccs,geo\time	2010 	2009 	2008 
NR,ICCS0101,TR221	62 	58 	53 
NR,ICCS0101,TR222	11 	13 	26 
NR,ICCS0101,TR3	341 	374 	422 
NR,ICCS0101,TR31	116 	137 	139 
NR,ICCS0101,TR310	116 	137 	139 
NR,ICCS0101,TR32	97 	103 	139 
NR,ICCS0101,TR321	34 	39 	48 
NR,ICCS0101,TR322	32 	41 	51 
NR,ICCS0101,TR323	31 	23 	40 
NR,ICCS0101,TR33	128 	134 	144 
NR,ICCS0101,TR331	64 	57 	61 
NR,ICCS0101,TR332	35 	40 	50 
NR,ICCS0101,TR333	21 	20 	15 
NR,ICCS0101,TR334	8 	17 	18 
NR,ICCS0101,TR4	195 	249 	260 
NR,ICCS0101,TR41	84 	119 	119 
NR,ICCS0101,TR411	59 	79 	85 
NR,ICCS0101,TR412	21 	32 	26 
NR,ICCS0101,TR413	4 	8 	8 
NR,ICCS0101,TR42	111 	130 	141 
NR,ICCS0101,TR421	52 	59 	63 
NR,ICCS0101,TR422	27 	35 	42 
NR,ICCS0101,TR423	12 	18 	23 
NR,ICCS0101,TR424	9 	11 	7 
NR,ICCS0101,TR425	11 	7 	6 
NR,ICCS0101,TR5	212 	196 	244 
NR,ICCS0101,TR51	135 	120 	155 
NR,ICCS0101,TR510	135 	120 	155 
NR,ICCS0101,TR52	77 	76 	89 
NR,ICCS0101,TR521	68 	59 	72 
NR,ICCS0101,TR522	9 	17 	17 
NR,ICCS0101,TR6	335 	372 	396 
NR,ICCS0101,TR61	88 	90 	118 
NR,ICCS0101,TR611	68 	64 	97 
NR,ICCS0101,TR612	13 	18 	9 
NR,ICCS0101,TR613	7 	8 	12 
NR,ICCS0101,TR62	164 	188 	177 
NR,ICCS0101,TR621	91 	104 	93 
NR,ICCS0101,TR622	73 	84 	84 
NR,ICCS0101,TR63	83 	94 	101 
NR,ICCS0101,TR631	39 	32 	43 
NR,ICCS0101,TR632	29 	46 	42 
NR,ICCS0101,TR633	15 	16 	16 
NR,ICCS0101,TR7	129 	150 	151 
NR,ICCS0101,TR71	59 	65 	69 
NR,ICCS0101,TR711	10 	13 	11 
NR,ICCS0101,TR712	13 	21 	16 
NR,ICCS0101,TR713	19 	15 	18 
NR,ICCS0101,TR714	13 	11 	8 
NR,ICCS0101,TR715	4 	5 	16 
NR,ICCS0101,TR72	70 	85 	82 
NR,ICCS0101,TR721	30 	42 	43 
NR,ICCS0101,TR722	28 	25 	21 
NR,ICCS0101,TR723	12 	18 	18 
NR,ICCS0101,TR8	170 	200 	207 
NR,ICCS0101,TR81	28 	45 	40 
NR,ICCS0101,TR811	14 	23 	27 
NR,ICCS0101,TR812	8 	11 	8 
NR,ICCS0101,TR813	6 	11 	5 
NR,ICCS0101,TR82	41 	41 	53 
NR,ICCS0101,TR821	21 	27 	27 
NR,ICCS0101,TR822	3 	4 	9 
NR,ICCS0101,TR823	17 	10 	17 
NR,ICCS0101,TR83	101 	114 	114 
NR,ICCS0101,TR831	50 	44 	57 
NR,ICCS0101,TR832	17 	28 	23 
NR,ICCS0101,TR833	26 	32 	21 
NR,ICCS0101,TR834	8 	10 	13 
NR,ICCS0101,TR9	80 	100 	100 
NR,ICCS0101,TR90	80 	100 	100 
NR,ICCS0101,TR901	14 	19 	26 
NR,ICCS0101,TR902	16 	32 	29 
NR,ICCS0101,TR903	24 	26 	18 
NR,ICCS0101,TR904	10 	12 	19 
NR,ICCS0101,TR905	4 	6 	4 
NR,ICCS0101,TR906	12 	5 	4 
NR,ICCS0101,TRA	90 	102 	97 
NR,ICCS0101,TRA1	42 	44 	42 
NR,ICCS0101,TRA11	33 	34 	29 
NR,ICCS0101,TRA12	7 	9 	10 
NR,ICCS0101,TRA13	2 	1 	3 
NR,ICCS0101,TRA2	48 	58 	55 
NR,ICCS0101,TRA21	22 	22 	20 
NR,ICCS0101,TRA22	17 	19 	18 
NR,ICCS0101,TRA23	5 	13 	11 
NR,ICCS0101,TRA24	4 	4 	6 
NR,ICCS0101,TRB	117 	141 	106 
NR,ICCS0101,TRB1	45 	71 	46 
NR,ICCS0101,TRB11	30 	30 	25 
NR,ICCS0101,TRB12	8 	28 	15 
NR,ICCS0101,TRB13	5 	10 	5 
NR,ICCS0101,TRB14	2 	3 	1 
NR,ICCS0101,TRB2	72 	70 	60 
NR,ICCS0101,TRB21	38 	42 	26 
NR,ICCS0101,TRB22	17 	11 	18 
NR,ICCS0101,TRB23	11 	7 	4 
NR,ICCS0101,TRB24	6 	10 	12 
NR,ICCS0101,TRC	277 	282 	253 
NR,ICCS0101,TRC1	100 	80 	74 
NR,ICCS0101,TRC11	79 	56 	53 
NR,ICCS0101,TRC12	13 	17 	14 
NR,ICCS0101,TRC13	8 	7 	7 
NR,ICCS0101,TRC2	116 	131 	122 
NR,ICCS0101,TRC21	60 	70 	75 
NR,ICCS0101,TRC22	56 	61 	47 
NR,ICCS0101,TRC3	61 	71 	57 
NR,ICCS0101,TRC31	33 	23 	28 
NR,ICCS0101,TRC32	12 	13 	13 
NR,ICCS0101,TRC33	9 	20 	7 
NR,ICCS0101,TRC34	7 	15 	9 
NR,ICCS0101,UK	758 	725 	786 
NR,ICCS0101,UKC-L	642 	618 	663 
NR,ICCS0101,UKM	88 	85 	97 
NR,ICCS0101,UKN	28 	22 	26 
NR,ICCS0101,UKN0	28 	22 	26 
NR,ICCS0101,UKN01	9 	6 	2 
NR,ICCS0101,UKN02	3 	2 	5 
NR,ICCS0101,UKN03	5 	3 	6 
NR,ICCS0101,UKN04	4 	3 	7 
NR,ICCS0101,UKN05	7 	8 	6 
NR,ICCS0401,AT	4310 	4577 	4786 
NR,ICCS0401,AT1	3368 	3630 	3905 
NR,ICCS0401,AT11	19 	28 	22 
NR,ICCS0401,AT12	226 	272 	267 
NR,ICCS0401,AT13	3123 	3330 	3616 
NR,ICCS0401,AT130	3123 	3330 	3616 
NR,ICCS0401,AT2	351 	315 	292 
NR,ICCS0401,AT21	90 	90 	108 
NR,ICCS0401,AT22	261 	225 	184 
NR,ICCS0401,AT3	591 	632 	589 
NR,ICCS0401,AT31	293 	289 	288 
NR,ICCS0401,AT32	120 	145 	146 
NR,ICCS0401,AT33	108 	124 	111 
NR,ICCS0401,AT34	70 	74 	44 
NR,ICCS0401,BE	23803 	23560 	22854 
NR,ICCS0401,BE1	8726 	8398 	8701 
NR,ICCS0401,BE10	8726 	8398 	8701 
NR,ICCS0401,BE100	8726 	8398 	8701 
NR,ICCS0401,BE2	7623 	7722 	7154 
NR,ICCS0401,BE21	3681 	3604 	3281 
NR,ICCS0401,BE211	2980 	2955 	2753 
NR,ICCS0401,BE212	399 	409 	330 
NR,ICCS0401,BE213	302 	240 	198 
NR,ICCS0401,BE22	566 	629 	594 
NR,ICCS0401,BE221	344 	382 	360 
NR,ICCS0401,BE222	101 	132 	120 
NR,ICCS0401,BE223	121 	115 	114 
NR,ICCS0401,BE23	1488 	1453 	1457 
NR,ICCS0401,BE231	225 	228 	248 
NR,ICCS0401,BE232	94 	86 	77 
NR,ICCS0401,BE233	61 	58 	41 
NR,ICCS0401,BE234	832 	784 	785 
NR,ICCS0401,BE235	74 	83 	89 
NR,ICCS0401,BE236	202 	214 	217 
NR,ICCS0401,BE24	997 	1061 	928 
NR,ICCS0401,BE241	661 	706 	644 
NR,ICCS0401,BE242	336 	355 	284 
NR,ICCS0401,BE25	891 	975 	894 
NR,ICCS0401,BE251	196 	217 	173 
NR,ICCS0401,BE252	7 	9 	5 
NR,ICCS0401,BE253	69 	55 	39 
NR,ICCS0401,BE254	287 	310 	317 
NR,ICCS0401,BE255	187 	221 	212 
NR,ICCS0401,BE256	79 	80 	74 
NR,ICCS0401,BE257	28 	28 	23 
NR,ICCS0401,BE258	38 	55 	51 
NR,ICCS0401,BE3	7454 	7440 	6999 
NR,ICCS0401,BE31	434 	488 	448 
NR,ICCS0401,BE310	434 	488 	448 
NR,ICCS0401,BE32	3266 	3418 	3263 
NR,ICCS0401,BE321	67 	91 	90 
NR,ICCS0401,BE322	1714 	1742 	1721 
NR,ICCS0401,BE323	523 	597 	522 
NR,ICCS0401,BE324	154 	152 	153 
NR,ICCS0401,BE325	329 	361 	357 
NR,ICCS0401,BE326	163 	237 	202 
NR,ICCS0401,BE327	316 	238 	218 
NR,ICCS0401,BE33	2907 	2672 	2497 
NR,ICCS0401,BE331	89 	92 	95 
NR,ICCS0401,BE332	2434 	2177 	1949 
NR,ICCS0401,BE334	62 	55 	62 
NR,ICCS0401,BE335	294 	319 	367 
NR,ICCS0401,BE336	28 	29 	24 
NR,ICCS0401,BE34	228 	228 	242 
NR,ICCS0401,BE341	82 	90 	77 
NR,ICCS0401,BE342	41 	41 	40 
NR,ICCS0401,BE343	46 	37 	51 
NR,ICCS0401,BE344	35 	25 	39 
NR,ICCS0401,BE345	24 	35 	35 
NR,ICCS0401,BE35	619 	634 	549 
NR,ICCS0401,BE351	66 	74 	52 
NR,ICCS0401,BE352	494 	506 	462 
NR,ICCS0401,BE353	59 	54 	35 
NR,ICCS0401,BG	3737 	3596 	2878 
NR,ICCS0401,BG3	1537 	1527 	1319 
NR,ICCS0401,BG31	360 	380 	301 
NR,ICCS0401,BG311	37 	39 	28 
NR,ICCS0401,BG312	32 	48 	29 
NR,ICCS0401,BG313	63 	57 	41 
NR,ICCS0401,BG314	197 	202 	188 
NR,ICCS0401,BG315	31 	34 	15 
NR,ICCS0401,BG32	212 	244 	204 
NR,ICCS0401,BG321	70 	71 	56 
NR,ICCS0401,BG322	30 	29 	37 
NR,ICCS0401,BG323	86 	106 	84 
NR,ICCS0401,BG324	14 	20 	10 
NR,ICCS0401,BG325	12 	18 	17 
NR,ICCS0401,BG33	419 	412 	382 
NR,ICCS0401,BG331	272 	270 	251 
NR,ICCS0401,BG332	64 	96 	73 
NR,ICCS0401,BG333	54 	31 	45 
NR,ICCS0401,BG334	29 	15 	13 
NR,ICCS0401,BG34	546 	491 	432 
NR,ICCS0401,BG341	325 	262 	269 
NR,ICCS0401,BG342	34 	43 	27 
NR,ICCS0401,BG343	32 	33 	18 
NR,ICCS0401,BG344	155 	153 	118 
NR,ICCS0401,BG4	2182 	2054 	1520 
NR,ICCS0401,BG41	1680 	1579 	1140 
NR,ICCS0401,BG411	1480 	1404 	962 
NR,ICCS0401,BG412	66 	54 	61 
NR,ICCS0401,BG413	73 	67 	68 
NR,ICCS0401,BG414	39 	34 	35 
NR,ICCS0401,BG415	22 	20 	14 
NR,ICCS0401,BG42	502 	475 	380 
NR,ICCS0401,BG421	362 	337 	273 
NR,ICCS0401,BG422	71 	66 	43 
NR,ICCS0401,BG423	51 	50 	51 
NR,ICCS0401,BG424	9 	3 	3 
NR,ICCS0401,BG425	9 	19 	10 
NR,ICCS0401,BGZ	18 	15 	29 
NR,ICCS0401,BGZZ	18 	15 	29 
NR,ICCS0401,BGZZZ	18 	15 	29 
NR,ICCS0401,CH	2853 	3530 	: 
NR,ICCS0401,CH01	1028 	1082 	: 
NR,ICCS0401,CH011	440 	427 	: 
NR,ICCS0401,CH012	36 	38 	: 
NR,ICCS0401,CH013	552 	617 	: 
NR,ICCS0401,CH02	468 	851 	: 
NR,ICCS0401,CH021	276 	675 	: 
NR,ICCS0401,CH022	49 	45 	: 
NR,ICCS0401,CH023	71 	56 	: 
NR,ICCS0401,CH024	67 	68 	: 
NR,ICCS0401,CH025	5 	7 	: 
NR,ICCS0401,CH03	330 	295 	: 
NR,ICCS0401,CH031	178 	163 	: 
NR,ICCS0401,CH032	38 	40 	: 
NR,ICCS0401,CH033	114 	92 	: 
NR,ICCS0401,CH04	624 	884 	: 
NR,ICCS0401,CH040	624 	884 	: 
NR,ICCS0401,CH05	179 	223 	: 
NR,ICCS0401,CH051	2 	3 	: 
NR,ICCS0401,CH052	17 	26 	: 
NR,ICCS0401,CH053	6 	9 	: 
NR,ICCS0401,CH054	0 	0 	: 
NR,ICCS0401,CH055	108 	130 	: 
NR,ICCS0401,CH056	12 	16 	: 
NR,ICCS0401,CH057	34 	39 	: 
NR,ICCS0401,CH06	153 	139 	: 
NR,ICCS0401,CH061	109 	100 	: 
NR,ICCS0401,CH062	1 	1 	: 
NR,ICCS0401,CH063	10 	11 	: 
NR,ICCS0401,CH064	4 	7 	: 
NR,ICCS0401,CH065	2 	0 	: 
NR,ICCS0401,CH066	27 	20 	: 
NR,ICCS0401,CH07	71 	56 	: 
NR,ICCS0401,CH070	71 	56 	: 
NR,ICCS0401,CY	156 	111 	62 
NR,ICCS0401,CZ	3874 	4515 	4515 
NR,ICCS0401,CZ0	3874 	4515 	4515 
NR,ICCS0401,CZ01	773 	1023 	1020 
NR,ICCS0401,CZ010	773 	1023 	1020 
NR,ICCS0401,CZ02	366 	509 	462 
NR,ICCS0401,CZ020	366 	509 	462 
NR,ICCS0401,CZ03	411 	425 	433 
NR,ICCS0401,CZ031	173 	168 	196 
NR,ICCS0401,CZ032	238 	257 	237 
NR,ICCS0401,CZ04	630 	727 	797 
NR,ICCS0401,CZ041	134 	136 	142 
NR,ICCS0401,CZ042	496 	591 	655 
NR,ICCS0401,CZ05	363 	383 	397 
NR,ICCS0401,CZ051	167 	170 	187 
NR,ICCS0401,CZ052	104 	109 	124 
NR,ICCS0401,CZ053	92 	104 	86 
NR,ICCS0401,CZ06	434 	461 	422 
NR,ICCS0401,CZ063	87 	100 	90 
NR,ICCS0401,CZ064	347 	361 	332 
NR,ICCS0401,CZ07	329 	315 	321 
NR,ICCS0401,CZ071	234 	208 	233 
NR,ICCS0401,CZ072	95 	107 	88 
NR,ICCS0401,CZ08	568 	672 	663 
NR,ICCS0401,CZ080	568 	672 	663 
NR,ICCS0401,DE	48166 	49317 	49913 
NR,ICCS0401,DE1	3249 	3231 	3099 
NR,ICCS0401,DE111	469 	459 	: 
NR,ICCS0401,DE112	101 	93 	: 
NR,ICCS0401,DE113	115 	97 	: 
NR,ICCS0401,DE114	82 	71 	: 
NR,ICCS0401,DE115	108 	109 	: 
NR,ICCS0401,DE116	87 	82 	: 
NR,ICCS0401,DE117	76 	85 	: 
NR,ICCS0401,DE118	38 	42 	: 
NR,ICCS0401,DE119	16 	26 	: 
NR,ICCS0401,DE11A	56 	63 	: 
NR,ICCS0401,DE11B	23 	14 	: 
NR,ICCS0401,DE11C	27 	33 	: 
NR,ICCS0401,DE11D	74 	74 	: 
NR,ICCS0401,DE121	18 	27 	: 
NR,ICCS0401,DE122	179 	195 	: 
NR,ICCS0401,DE123	108 	87 	: 
NR,ICCS0401,DE124	62 	63 	: 
NR,ICCS0401,DE125	73 	53 	: 
NR,ICCS0401,DE126	222 	212 	: 
NR,ICCS0401,DE127	30 	51 	: 
NR,ICCS0401,DE128	105 	129 	: 
NR,ICCS0401,DE129	87 	80 	: 
NR,ICCS0401,DE12A	28 	18 	: 
NR,ICCS0401,DE12B	29 	21 	: 
NR,ICCS0401,DE12C	12 	10 	: 
NR,ICCS0401,DE131	157 	166 	: 
NR,ICCS0401,DE132	41 	51 	: 
NR,ICCS0401,DE133	29 	37 	: 
NR,ICCS0401,DE134	128 	123 	: 
NR,ICCS0401,DE135	12 	12 	: 
NR,ICCS0401,DE136	58 	48 	: 
NR,ICCS0401,DE137	31 	33 	: 
NR,ICCS0401,DE138	60 	75 	: 
NR,ICCS0401,DE139	80 	66 	: 
NR,ICCS0401,DE13A	39 	42 	: 
NR,ICCS0401,DE141	60 	72 	: 
NR,ICCS0401,DE142	30 	46 	: 
NR,ICCS0401,DE143	33 	25 	: 
NR,ICCS0401,DE144	89 	71 	: 
NR,ICCS0401,DE145	28 	17 	: 
NR,ICCS0401,DE146	28 	36 	: 
NR,ICCS0401,DE147	47 	39 	: 
NR,ICCS0401,DE148	57 	53 	: 
NR,ICCS0401,DE149	15 	23 	: 
NR,ICCS0401,DE2	2606 	2613 	2652 
NR,ICCS0401,DE211	45 	61 	: 
NR,ICCS0401,DE212	545 	551 	: 
NR,ICCS0401,DE213	23 	18 	: 
NR,ICCS0401,DE214	18 	18 	: 
NR,ICCS0401,DE215	16 	12 	: 
NR,ICCS0401,DE216	18 	8 	: 
NR,ICCS0401,DE217	27 	29 	: 
NR,ICCS0401,DE218	17 	24 	: 
NR,ICCS0401,DE219	8 	9 	: 
NR,ICCS0401,DE21A	14 	18 	: 
NR,ICCS0401,DE21B	31 	26 	: 
NR,ICCS0401,DE21C	35 	25 	: 
NR,ICCS0401,DE21D	8 	10 	: 
NR,ICCS0401,DE21E	10 	11 	: 
NR,ICCS0401,DE21F	6 	12 	: 
NR,ICCS0401,DE21G	14 	28 	: 
NR,ICCS0401,DE21H	43 	41 	: 
NR,ICCS0401,DE21I	10 	12 	: 
NR,ICCS0401,DE21J	8 	17 	: 
NR,ICCS0401,DE21K	15 	13 	: 
NR,ICCS0401,DE21L	18 	15 	: 
NR,ICCS0401,DE21M	18 	16 	: 
NR,ICCS0401,DE21N	13 	7 	: 
NR,ICCS0401,DE221	43 	45 	: 
NR,ICCS0401,DE222	21 	20 	: 
NR,ICCS0401,DE223	19 	24 	: 
NR,ICCS0401,DE224	30 	36 	: 
NR,ICCS0401,DE225	5 	3 	: 
NR,ICCS0401,DE226	8 	13 	: 
NR,ICCS0401,DE227	8 	18 	: 
NR,ICCS0401,DE228	21 	22 	: 
NR,ICCS0401,DE229	3 	10 	: 
NR,ICCS0401,DE22A	14 	9 	: 
NR,ICCS0401,DE22B	4 	8 	: 
NR,ICCS0401,DE22C	14 	17 	: 
NR,ICCS0401,DE231	21 	18 	: 
NR,ICCS0401,DE232	74 	71 	: 
NR,ICCS0401,DE233	20 	16 	: 
NR,ICCS0401,DE234	9 	12 	: 
NR,ICCS0401,DE235	10 	13 	: 
NR,ICCS0401,DE236	14 	11 	: 
NR,ICCS0401,DE237	4 	7 	: 
NR,ICCS0401,DE238	25 	14 	: 
NR,ICCS0401,DE239	16 	14 	: 
NR,ICCS0401,DE23A	8 	7 	: 
NR,ICCS0401,DE241	38 	28 	: 
NR,ICCS0401,DE242	33 	26 	: 
NR,ICCS0401,DE243	14 	11 	: 
NR,ICCS0401,DE244	31 	21 	: 
NR,ICCS0401,DE245	22 	16 	: 
NR,ICCS0401,DE246	4 	9 	: 
NR,ICCS0401,DE247	9 	16 	: 
NR,ICCS0401,DE248	12 	6 	: 
NR,ICCS0401,DE249	14 	8 	: 
NR,ICCS0401,DE24A	6 	10 	: 
NR,ICCS0401,DE24B	8 	14 	: 
NR,ICCS0401,DE24C	8 	9 	: 
NR,ICCS0401,DE24D	19 	8 	: 
NR,ICCS0401,DE251	16 	23 	: 
NR,ICCS0401,DE252	29 	25 	: 
NR,ICCS0401,DE253	41 	34 	: 
NR,ICCS0401,DE254	289 	291 	: 
NR,ICCS0401,DE255	6 	8 	: 
NR,ICCS0401,DE256	29 	21 	: 
NR,ICCS0401,DE257	15 	15 	: 
NR,ICCS0401,DE258	8 	4 	: 
NR,ICCS0401,DE259	19 	26 	: 
NR,ICCS0401,DE25A	5 	12 	: 
NR,ICCS0401,DE25B	2 	9 	: 
NR,ICCS0401,DE25C	5 	20 	: 
NR,ICCS0401,DE261	43 	34 	: 
NR,ICCS0401,DE262	36 	18 	: 
NR,ICCS0401,DE263	52 	42 	: 
NR,ICCS0401,DE264	15 	25 	: 
NR,ICCS0401,DE265	7 	17 	: 
NR,ICCS0401,DE266	6 	10 	: 
NR,ICCS0401,DE267	5 	7 	: 
NR,ICCS0401,DE268	8 	8 	: 
NR,ICCS0401,DE269	16 	17 	: 
NR,ICCS0401,DE26A	10 	7 	: 
NR,ICCS0401,DE26B	5 	10 	: 
NR,ICCS0401,DE26C	11 	4 	: 
NR,ICCS0401,DE271	149 	144 	: 
NR,ICCS0401,DE272	8 	17 	: 
NR,ICCS0401,DE273	23 	22 	: 
NR,ICCS0401,DE274	16 	10 	: 
NR,ICCS0401,DE275	6 	14 	: 
NR,ICCS0401,DE276	27 	27 	: 
NR,ICCS0401,DE277	17 	17 	: 
NR,ICCS0401,DE278	23 	19 	: 
NR,ICCS0401,DE279	36 	40 	: 
NR,ICCS0401,DE27A	10 	6 	: 
NR,ICCS0401,DE27B	6 	10 	: 
NR,ICCS0401,DE27C	17 	8 	: 
NR,ICCS0401,DE27D	12 	8 	: 
NR,ICCS0401,DE27E	6 	9 	: 
NR,ICCS0401,DE3	5997 	6297 	6461 
NR,ICCS0401,DE300	5997 	6297 	: 
NR,ICCS0401,DE4	1221 	1187 	1416 
NR,ICCS0401,DE401	59 	71 	: 
NR,ICCS0401,DE402	92 	69 	: 
NR,ICCS0401,DE403	58 	78 	: 
NR,ICCS0401,DE404	107 	102 	: 
NR,ICCS0401,DE405	97 	83 	: 
NR,ICCS0401,DE406	68 	51 	: 
NR,ICCS0401,DE407	22 	25 	: 
NR,ICCS0401,DE408	83 	57 	: 
NR,ICCS0401,DE409	80 	88 	: 
NR,ICCS0401,DE40A	78 	88 	: 
NR,ICCS0401,DE40B	41 	35 	: 
NR,ICCS0401,DE40C	85 	81 	: 
NR,ICCS0401,DE40D	41 	40 	: 
NR,ICCS0401,DE40E	50 	67 	: 
NR,ICCS0401,DE40F	24 	24 	: 
NR,ICCS0401,DE40G	61 	64 	: 
NR,ICCS0401,DE40H	90 	86 	: 
NR,ICCS0401,DE40I	85 	76 	: 
NR,ICCS0401,DE5	1268 	1240 	1355 
NR,ICCS0401,DE501	991 	968 	: 
NR,ICCS0401,DE502	277 	272 	: 
NR,ICCS0401,DE6	2650 	2971 	3005 
NR,ICCS0401,DE600	2650 	2971 	: 
NR,ICCS0401,DE7	3574 	3846 	3696 
NR,ICCS0401,DE711	108 	158 	: 
NR,ICCS0401,DE712	976 	1059 	: 
NR,ICCS0401,DE713	187 	163 	: 
NR,ICCS0401,DE714	372 	290 	: 
NR,ICCS0401,DE715	67 	113 	: 
NR,ICCS0401,DE716	74 	80 	: 
NR,ICCS0401,DE717	93 	103 	: 
NR,ICCS0401,DE718	119 	130 	: 
NR,ICCS0401,DE719	185 	232 	: 
NR,ICCS0401,DE71A	101 	105 	: 
NR,ICCS0401,DE71B	14 	13 	: 
NR,ICCS0401,DE71C	195 	207 	: 
NR,ICCS0401,DE71D	65 	46 	: 
NR,ICCS0401,DE71E	100 	129 	: 
NR,ICCS0401,DE721	121 	123 	: 
NR,ICCS0401,DE722	88 	59 	: 
NR,ICCS0401,DE723	68 	72 	: 
NR,ICCS0401,DE724	106 	113 	: 
NR,ICCS0401,DE725	15 	26 	: 
NR,ICCS0401,DE731	249 	298 	: 
NR,ICCS0401,DE732	68 	83 	: 
NR,ICCS0401,DE733	44 	50 	: 
NR,ICCS0401,DE734	49 	67 	: 
NR,ICCS0401,DE735	49 	54 	: 
NR,ICCS0401,DE736	34 	54 	: 
NR,ICCS0401,DE737	26 	17 	: 
NR,ICCS0401,DE8	822 	977 	1187 
NR,ICCS0401,DE801	63 	58 	: 
NR,ICCS0401,DE802	47 	62 	: 
NR,ICCS0401,DE803	217 	268 	: 
NR,ICCS0401,DE804	114 	116 	: 
NR,ICCS0401,DE805	31 	43 	: 
NR,ICCS0401,DE806	42 	37 	: 
NR,ICCS0401,DE807	23 	48 	: 
NR,ICCS0401,DE808	11 	21 	: 
NR,ICCS0401,DE809	47 	50 	: 
NR,ICCS0401,DE80A	38 	39 	: 
NR,ICCS0401,DE80B	12 	23 	: 
NR,ICCS0401,DE80C	18 	23 	: 
NR,ICCS0401,DE80D	17 	36 	: 
NR,ICCS0401,DE80E	28 	40 	: 
NR,ICCS0401,DE80F	36 	45 	: 
NR,ICCS0401,DE80G	38 	25 	: 
NR,ICCS0401,DE80H	13 	13 	: 
NR,ICCS0401,DE80I	27 	30 	: 
NR,ICCS0401,DE9	4209 	4381 	4355 
NR,ICCS0401,DE911	173 	200 	: 
NR,ICCS0401,DE912	51 	63 	: 
NR,ICCS0401,DE913	96 	80 	: 
NR,ICCS0401,DE914	43 	40 	: 
NR,ICCS0401,DE915	129 	128 	: 
NR,ICCS0401,DE916	58 	56 	: 
NR,ICCS0401,DE917	28 	23 	: 
NR,ICCS0401,DE918	45 	37 	: 
NR,ICCS0401,DE919	24 	19 	: 
NR,ICCS0401,DE91A	45 	39 	: 
NR,ICCS0401,DE91B	23 	34 	: 
NR,ICCS0401,DE922	85 	91 	: 
NR,ICCS0401,DE923	86 	84 	: 
NR,ICCS0401,DE925	181 	180 	: 
NR,ICCS0401,DE926	28 	24 	: 
NR,ICCS0401,DE927	85 	83 	: 
NR,ICCS0401,DE928	70 	59 	: 
NR,ICCS0401,DE929	988 	1063 	: 
NR,ICCS0401,DE931	75 	133 	: 
NR,ICCS0401,DE932	86 	88 	: 
NR,ICCS0401,DE933	99 	94 	: 
NR,ICCS0401,DE934	4 	9 	: 
NR,ICCS0401,DE935	130 	106 	: 
NR,ICCS0401,DE936	58 	42 	: 
NR,ICCS0401,DE937	55 	82 	: 
NR,ICCS0401,DE938	110 	77 	: 
NR,ICCS0401,DE939	86 	126 	: 
NR,ICCS0401,DE93A	40 	48 	: 
NR,ICCS0401,DE93B	105 	83 	: 
NR,ICCS0401,DE941	81 	76 	: 
NR,ICCS0401,DE942	30 	38 	: 
NR,ICCS0401,DE943	152 	179 	: 
NR,ICCS0401,DE944	204 	176 	: 
NR,ICCS0401,DE945	73 	72 	: 
NR,ICCS0401,DE946	17 	15 	: 
NR,ICCS0401,DE947	61 	86 	: 
NR,ICCS0401,DE948	37 	50 	: 
NR,ICCS0401,DE949	103 	112 	: 
NR,ICCS0401,DE94A	32 	30 	: 
NR,ICCS0401,DE94B	35 	37 	: 
NR,ICCS0401,DE94C	45 	65 	: 
NR,ICCS0401,DE94D	49 	57 	: 
NR,ICCS0401,DE94E	99 	101 	: 
NR,ICCS0401,DE94F	46 	42 	: 
NR,ICCS0401,DE94G	41 	38 	: 
NR,ICCS0401,DE94H	16 	12 	: 
NR,ICCS0401,DEA	14500 	14330 	14158 
NR,ICCS0401,DEA11	904 	904 	: 
NR,ICCS0401,DEA12	494 	525 	: 
NR,ICCS0401,DEA13	549 	627 	: 
NR,ICCS0401,DEA14	215 	240 	: 
NR,ICCS0401,DEA15	268 	273 	: 
NR,ICCS0401,DEA16	137 	132 	: 
NR,ICCS0401,DEA17	231 	171 	: 
NR,ICCS0401,DEA18	51 	57 	: 
NR,ICCS0401,DEA19	102 	90 	: 
NR,ICCS0401,DEA1A	317 	379 	: 
NR,ICCS0401,DEA1B	119 	108 	: 
NR,ICCS0401,DEA1C	253 	255 	: 
NR,ICCS0401,DEA1D	259 	233 	: 
NR,ICCS0401,DEA1E	122 	115 	: 
NR,ICCS0401,DEA1F	354 	279 	: 
NR,ICCS0401,DEA22	484 	420 	: 
NR,ICCS0401,DEA23	1623 	1828 	: 
NR,ICCS0401,DEA24	183 	158 	: 
NR,ICCS0401,DEA26	163 	151 	: 
NR,ICCS0401,DEA27	360 	397 	: 
NR,ICCS0401,DEA28	123 	136 	: 
NR,ICCS0401,DEA29	113 	131 	: 
NR,ICCS0401,DEA2A	95 	94 	: 
NR,ICCS0401,DEA2B	100 	132 	: 
NR,ICCS0401,DEA2C	378 	410 	: 
NR,ICCS0401,DEA2D	601 	584 	: 
NR,ICCS0401,DEA31	83 	88 	: 
NR,ICCS0401,DEA32	385 	455 	: 
NR,ICCS0401,DEA33	253 	252 	: 
NR,ICCS0401,DEA34	159 	147 	: 
NR,ICCS0401,DEA35	69 	60 	: 
NR,ICCS0401,DEA36	533 	566 	: 
NR,ICCS0401,DEA37	172 	146 	: 
NR,ICCS0401,DEA38	76 	74 	: 
NR,ICCS0401,DEA41	313 	264 	: 
NR,ICCS0401,DEA42	154 	170 	: 
NR,ICCS0401,DEA43	148 	116 	: 
NR,ICCS0401,DEA44	30 	35 	: 
NR,ICCS0401,DEA45	88 	105 	: 
