"prof_pos,sex,sectperf,unit,geo\time"	2018	2017	2016	2015	2014	2013	2012	2011	2010	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000	1999	1998	1997	1996	1995	1994	1993	1992	1991	1990	1989	1988	1987	1986	1985	1984	1983	1982	1981	1980
"TOTAL,T,TOTAL,PC_EMP_HC,PL52"	0.6347	0.6374	0.4701	0.4694	0.4796	0.4975	0.4882	0.4475	0.418	0.3829	0.3768	0.4254	0.4418	0.4313	0.4946	0.4966	0.4456	0.419	0.4053	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PL6"	1.3016	1.1223	0.781	0.7189	0.7366	0.7065	0.708	0.6883	0.6359	0.6029	0.6154	0.6639	0.7212	0.7097	0.7226	0.6873	0.6648	0.6803	0.6931	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PL61"	: c	1.1127	0.6471	0.5927	0.6104	0.5718	0.5798	0.5621	0.5366	0.5166	0.5593	0.6265	0.6698	0.6384	0.6063	0.5761	0.6081	0.6306	0.6196	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PL62"	: c	0.7041	0.546	0.5039	0.512	0.473	0.4909	0.4517	0.4121	0.3691	0.3904	0.4308	0.413	0.4756	0.5255	0.5177	0.5287	0.4147	0.382	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PL63"	1.6141	1.3617	1.027	0.9459	0.9773	0.9591	0.9538	0.9634	0.8845	0.8605	0.8256	0.8642	1.0031	0.9488	0.9828	0.914	0.8039	0.9265	1.0237	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PL7"	0.96	0.9608	0.6943	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PL71"	1.1281	1.1794	0.866	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PL72"	0.5886	0.4877	0.325	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PL8"	1.1827	1.0626	0.8922	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PL81"	1.4658	1.2565	0.9286	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PL82"	1.0259	0.9588	0.9981	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PL84"	0.9435	0.8966	0.6435	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PL9"	3.3134	2.9627	2.0426	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PL91"	5.4747	5.1542	3.5099	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PL92"	0.3861	0.244	0.1958	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PT"	2.5323	2.4197	2.372	2.3971	2.2791	2.2931	2.1846	2.1127	2.0082	1.906	1.8296 b	1.3194	1.1296 e	0.944	0.9342 e	0.9242	0.864 e	0.8144	0.8017 e	0.7935	0.7244	0.6927	0.6501 e	0.5957	0.5678 e	0.5296 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PT1"	2.488	2.38	2.3321	2.3534	2.2305	2.2291	2.117	2.0542	1.9439	1.8439	1.7629 b	1.2691	1.0861 e	0.905	0.8939 e	0.8815 e	0.817 e	0.7703 e	0.761 e	0.7533	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PT11"	2.2768	2.1878	2.0921	2.3899	2.0823	2.0283	1.8648	1.7792	1.6191	1.5489	1.3513 b	0.9579	0.7969 e	0.6433	0.6397 e	0.6325 e	0.5575 e	0.498 e	0.5059 e	0.5024	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PT15"	0.7712	0.7121	0.8299	0.9118	0.8508	0.8497	0.8352	0.859	0.8934	0.9324	0.9297 b	0.5718	0.4678 e	0.3694	0.3835 e	0.4138 e	0.3932 e	0.3841 e	0.391 e	0.4068	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PT16"	2.1939	2.061	1.9741	1.8051	1.7721	1.718	1.7048	1.7298	1.4557	1.3715	1.3551 b	0.9758	0.8433 e	0.7088	0.6842 e	0.654 e	0.6009 e	0.5612 e	0.5364 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PT17"	3.6105	3.5192	3.532	3.4006	3.4345	3.5909	3.4077	3.2838	3.35	3.1077	3.0064 b	2.2524	1.9566 e	1.6417	1.6244 e	1.6128 e	1.5337 e	1.4733 e	1.4574 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PT18"	1.1538	1.0107	0.9549	0.8304	0.8025	0.7769	0.7821	0.6684	0.7151	0.8295	1.1424 b	0.6972	0.6266 e	0.565	0.5725 e	0.5834 e	0.5474 e	0.5264 e	0.5248 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PT2"	0.6047	0.679	0.6831	0.671	0.6974	0.6764	0.7191	0.6194	0.5834	0.5769	0.7065 b	0.537	0.5161 e	0.504	0.5327 e	0.577 e	0.6282 e	0.7189 e	0.734 e	0.7401	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PT20"	0.6047	0.679	0.6831	0.671	0.6974	0.6764	0.7191	0.6194	0.5834	0.5769	0.7065 b	0.537	0.5161 e	0.504	0.5327 e	0.577 e	0.6282 e	0.7189 e	0.734 e	0.7401	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PT3"	0.7787	0.6456	0.6276	0.6068	0.5721	0.5294	0.4529	0.5556	0.5216	0.5132	0.5974 b	0.377	0.3663 e	0.3564	0.3616 e	0.3634 e	0.4483 e	0.5639 e	0.5845 e	0.591	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,PT30"	0.7787	0.6456	0.6276	0.6068	0.5721	0.5294	0.4529	0.5556	0.5216	0.5132	0.5974 b	0.377	0.3663 e	0.3564	0.3616 e	0.3634 e	0.4483 e	0.5639 e	0.5845 e	0.591	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RO"	0.5337	0.5357	0.5435	0.5276	0.5205	0.5303	0.519	0.5205 b	0.4703	0.4818	0.4898	0.4805	0.4612	0.4743	0.4716	0.4648	0.4351	0.3956	0.3883	0.5013	0.5859	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RO1"	0.364	0.3407	0.3498	0.3413	0.3587	0.2856	0.319	0.3694	0.3532	0.3776	0.3268	0.3048	0.2939	0.2436	0.2274	0.2847	0.3178	0.2599	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RO11"	0.2939	0.2764	0.2763	0.2852	0.2978	0.2712	0.3032	0.3399	0.3569	0.3804	0.3677	0.342	0.3047	0.2412	0.2042	0.239	0.2598	0.2209	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RO12"	0.4554	0.4211	0.4415	0.4126	0.4394	0.3046	0.3399	0.4074	0.3486	0.3745	0.282	0.2624	0.2818	0.2465	0.2537	0.3353	0.3811	0.3034	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RO2"	0.2452	0.2462	0.2485	0.2441	0.2398	0.236	0.2188	0.2022	0.1998	0.21	0.2157	0.223	0.2143	0.1982	0.1744	0.166	0.1776	0.1758	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RO21"	0.2379	0.2497	0.2629	0.2671	0.2794	0.2824	0.2537	0.2349	0.2227	0.2427	0.2493	0.2451	0.2413	0.2199	0.1826	0.1692	0.1898	0.1855	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RO22"	0.2573	0.2402	0.2249	0.2063	0.175	0.1629	0.1654	0.1524	0.1661	0.1626	0.167	0.1907	0.1766	0.1663	0.1623	0.1614	0.1598	0.1608	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RO3"	1.0546	1.0352	1.0555	1.0188	1.0089	1.0951	1.073	1.0532	0.8408	0.9352	1.0268	0.9949	0.9892	1.0943	1.0327	0.9567	0.8622	0.7804	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RO31"	0.2033	0.1817	0.2274	0.2285	0.2897	0.3509	0.2523	0.1802	0.2586	0.2544	0.3019	0.2981	0.2648	0.2737	0.2813	0.2832	0.2661	0.2196	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RO32"	2.0157	2.0088	1.9926	1.9445	1.9034	2.0325	2.0655	2.0696	1.5899	1.8799	2.0695	1.9994	2.0068	2.2969	2.1887	2.0706	1.835	1.8589	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RO4"	0.3206	0.3944	0.4035	0.3985	0.3313	0.3571	0.3243	0.32	0.3721	0.2892	0.2414	0.2591	0.2205	0.2424	0.3295	0.3262	0.2341	0.1952	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RO41"	0.1706	0.2499	0.2572	0.2596	0.2136	0.2293	0.2198	0.2411	0.2452	0.222	0.2232	0.2438	0.2402	0.247	0.2636	0.2625	0.2385	0.2067	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RO42"	0.4977	0.5641	0.5648	0.5527	0.4718	0.5078	0.4541	0.4181	0.5281	0.3742	0.2642	0.2779	0.1953	0.2363	0.4176	0.4134	0.228	0.1787	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RS"	0.8555	0.8603	0.9128	0.9566	0.8956	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RS1"	1.3004	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RS11"	1.8392	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RS12"	0.7859	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RS2"	0.2799	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RS21"	0.2086	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RS22"	0.3816	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,RU"	: 	: 	: 	: 	: 	: 	1.0165 e	1.0377 e	1.0532 e	1.0696 e	1.0721 e	1.132 e	1.1668 e	1.19 e	1.2468 e	1.2941 e	1.3065 e	1.3598 e	1.3643	1.3859	1.4628	1.5523	1.5726	1.6564	1.7056	1.9179	2.1534	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SE"	: 	2.7262	: 	2.9747 e	: 	2.9404 e	: 	2.7934 e	: 	2.6465 be	: 	2.5978 bde	: 	2.7595 be	: 	2.5494	: 	2.5957	: 	2.6975	: 	2.7083	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SE1"	: 	3.0402 e	: 	3.4713 e	: 	3.4832 e	: 	3.2618	: 	3.1838	: 	3.2965	: 	3.4378	: 	: 	: 	: 	: 	3.4656	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SE11"	: 	3.2551 e	: 	3.5523 e	: 	3.497 e	: 	3.3342	: 	3.3186	: 	3.6226 d	: 	3.8108 d	: 	: 	: 	: 	: 	3.8714	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SE12"	: 	2.7115 e	: 	3.3494 e	: 	3.4624 e	: 	3.155	: 	2.9899	: 	2.8471 d	: 	2.9295 d	: 	: 	: 	: 	: 	2.9773	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SE2"	: 	2.7019 e	: 	2.6675 e	: 	2.6202 e	: 	2.5566	: 	2.3733	: 	2.2747	: 	2.4978	: 	: 	: 	: 	: 	2.2984	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SE21"	: 	: c	: 	1.4218 e	: 	1.4697 e	: 	1.1857	: 	1.0988	: 	1.0633 d	: 	1.0229 d	: 	: 	: 	: 	: 	0.6815	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SE22"	: 	2.468 e	: 	2.6025 e	: 	2.8211 e	: 	2.6478	: 	2.6638	: 	2.7289 d	: 	2.9322 d	: 	: 	: 	: 	: 	2.5721	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SE23"	: 	3.4522 e	: 	3.234 e	: 	2.9556 e	: 	3.0686	: 	2.7201	: 	2.4924 d	: 	2.8492 d	: 	: 	: 	: 	: 	2.8642	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SE3"	: 	1.3687 e	: 	1.8663 e	: 	1.8451 e	: 	1.7519	: 	1.6213	: 	1.5841	: 	1.591	: 	: 	: 	: 	: 	1.6294	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SE31"	: 	1.0853 e	: 	1.4605 e	: 	1.385 e	: 	1.2816	: 	1.1864	: 	1.2915 d	: 	1.2324 d	: 	: 	: 	: 	: 	1.0249	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SE32"	: 	: c	: 	1.0006 e	: 	0.9652 e	: 	1.1795	: 	1.1043	: 	0.9088 d	: 	1.0869 d	: 	: 	: 	: 	: 	0.9879	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SE33"	: 	2.2141 e	: 	3.1131 e	: 	3.2081 e	: 	2.9118	: 	2.685	: 	2.5391 d	: 	2.536 d	: 	: 	: 	: 	: 	3.2472	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SI"	2.4567	2.3322	2.2197	2.2875	2.3602	2.3955	2.3142	2.355 b	1.9079	1.7848	1.6659 b	1.4954	1.443	1.3622	1.1074	1.0815	1.3925	1.3829	1.3934	1.4269	1.3672	1.3333	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SI0"	2.4101	2.2931	2.1882	2.2491	2.2966	2.3482	2.2696	2.3019 b	1.8605	1.738	1.6307	1.4526	1.4067	1.3274	1.0737	1.0605	1.342	1.3509	1.3675	1.3825	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SI03"	1.3563	1.2157	1.2044	1.2516	1.3106	1.3077	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SI04"	3.5586	3.4885	3.2575	3.336	3.3877	3.4873	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SK"	1.4122	1.3376	1.3451	1.1955	1.2271	1.2003	1.2464	1.2417	1.2192	1.0771	0.9757	0.9973	1.0074	1.0101	1.0286	0.9716	0.9927	1.04	1.0618	1.0573	1.1282	1.1286	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SK0"	1.4122	1.3376	1.3451	1.1955	1.2271	1.2003	1.2464	1.2417	1.2192	1.0771	0.9757	0.9973	1.0074	1.0101	1.0286	0.9716	0.9927	1.04	1.0618	1.0573	1.1282	1.1286	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SK01"	4.7481	4.4297	4.7063	3.9353	4.0967	4.2519	4.502	4.6145	4.3032	3.6736	3.2954	3.3278	3.4052	3.196	3.5027	3.2704	3.2976	3.2351	3.265	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SK02"	0.7832	0.7792	0.6891	0.7084	0.7023	0.5782	0.5671	0.5537	0.5952	0.5631	0.5463	0.5755	0.5668	0.5724	0.5361	0.5327	0.5721	0.6219	0.6621	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SK03"	1.0018	0.9554	0.9657	0.8626	0.8623	0.8032	0.842	0.8162	0.8165	0.7021	0.6405	0.6102	0.6601	0.7096	0.7154	0.608	0.6508	0.6865	0.6692	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,SK04"	0.8757	0.832	0.837	0.7662	0.7976	0.8192	0.8219	0.8075	0.7906	0.7178	0.6472	0.6963	0.6585	0.6919	0.6964	0.6215	0.6401	0.6922	0.7239	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,TR"	1.0393	0.9728	0.915	0.8665	0.846 e	0.7899 e	0.7625 e	0.7006 e	0.67 e	0.6524 e	0.6065 e	0.5922 e	0.5282 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UK"	2.4786 e	2.4031 e	2.2859 e	2.2328 e	2.1861 e	2.1104 e	2.026 e	1.9919 e	1.8534 e	1.7922 e	: 	1.7441 e	: 	1.6696 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKC"	2.17 e	2.0702 e	1.9682 e	1.9403 e	1.82 e	1.8762 e	1.7026 e	1.695 e	: 	1.4504 e	: 	1.3985 e	: 	1.3435 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKC1"	1.7644 e	1.6558 e	1.6076 e	1.6345 e	1.5813 e	1.7925 e	1.5137 e	1.4438 e	: 	1.3399 e	: 	1.2228 e	: 	1.1428 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKC2"	2.5073 e	2.403 e	2.2509 e	2.1803 e	2.0055 e	1.9404 e	1.8461 e	1.8959 e	: 	1.5365 e	: 	1.5401 e	: 	1.5072 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKD"	2.041 e	1.9445 e	1.8437 e	1.777 e	1.7277 e	1.6147 e	1.567 e	1.5418 e	: 	1.5442 e	: 	1.5268 e	: 	1.4207 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKD1"	1.7051 e	1.437 e	1.3392 e	1.2289 e	1.0913 e	0.7421 e	0.894 e	0.9723 e	: 	1.0959 e	: 	1.1295 e	: 	0.8949 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKD3"	2.1049 e	1.9828 e	1.8923 e	1.8476 e	1.799 e	1.7549 e	1.7689 e	1.7131 e	: 	1.6098 e	: 	1.5366 e	: 	1.478 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
"TOTAL,T,TOTAL,PC_EMP_HC,UKD4"	1.9089 e	1.7478 e	1.6957 e	1.592 e	1.5389 e	1.5105 e	1.4099 e	1.3551 e	: 	1.607 e	: 	1.4917 e	: 	1.469 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
