indic_env,wst_oper,geo\time	2018 	2016 	2014 	2012 	2010 	2008 	2006 	2004 
FAC,RCV_E,ITF	42 	43 	43 	58 	58 	67 	51 	: 
FAC,RCV_E,ITF1	2 	3 	2 	8 	8 	13 	11 	: 
FAC,RCV_E,ITF2	6 	7 	4 	9 	5 	4 	4 	: 
FAC,RCV_E,ITF3	6 	8 	10 	11 	13 	16 	13 	: 
FAC,RCV_E,ITF4	20 	18 	21 	19 	23 	27 	14 	: 
FAC,RCV_E,ITF5	3 	2 	2 	6 	3 	1 	1 	: 
FAC,RCV_E,ITF6	5 	5 	4 	5 	6 	6 	8 	: 
FAC,RCV_E,ITG	10 	14 	10 	16 	19 	18 	24 	: 
FAC,RCV_E,ITG1	6 	7 	4 	5 	5 	4 	6 	: 
FAC,RCV_E,ITG2	4 	7 	6 	11 	14 	14 	18 	: 
FAC,RCV_E,ITH	121 	142 	150 	186 	178 	: 	: 	: 
FAC,RCV_E,ITH1	1 	1 	1 	1 	1 	1 	5 	: 
FAC,RCV_E,ITH2	6 	5 	5 	6 	1 	4 	7 	: 
FAC,RCV_E,ITH3	53 	69 	78 	99 	89 	129 	195 	: 
FAC,RCV_E,ITH4	20 	20 	24 	29 	38 	47 	56 	: 
FAC,RCV_E,ITH5	41 	47 	42 	51 	49 	: 	: 	: 
FAC,RCV_E,ITI	67 	80 	86 	101 	104 	: 	: 	: 
FAC,RCV_E,ITI1	17 	21 	24 	34 	40 	44 	70 	: 
FAC,RCV_E,ITI2	11 	11 	11 	10 	11 	10 	7 	: 
FAC,RCV_E,ITI3	30 	36 	41 	45 	43 	: 	: 	: 
FAC,RCV_E,ITI4	9 	12 	10 	12 	10 	12 	14 	: 
FAC,RCV_E,LT	28 	31 	29 	24 	32 	33 	5 	184 
FAC,RCV_E,LT0	28 	31 	29 	24 	32 	: 	: 	: 
FAC,RCV_E,LT01	6 	7 	6 	: 	: 	: 	: 	: 
FAC,RCV_E,LT02	22 	24 	23 	: 	: 	: 	: 	: 
FAC,RCV_E,LU	6 	4 	4 	3 	3 	1 	2 	: 
FAC,RCV_E,LU0	6 	4 	4 	3 	3 	: 	: 	: 
FAC,RCV_E,LU00	6 	4 	4 	3 	3 	: 	: 	: 
FAC,RCV_E,LV	1 	4 	4 	1 	4 	16 	3 	5 
FAC,RCV_E,LV0	1 	4 	4 	1 	4 	: 	: 	: 
FAC,RCV_E,LV00	1 	4 	4 	1 	4 	: 	: 	: 
FAC,RCV_E,ME	0 	0 	: 	: 	: 	: 	: 	: 
FAC,RCV_E,MT	0 	0 	0 	0 	0 	0 	0 	0 
FAC,RCV_E,MT0	0 	0 	0 	0 	0 	: 	: 	: 
FAC,RCV_E,MT00	0 	0 	0 	0 	0 	: 	: 	: 
FAC,RCV_E,NL	26 	22 	22 	22 	19 	12 	28 	32 
FAC,RCV_E,NL1	5 	6 	6 	5 	3 	2 	4 	1 
FAC,RCV_E,NL11	2 	2 	2 	1 	1 	0 	0 	0 
FAC,RCV_E,NL12	2 	3 	3 	3 	2 	2 	4 	1 
FAC,RCV_E,NL13	1 	1 	1 	1 	0 	0 	0 	0 
FAC,RCV_E,NL2	6 	6 	6 	6 	5 	3 	9 	11 
FAC,RCV_E,NL21	2 	2 	2 	2 	1 	0 	3 	4 
FAC,RCV_E,NL22	4 	4 	4 	4 	4 	3 	6 	7 
FAC,RCV_E,NL23	0 	0 	0 	0 	0 	0 	0 	0 
FAC,RCV_E,NL3	8 	6 	6 	7 	5 	2 	8 	5 
FAC,RCV_E,NL31	1 	0 	0 	0 	0 	0 	1 	0 
FAC,RCV_E,NL32	4 	3 	3 	3 	1 	0 	2 	1 
FAC,RCV_E,NL33	3 	3 	3 	4 	3 	1 	3 	2 
FAC,RCV_E,NL34	0 	0 	0 	0 	1 	1 	2 	2 
FAC,RCV_E,NL4	7 	4 	4 	4 	6 	5 	7 	15 
FAC,RCV_E,NL41	5 	3 	3 	3 	4 	3 	4 	7 
FAC,RCV_E,NL42	2 	1 	1 	1 	2 	2 	3 	8 
FAC,RCV_E,NO	19 	19 	20 	25 	22 	26 	28 	23 
FAC,RCV_E,NO01	3 	3 	3 	3 	3 	3 	3 	4 
FAC,RCV_E,NO02	3 	2 	2 	2 	4 	2 	2 	: c
FAC,RCV_E,NO03	6 	5 	5 	6 	2 	7 	7 	5 
FAC,RCV_E,NO04	3 	5 	3 	5 	4 	2 	2 	: c
FAC,RCV_E,NO05	2 	2 	2 	3 	3 	6 	6 	: c
FAC,RCV_E,NO06	1 	1 	3 	2 	1 	2 	3 	: c
FAC,RCV_E,NO07	1 	1 	2 	4 	5 	4 	5 	6 
FAC,RCV_E,PL	229 	594 	737 	773 	734 	531 	678 	354 
FAC,RCV_E,PL1	: 	: 	68 	47 	66 	35 	41 	31 
FAC,RCV_E,PL11	: 	: 	28 	25 	21 	13 	8 	11 
FAC,RCV_E,PL12	: 	: 	40 	22 	45 	22 	33 	20 
FAC,RCV_E,PL2	48 	35 	42 	49 	74 	45 	48 	54 
FAC,RCV_E,PL21	26 	34 	38 	18 	31 	10 	16 	25 
FAC,RCV_E,PL22	22 	1 	4 	31 	43 	35 	32 	29 
FAC,RCV_E,PL3	: 	: 	107 	114 	110 	103 	91 	76 
FAC,RCV_E,PL31	: 	: 	17 	20 	23 	20 	6 	9 
FAC,RCV_E,PL32	: 	: 	73 	70 	68 	62 	57 	49 
FAC,RCV_E,PL33	: 	: 	2 	11 	9 	12 	18 	8 
FAC,RCV_E,PL34	: 	: 	15 	13 	10 	9 	10 	10 
FAC,RCV_E,PL4	26 	167 	228 	243 	223 	168 	295 	76 
FAC,RCV_E,PL41	3 	155 	211 	192 	185 	138 	269 	49 
FAC,RCV_E,PL42	18 	6 	6 	40 	28 	21 	20 	23 
FAC,RCV_E,PL43	5 	6 	11 	11 	10 	9 	6 	4 
FAC,RCV_E,PL5	5 	77 	111 	108 	79 	47 	49 	19 
FAC,RCV_E,PL51	1 	37 	63 	60 	43 	38 	40 	9 
FAC,RCV_E,PL52	4 	40 	48 	48 	36 	9 	9 	10 
FAC,RCV_E,PL6	90 	181 	181 	212 	182 	133 	154 	98 
FAC,RCV_E,PL61	3 	46 	53 	65 	43 	46 	62 	23 
FAC,RCV_E,PL62	60 	65 	39 	42 	53 	23 	17 	11 
FAC,RCV_E,PL63	27 	70 	89 	105 	86 	64 	75 	64 
FAC,RCV_E,PL7	18 	20 	: 	: 	: 	: 	: 	: 
FAC,RCV_E,PL71	13 	18 	: 	: 	: 	: 	: 	: 
FAC,RCV_E,PL72	5 	2 	: 	: 	: 	: 	: 	: 
FAC,RCV_E,PL8	13 	80 	: 	: 	: 	: 	: 	: 
FAC,RCV_E,PL81	3 	9 	: 	: 	: 	: 	: 	: 
FAC,RCV_E,PL82	1 	57 	: 	: 	: 	: 	: 	: 
FAC,RCV_E,PL84	9 	14 	: 	: 	: 	: 	: 	: 
FAC,RCV_E,PL9	29 	34 	: 	: 	: 	: 	: 	: 
FAC,RCV_E,PL91	5 	1 	: 	: 	: 	: 	: 	: 
FAC,RCV_E,PL92	24 	33 	: 	: 	: 	: 	: 	: 
FAC,RCV_E,PT	10 	14 	8 	8 	2 	2 	4 	3 
FAC,RCV_E,PT1	8 	12 	8 	6 	2 	2 	4 	2 
FAC,RCV_E,PT11	2 	2 	1 	0 	1 	1 	1 	: 
FAC,RCV_E,PT15	0 	1 	1 	1 	0 	: 	0 	0 
FAC,RCV_E,PT16	3 	4 	3 	2 	0 	: 	1 	: 
FAC,RCV_E,PT17	2 	4 	3 	3 	1 	1 	2 	: 
FAC,RCV_E,PT18	1 	1 	0 	0 	0 	: 	0 	: 
FAC,RCV_E,PT2	1 	1 	0 	0 	: 	: 	0 	0 
FAC,RCV_E,PT20	1 	1 	0 	0 	: 	: 	: 	0 
FAC,RCV_E,PT3	1 	1 	0 	2 	: 	: 	0 	1 
FAC,RCV_E,PT30	1 	1 	0 	2 	: 	: 	: 	1 
FAC,RCV_E,RO	244 	253 	213 	202 	72 	212 	172 	37 
FAC,RCV_E,RO01	: 	: 	: 	: 	: 	: 	: 	0 
FAC,RCV_E,RO02	: 	: 	: 	: 	: 	: 	: 	2 
FAC,RCV_E,RO03	: 	: 	: 	: 	: 	: 	: 	6 
FAC,RCV_E,RO04	: 	: 	: 	: 	: 	: 	: 	2 
FAC,RCV_E,RO05	: 	: 	: 	: 	: 	: 	: 	14 
FAC,RCV_E,RO06	: 	: 	: 	: 	: 	: 	: 	4 
FAC,RCV_E,RO07	: 	: 	: 	: 	: 	: 	: 	4 
FAC,RCV_E,RO08	: 	: 	: 	: 	: 	: 	: 	5 
FAC,RCV_E,RO1	75 	82 	64 	60 	25 	85 	93 	: 
FAC,RCV_E,RO11	51 	56 	38 	35 	8 	37 	59 	: 
FAC,RCV_E,RO12	24 	26 	26 	25 	17 	48 	34 	: 
FAC,RCV_E,RO2	96 	97 	80 	76 	21 	90 	53 	: 
FAC,RCV_E,RO21	69 	75 	53 	52 	17 	65 	42 	: 
FAC,RCV_E,RO22	27 	22 	27 	24 	4 	25 	11 	: 
FAC,RCV_E,RO3	39 	36 	31 	37 	14 	18 	12 	: 
FAC,RCV_E,RO31	39 	36 	31 	37 	14 	18 	12 	: 
FAC,RCV_E,RO32	0 	0 	0 	0 	0 	0 	0 	: 
FAC,RCV_E,RO4	34 	38 	38 	29 	12 	19 	14 	: 
FAC,RCV_E,RO41	20 	20 	19 	17 	7 	9 	3 	: 
FAC,RCV_E,RO42	14 	18 	19 	12 	5 	10 	11 	: 
FAC,RCV_E,RS	52 	: 	64 	: 	: 	: 	: 	: 
FAC,RCV_E,SE	115 e	118 e	92 	80 	65 	82 	360 	261 
FAC,RCV_E,SE1	33 e	35 e	27 	23 	24 	20 	104 	: 
FAC,RCV_E,SE11	11 e	11 e	5 	3 	4 	4 	46 	: 
FAC,RCV_E,SE12	22 e	24 e	22 	20 	20 	16 	58 	: 
FAC,RCV_E,SE2	49 e	47 e	39 	35 	24 	38 	137 	: 
FAC,RCV_E,SE21	19 e	15 e	11 	9 	9 	12 	46 	: 
FAC,RCV_E,SE22	11 e	11 e	13 	12 	6 	11 	36 	: 
FAC,RCV_E,SE23	19 e	21 e	15 	14 	9 	15 	55 	: 
FAC,RCV_E,SE3	33 e	36 e	26 	22 	17 	24 	119 	: 
FAC,RCV_E,SE31	21 e	20 e	18 	13 	11 	13 	57 	: 
FAC,RCV_E,SE32	5 e	8 e	2 	2 	3 	5 	24 	: 
FAC,RCV_E,SE33	7 e	8 e	6 	7 	3 	6 	38 	: 
FAC,RCV_E,SI	8 	10 	16 	31 e	46 	31 	13 	37 
FAC,RCV_E,SI0	8 	10 	16 	31 e	46 	: 	: 	: 
FAC,RCV_E,SI01	: 	: 	: 	12 e	25 	14 	9 	: 
FAC,RCV_E,SI02	: 	: 	: 	19 e	21 	17 	4 	: 
FAC,RCV_E,SI03	4 	4 	7 e	: 	: 	: 	: 	: 
FAC,RCV_E,SI04	4 	6 	9 e	: 	: 	: 	: 	: 
FAC,RCV_E,SK	17 	15 	7 	7 	15 	25 	12 	57 
FAC,RCV_E,SK0	17 	15 	7 	7 	15 	: 	: 	: 
FAC,RCV_E,SK01	3 	3 	2 	2 	2 	2 	3 	9 
FAC,RCV_E,SK02	4 	5 	2 	2 	7 	13 	5 	19 
FAC,RCV_E,SK03	2 	2 	0 	0 	4 	4 	0 	17 
FAC,RCV_E,SK04	8 	5 	3 	3 	2 	6 	4 	12 
FAC,RCV_E,TR	40 	: 	39 	32 	30 	24 	0 	: 
FAC,RCV_E,TR1	1 	: 	: c	: c	: c	2 	0 	: 
FAC,RCV_E,TR10	: 	: 	: c	: c	: 	2 	0 	: 
FAC,RCV_E,TR2	7 	: 	6 	5 	3 	3 	0 	: 
FAC,RCV_E,TR21	5 	: 	4 	: c	: c	2 	0 	: 
FAC,RCV_E,TR22	2 	: 	: c	: c	: c	1 	0 	: 
FAC,RCV_E,TR3	7 	: 	8 	4 	4 	5 	0 	: 
FAC,RCV_E,TR31	3 	: 	4 	: c	: c	3 	0 	: 
FAC,RCV_E,TR32	4 	: 	3 	: c	: c	2 	0 	: 
FAC,RCV_E,TR33	0 	: 	: c	0 	0 	0 	0 	: 
FAC,RCV_E,TR4	6 	: 	5 	5 	5 	5 	0 	: 
FAC,RCV_E,TR41	3 	: 	: c	: c	: c	1 	0 	: 
FAC,RCV_E,TR42	3 	: 	3 	: c	4 	4 	0 	: 
FAC,RCV_E,TR5	4 	: 	3 	3 	3 	2 	0 	: 
FAC,RCV_E,TR51	3 	: 	: c	: c	: c	2 	0 	: 
FAC,RCV_E,TR52	1 	: 	: c	: c	: c	0 	0 	: 
FAC,RCV_E,TR6	6 	: 	3 	: c	4 	2 	0 	: 
FAC,RCV_E,TR61	1 	: 	: c	: c	0 	0 	0 	: 
FAC,RCV_E,TR62	3 	: 	: c	: c	3 	2 	0 	: 
FAC,RCV_E,TR63	2 	: 	: 	0 	: c	0 	0 	: 
FAC,RCV_E,TR7	2 	: 	4 	4 	: c	1 	0 	: 
FAC,RCV_E,TR71	0 	: 	: c	: c	: c	1 	0 	: 
FAC,RCV_E,TR72	2 	: 	: c	: c	: c	0 	0 	: 
FAC,RCV_E,TR8	3 	: 	: c	: c	: c	0 	0 	: 
FAC,RCV_E,TR81	1 	: 	: 	0 	0 	0 	0 	: 
FAC,RCV_E,TR82	0 	: 	: 	0 	0 	0 	0 	: 
FAC,RCV_E,TR83	2 	: 	: c	: c	: c	0 	0 	: 
FAC,RCV_E,TR9	1 	: 	: c	: c	: c	1 	0 	: 
FAC,RCV_E,TR90	: 	: 	: c	: c	: 	1 	0 	: 
FAC,RCV_E,TRA	1 	: 	: c	: c	: c	1 	0 	: 
FAC,RCV_E,TRA1	0 	: 	: 	0 	0 	0 	0 	: 
FAC,RCV_E,TRA2	1 	: 	: c	: c	: c	1 	0 	: 
FAC,RCV_E,TRB	1 	: 	: 	: c	: c	0 	0 	: 
FAC,RCV_E,TRB1	1 	: 	: 	: c	: c	0 	0 	: 
FAC,RCV_E,TRB2	0 	: 	: 	0 	0 	0 	0 	: 
FAC,RCV_E,TRC	1 	: 	4 	4 	: c	2 	0 	: 
FAC,RCV_E,TRC1	1 	: 	: c	: c	: c	0 	0 	: 
FAC,RCV_E,TRC2	0 	: 	: 	0 	0 	0 	0 	: 
FAC,RCV_E,TRC3	0 	: 	: c	: c	: c	2 	0 	: 
FAC,RCV_E,UK	40 	37 	29 	27 	138 	500 	362 	: 
FAC,RCV_E,UKC	2 	3 	2 	2 	1 	24 	21 	: 
FAC,RCV_E,UKC1	2 	3 	2 	2 	1 	10 	8 	: 
FAC,RCV_E,UKC2	0 	0 	0 	0 	0 	14 	13 	: 
FAC,RCV_E,UKD	0 	0 	1 	1 	1 	68 	50 	: 
FAC,RCV_E,UKD1	0 	0 	0 	0 	0 	15 	13 	: 
FAC,RCV_E,UKD2	: 	: 	: 	: 	: 	6 	5 	: 
FAC,RCV_E,UKD3	0 	0 	0 	0 	0 	16 	10 	: 
FAC,RCV_E,UKD4	0 	0 	1 	1 	1 	21 	17 	: 
FAC,RCV_E,UKD5	: 	: 	: 	: 	: 	10 	5 	: 
FAC,RCV_E,UKD6	0 	0 	0 	0 	0 	: 	: 	: 
FAC,RCV_E,UKD7	0 	0 	0 	0 	0 	: 	: 	: 
FAC,RCV_E,UKE	4 	4 	2 	2 	2 	73 	55 	: 
FAC,RCV_E,UKE1	0 	0 	2 	2 	2 	18 	10 	: 
FAC,RCV_E,UKE2	0 	0 	0 	0 	0 	18 	12 	: 
FAC,RCV_E,UKE3	1 	1 	0 	0 	0 	15 	10 	: 
FAC,RCV_E,UKE4	3 	3 	0 	0 	0 	22 	23 	: 
FAC,RCV_E,UKF	2 	1 	4 	5 	5 	51 	36 	: 
FAC,RCV_E,UKF1	0 	0 	3 	3 	3 	24 	20 	: 
FAC,RCV_E,UKF2	1 	0 	0 	0 	1 	7 	3 	: 
FAC,RCV_E,UKF3	1 	1 	1 	2 	1 	20 	13 	: 
FAC,RCV_E,UKG	4 	3 	2 	2 	2 	41 	30 	: 
FAC,RCV_E,UKG1	1 	0 	1 	1 	1 	11 	12 	: 
FAC,RCV_E,UKG2	2 	2 	1 	1 	1 	22 	13 	: 
FAC,RCV_E,UKG3	1 	1 	0 	0 	0 	8 	5 	: 
FAC,RCV_E,UKH	1 	2 	1 	0 	0 	49 	24 	: 
FAC,RCV_E,UKH1	1 	2 	1 	0 	0 	32 	13 	: 
FAC,RCV_E,UKH2	0 	0 	0 	0 	0 	10 	10 	: 
FAC,RCV_E,UKH3	0 	0 	0 	0 	0 	7 	1 	: 
FAC,RCV_E,UKI	3 	2 	0 	0 	0 	2 	2 	: 
FAC,RCV_E,UKI1	: 	: 	: 	0 	0 	1 	2 	: 
FAC,RCV_E,UKI2	: 	: 	: 	0 	0 	1 	0 	: 
FAC,RCV_E,UKI3	0 	0 	0 	: 	: 	: 	: 	: 
FAC,RCV_E,UKI4	1 	1 	0 	: 	2 	: 	: 	: 
FAC,RCV_E,UKI5	2 	1 	0 	: 	3 	: 	: 	: 
FAC,RCV_E,UKI6	0 	0 	0 	: 	: 	: 	: 	: 
FAC,RCV_E,UKI7	0 	0 	0 	: 	1 	: 	: 	: 
FAC,RCV_E,UKJ	7 	7 	1 	1 	1 	35 	32 	: 
FAC,RCV_E,UKJ1	3 	3 	1 	1 	1 	9 	12 	: 
FAC,RCV_E,UKJ2	1 	1 	0 	0 	0 	11 	9 	: 
FAC,RCV_E,UKJ3	3 	3 	0 	0 	0 	9 	8 	: 
FAC,RCV_E,UKJ4	0 	0 	0 	0 	0 	6 	3 	: 
FAC,RCV_E,UKK	2 	1 	0 	0 	0 	87 	65 	: 
FAC,RCV_E,UKK1	1 	0 	0 	0 	0 	14 	11 	: 
FAC,RCV_E,UKK2	0 	0 	0 	0 	0 	11 	5 	: 
FAC,RCV_E,UKK3	0 	0 	0 	0 	0 	30 	21 	: 
FAC,RCV_E,UKK4	1 	1 	0 	0 	0 	32 	28 	: 
FAC,RCV_E,UKL	5 	5 	5 	3 	123 	66 	44 	: 
FAC,RCV_E,UKL1	1 	1 	1 	1 	: c	35 	24 	: 
FAC,RCV_E,UKL2	4 	4 	4 	2 	: c	31 	20 	: 
FAC,RCV_E,UKM	5 	5 	8 	8 	0 	3 	3 	: 
FAC,RCV_E,UKM2	: 	: 	5 	5 	0 	2 	3 	: 
FAC,RCV_E,UKM3	: 	: 	3 	3 	0 	1 	0 	: 
FAC,RCV_E,UKM5	0 	0 	0 	0 	0 	0 	0 	: 
FAC,RCV_E,UKM6	0 	0 	0 	0 	0 	0 	0 	: 
FAC,RCV_E,UKM7	3 	5 	: 	: 	: 	: 	: 	: 
FAC,RCV_E,UKM8	0 	0 	: 	: 	: 	: 	: 	: 
FAC,RCV_E,UKM9	2 	0 	: 	: 	: 	: 	: 	: 
FAC,RCV_E,UKN	5 	4 	3 	3 	3 	1 	0 	: 
FAC,RCV_E,UKN0	5 	4 	3 	3 	3 	1 	0 	: 
FAC,RCV_R,AT	1634 	1157 	1142 	1109 	1162 	: 	: 	: 
FAC,RCV_R,AT1	488 	305 	285 	260 	279 	: 	: 	: 
FAC,RCV_R,AT11	36 	38 	37 	27 	29 	: 	: 	: 
FAC,RCV_R,AT12	420 	242 	222 	194 	217 	: 	: 	: 
FAC,RCV_R,AT13	32 	25 	26 	39 	33 	: 	: 	: 
FAC,RCV_R,AT2	280 	257 	263 	246 	251 	: 	: 	: 
FAC,RCV_R,AT21	74 	74 	80 	79 	74 	: 	: 	: 
FAC,RCV_R,AT22	206 	183 	183 	167 	177 	: 	: 	: 
FAC,RCV_R,AT3	866 	595 	594 	603 	632 	: 	: 	: 
FAC,RCV_R,AT31	452 	295 	299 	294 	299 	: 	: 	: 
FAC,RCV_R,AT32	84 	70 	67 	56 	47 	: 	: 	: 
FAC,RCV_R,AT33	252 	172 	164 	185 	211 	: 	: 	: 
FAC,RCV_R,AT34	78 	58 	64 	68 	75 	: 	: 	: 
FAC,RCV_R,BE	955 	572 e	586 	578 e	551 	: 	: 	: 
FAC,RCV_R,BE1	1 	3 	3 	3 	0 	: 	: 	: 
FAC,RCV_R,BE10	1 	3 	3 	3 	0 	: 	: 	: 
FAC,RCV_R,BE2	531 	509 	523 	515 	491 	: 	: 	: 
FAC,RCV_R,BE21	140 	141 	146 	142 	144 	: 	: 	: 
FAC,RCV_R,BE22	83 	66 	76 	76 	69 	: 	: 	: 
FAC,RCV_R,BE23	129 	120 	121 	121 	113 	: 	: 	: 
FAC,RCV_R,BE24	41 	42 	42 	37 	37 	: 	: 	: 
FAC,RCV_R,BE25	138 	140 	138 	139 	128 	: 	: 	: 
FAC,RCV_R,BE3	423 	60 e	60 e	60 e	60 	: 	: 	: 
FAC,RCV_R,BE31	33 	4 e	4 e	4 e	4 	: 	: 	: 
FAC,RCV_R,BE32	186 	33 e	33 e	33 e	33 	: 	: 	: 
FAC,RCV_R,BE33	123 	15 e	15 e	15 e	15 	: 	: 	: 
FAC,RCV_R,BE34	41 	5 e	5 e	5 e	5 	: 	: 	: 
FAC,RCV_R,BE35	40 	3 e	3 e	3 e	3 	: 	: 	: 
FAC,RCV_R,BG	752 	626 	610 	: 	593 	: 	: 	: 
FAC,RCV_R,BG3	431 	365 	364 	: 	370 	: 	: 	: 
FAC,RCV_R,BG31	97 	89 	101 	: 	93 	: 	: 	: 
FAC,RCV_R,BG32	120 	94 	95 	: 	99 	: 	: 	: 
FAC,RCV_R,BG33	115 	95 	78 	: 	81 	: 	: 	: 
FAC,RCV_R,BG34	99 	87 	90 	: 	97 	: 	: 	: 
FAC,RCV_R,BG4	321 	261 	246 	: 	223 	: 	: 	: 
FAC,RCV_R,BG41	159 	129 	148 	: 	129 	: 	: 	: 
FAC,RCV_R,BG42	162 	132 	98 	: 	94 	: 	: 	: 
FAC,RCV_R,CY	20 	20 	94 	112 	100 	: 	: 	: 
FAC,RCV_R,CY0	20 	20 	94 	112 	100 	: 	: 	: 
FAC,RCV_R,CY00	20 	20 	94 	112 	100 	: 	: 	: 
FAC,RCV_R,CZ	2578 	2250 	1389 	1669 	1511 	: 	: 	: 
FAC,RCV_R,CZ0	2578 	2250 	1389 	1669 	1511 	: 	: 	: 
FAC,RCV_R,CZ01	46 	35 	27 	38 	25 	: 	: 	: 
FAC,RCV_R,CZ02	422 	367 	261 	200 	182 	: 	: 	: 
FAC,RCV_R,CZ03	423 	373 	229 	238 	214 	: 	: 	: 
FAC,RCV_R,CZ04	239 	206 	134 	200 	159 	: 	: 	: 
FAC,RCV_R,CZ05	388 	364 	218 	225 	209 	: 	: 	: 
FAC,RCV_R,CZ06	510 	450 	237 	296 	262 	: 	: 	: 
FAC,RCV_R,CZ07	319 	274 	174 	262 	246 	: 	: 	: 
FAC,RCV_R,CZ08	231 	181 	109 	210 	214 	: 	: 	: 
FAC,RCV_R,DE	7923 	8433 	9308 	8520 	8368 	: 	: 	: 
FAC,RCV_R,DE1	761 	758 	728 	734 	814 	: 	: 	: 
FAC,RCV_R,DE11	259 	255 	241 	245 	279 	: 	: 	: 
FAC,RCV_R,DE12	184 	184 	179 	173 	191 	: 	: 	: 
FAC,RCV_R,DE13	175 	171 	172 	177 	186 	: 	: 	: 
FAC,RCV_R,DE14	143 	148 	136 	139 	158 	: 	: 	: 
FAC,RCV_R,DE2	1659 	1996 	3182 	2552 	2604 	: 	: 	: 
FAC,RCV_R,DE21	417 	496 	886 	662 	694 	: 	: 	: 
FAC,RCV_R,DE22	214 	269 	529 	357 	366 	: 	: 	: 
FAC,RCV_R,DE23	174 	211 	276 	242 	252 	: 	: 	: 
FAC,RCV_R,DE24	162 	193 	292 	267 	267 	: 	: 	: 
FAC,RCV_R,DE25	195 	221 	348 	238 	238 	: 	: 	: 
FAC,RCV_R,DE26	209 	260 	316 	266 	257 	: 	: 	: 
FAC,RCV_R,DE27	288 	346 	535 	520 	530 	: 	: 	: 
FAC,RCV_R,DE3	101 	88 	74 	81 	73 	: 	: 	: 
FAC,RCV_R,DE30	101 	88 	74 	81 	73 	: 	: 	: 
FAC,RCV_R,DE4	354 	363 	376 	384 	412 	: 	: 	: 
FAC,RCV_R,DE40	354 	363 	376 	384 	412 	: 	: 	: 
FAC,RCV_R,DE5	34 	35 	28 	25 	31 	: 	: 	: 
FAC,RCV_R,DE50	34 	35 	28 	25 	31 	: 	: 	: 
FAC,RCV_R,DE6	72 	83 	69 	54 	70 	: 	: 	: 
FAC,RCV_R,DE60	72 	83 	69 	54 	70 	: 	: 	: 
FAC,RCV_R,DE7	392 	404 	386 	354 	370 	: 	: 	: 
FAC,RCV_R,DE71	192 	202 	186 	173 	184 	: 	: 	: 
FAC,RCV_R,DE72	87 	95 	93 	85 	85 	: 	: 	: 
FAC,RCV_R,DE73	113 	107 	107 	96 	101 	: 	: 	: 
FAC,RCV_R,DE8	189 	181 	251 	278 	301 	: 	: 	: 
FAC,RCV_R,DE80	189 	181 	251 	278 	301 	: 	: 	: 
FAC,RCV_R,DE9	834 	864 	786 	724 	721 	: 	: 	: 
FAC,RCV_R,DE91	145 	151 	145 	142 	140 	: 	: 	: 
FAC,RCV_R,DE92	212 	224 	199 	184 	173 	: 	: 	: 
FAC,RCV_R,DE93	194 	209 	184 	154 	163 	: 	: 	: 
FAC,RCV_R,DE94	283 	280 	258 	244 	245 	: 	: 	: 
FAC,RCV_R,DEA	1419 	1510 	1469 	1370 	1014 	: 	: 	: 
FAC,RCV_R,DEA1	351 	372 	371 	352 	273 	: 	: 	: 
FAC,RCV_R,DEA2	277 	299 	286 	271 	211 	: 	: 	: 
FAC,RCV_R,DEA3	292 	310 	280 	269 	183 	: 	: 	: 
FAC,RCV_R,DEA4	193 	208 	212 	198 	138 	: 	: 	: 
FAC,RCV_R,DEA5	306 	321 	320 	280 	209 	: 	: 	: 
FAC,RCV_R,DEB	417 	426 	394 	367 	359 	: 	: 	: 
FAC,RCV_R,DEB1	159 	160 	151 	130 	132 	: 	: 	: 
FAC,RCV_R,DEB2	82 	72 	70 	65 	64 	: 	: 	: 
FAC,RCV_R,DEB3	176 	194 	173 	172 	163 	: 	: 	: 
FAC,RCV_R,DEC	153 	165 	136 	127 	154 	: 	: 	: 
FAC,RCV_R,DEC0	153 	165 	136 	127 	154 	: 	: 	: 
FAC,RCV_R,DED	445 	437 	362 	398 	424 	: 	: 	: 
FAC,RCV_R,DED2	151 	149 	125 	169 	157 	: 	: 	: 
FAC,RCV_R,DED4	208 	192 	161 	145 	174 	: 	: 	: 
FAC,RCV_R,DED5	86 	96 	76 	84 	93 	: 	: 	: 
FAC,RCV_R,DEE	403 	406 	378 	374 	332 	: 	: 	: 
FAC,RCV_R,DEE0	403 	406 	378 	374 	332 	: 	: 	: 
FAC,RCV_R,DEF	373 	410 	386 	387 	374 	: 	: 	: 
FAC,RCV_R,DEF0	373 	410 	386 	387 	374 	: 	: 	: 
FAC,RCV_R,DEG	317 	307 	303 	311 	315 	: 	: 	: 
FAC,RCV_R,DEG0	317 	307 	303 	311 	315 	: 	: 	: 
FAC,RCV_R,DK	216 	83 e	293 e	293 e	293 e	: 	: 	: 
FAC,RCV_R,DK0	216 	83 e	293 e	293 e	293 e	: 	: 	: 
FAC,RCV_R,DK01	14 	9 e	62 e	62 e	62 e	: 	: 	: 
FAC,RCV_R,DK02	37 	16 e	53 e	53 e	53 e	: 	: 	: 
FAC,RCV_R,DK03	53 	21 e	80 e	80 e	80 e	: 	: 	: 
FAC,RCV_R,DK04	70 	24 e	65 e	65 e	65 e	: 	: 	: 
FAC,RCV_R,DK05	42 	13 e	33 e	33 e	33 e	: 	: 	: 
FAC,RCV_R,EE	293 	313 	385 	304 	327 	: 	: 	: 
