indic_env,wst_oper,geo\time	2018 	2016 	2014 	2012 	2010 	2008 	2006 	2004 
CAP,DSP_I,LT02	8000 	8000 	8000 	: 	: 	: 	: 	: 
CAP,DSP_I,LU	0 	0 	0 	176000 	176000 	150000 	140 	: 
CAP,DSP_I,LU0	0 	0 	0 	176000 	176000 	: 	: 	: 
CAP,DSP_I,LU00	0 	0 	0 	176000 	176000 	: 	: 	: 
CAP,DSP_I,LV	: 	600 	600 	1000 	250 	: 	2400 	: 
CAP,DSP_I,LV0	: 	600 	600 	1000 	250 	: 	: 	: 
CAP,DSP_I,LV00	: 	600 	600 	1000 	250 	: 	: 	: 
CAP,DSP_I,ME	0 	0 	: 	: 	: 	: 	: 	: 
CAP,DSP_I,MT	7392 	7392 	7392 	7392 	7392 	7392 	0 	0 
CAP,DSP_I,MT0	7392 	7392 	7392 	7392 	7392 	: 	: 	: 
CAP,DSP_I,MT00	7392 	7392 	7392 	7392 	7392 	: 	: 	: 
CAP,DSP_I,NL	814750 	772000 	692000 	240000 	3464750 	6845000 	5983000 	5673750 
CAP,DSP_I,NL1	15000 	0 	0 	0 	705000 	630000 	550000 	480000 
CAP,DSP_I,NL11	0 	0 	0 	0 	75000 	0 	0 	0 
CAP,DSP_I,NL12	15000 	0 	0 	0 	0 	0 	0 	0 
CAP,DSP_I,NL13	0 	0 	0 	0 	630000 	630000 	550000 	480000 
CAP,DSP_I,NL2	0 	0 	0 	0 	831500 	1010000 	1025000 	1008750 
CAP,DSP_I,NL21	0 	0 	0 	0 	354000 	300000 	315000 	290000 
CAP,DSP_I,NL22	0 	0 	0 	0 	477500 	710000 	710000 	718750 
CAP,DSP_I,NL23	0 	0 	0 	0 	0 	0 	0 	0 
CAP,DSP_I,NL3	654750 	639000 	559000 	107000 	1531000 	4072000 	3563000 	3340000 
CAP,DSP_I,NL31	0 	0 	0 	0 	0 	0 	0 	0 
CAP,DSP_I,NL32	0 	0 	0 	0 	1000000 	2035000 	1535000 	1325000 
CAP,DSP_I,NL33	654750 	639000 	559000 	107000 	531000 	2037000 	2028000 	2015000 
CAP,DSP_I,NL34	0 	0 	0 	0 	0 	0 	0 	0 
CAP,DSP_I,NL4	145000 	133000 	133000 	133000 	397250 	1133000 	845000 	845000 
CAP,DSP_I,NL41	145000 	133000 	133000 	133000 	397250 	1133000 	845000 	845000 
CAP,DSP_I,NL42	0 	0 	0 	0 	0 	0 	0 	0 
CAP,DSP_I,NO	32600 	68600 	49900 	3000 	6000 	3000 	3000 	725804 
CAP,DSP_I,NO01	0 	0 	0 	0 	0 	0 	0 	0 
CAP,DSP_I,NO02	0 	0 	0 	0 	0 	0 	0 	: 
CAP,DSP_I,NO03	27600 	49600 	16000 	0 	0 	0 	0 	461237 s
CAP,DSP_I,NO04	0 	0 	14900 	0 	0 	0 	0 	: c
CAP,DSP_I,NO05	3000 	3000 	3000 	3000 	6000 	: c	: c	73544 s
CAP,DSP_I,NO06	0 	0 	0 	0 	0 	0 	0 	0 
CAP,DSP_I,NO07	2000 	16000 	16000 	0 	0 	0 	0 	: c
CAP,DSP_I,PL	: b	: 	: 	1546193 	795993 	3413022 	444142 	421619 
CAP,DSP_I,PL1	: 	: 	: 	322790 	51230 	59283 	400 	67197 
CAP,DSP_I,PL11	: 	: 	: 	124790 	4500 	4100 	: 	: 
CAP,DSP_I,PL12	: 	: 	: 	198000 	46730 	55183 	400 	67197 
CAP,DSP_I,PL2	: b	: 	: 	738672 	60504 	49250 	405000 	351200 
CAP,DSP_I,PL21	: b	: 	: 	131666 	16084 	15980 	: 	1200 
CAP,DSP_I,PL22	54880 	: 	: 	607006 	44420 	33270 	405000 	350000 
CAP,DSP_I,PL3	: 	: 	: 	184947 	358933 	768815 	26500 	0 
CAP,DSP_I,PL31	: 	: 	: 	13168 	13108 	372550 	: 	: 
CAP,DSP_I,PL32	: 	: 	: 	150000 	28863 	26713 	: 	: 
CAP,DSP_I,PL33	: 	: 	: 	14490 	309340 	361800 	: 	: 
CAP,DSP_I,PL34	: 	: 	: 	7289 	7622 	7752 	26500 	: 
CAP,DSP_I,PL4	48252 	: 	: 	149341 	52234 	851343 	12122 	2122 
CAP,DSP_I,PL41	10224 	: 	: 	94786 	10972 	826090 	10512 	570 
CAP,DSP_I,PL42	36708 	: 	: 	54555 	40462 	2069 	1610 	1552 
CAP,DSP_I,PL43	1320 	: 	: 	0 	800 	23184 	: 	: 
CAP,DSP_I,PL5	174548 	: 	: 	60 	68111 	62961 	20 	100 
CAP,DSP_I,PL51	10148 	: 	: 	0 	5150 	0 	: 	: 
CAP,DSP_I,PL52	164400 	: 	: 	60 	62961 	62961 	20 	100 
CAP,DSP_I,PL6	328060 	: 	: 	150383 	204981 	1621370 	100 	1000 
CAP,DSP_I,PL61	139398 	: 	: 	30518 	127640 	1246780 	: 	: 
CAP,DSP_I,PL62	59064 	: 	: 	12300 	12300 	340 	100 	: 
CAP,DSP_I,PL63	129598 	: 	: 	107565 	65041 	374250 	: 	1000 
CAP,DSP_I,PL7	: b	: 	: 	: 	: 	: 	: 	: 
CAP,DSP_I,PL71	489000 	: 	: 	: 	: 	: 	: 	: 
CAP,DSP_I,PL72	: b	: 	: 	: 	: 	: 	: 	: 
CAP,DSP_I,PL8	: b	: 	: 	: 	: 	: 	: 	: 
CAP,DSP_I,PL81	: b	: 	: 	: 	: 	: 	: 	: 
CAP,DSP_I,PL82	0 	: 	: 	: 	: 	: 	: 	: 
CAP,DSP_I,PL84	409 	: 	: 	: 	: 	: 	: 	: 
CAP,DSP_I,PL9	336800 	: 	: 	: 	: 	: 	: 	: 
CAP,DSP_I,PL91	336800 	: 	: 	: 	: 	: 	: 	: 
CAP,DSP_I,PL92	0 	: 	: 	: 	: 	: 	: 	: 
CAP,DSP_I,PT	: 	: 	1067574 	1226861 	0 	: 	1116000 	0 
CAP,DSP_I,PT1	: 	: 	923034 	1226861 	0 	: 	1116000 	0 
CAP,DSP_I,PT11	: 	0 	343000 	446443 	0 	: 	380000 	: 
CAP,DSP_I,PT15	: 	0 	0 	0 	0 	: 	0 	: 
CAP,DSP_I,PT16	: 	: 	15904 	32775 	0 	: 	0 	: 
CAP,DSP_I,PT17	: 	0 	564130 	747643 	0 	: 	736000 	: 
CAP,DSP_I,PT18	: 	: 	0 	0 	0 	: 	0 	: 
CAP,DSP_I,PT2	: 	0 	0 	0 	: 	: 	0 	0 
CAP,DSP_I,PT20	: 	0 	0 	0 	: 	: 	: 	: 
CAP,DSP_I,PT3	: 	0 	144540 	0 	: 	: 	0 	0 
CAP,DSP_I,PT30	: 	0 	144540 	0 	: 	: 	: 	: 
CAP,DSP_I,RO	253183 	248992 	250098 	250097 	152334 	71020 	56042 	: 
CAP,DSP_I,RO1	1750 	1300 	1180 	1180 	1430 	1430 	1430 	: 
CAP,DSP_I,RO11	1750 	1300 	1180 	1180 	1430 	1430 	1430 	: 
CAP,DSP_I,RO12	0 	0 	0 	0 	0 	0 	0 	: 
CAP,DSP_I,RO2	44540 	44540 	46320 	46320 	36550 	40930 	4008 	: 
CAP,DSP_I,RO21	24460 	24460 	26240 	26240 	26470 	26722 	3570 	: 
CAP,DSP_I,RO22	20080 	20080 	20080 	20080 	10080 	14208 	438 	: 
CAP,DSP_I,RO3	133783 	132522 	131968 	131968 	103466 	6000 	29760 	: 
CAP,DSP_I,RO31	123378 	120312 	119312 	119312 	97312 	0 	23760 	: 
CAP,DSP_I,RO32	10405 	12210 	12656 	12656 	6154 	6000 	6000 	: 
CAP,DSP_I,RO4	73110 	70630 	70630 	70630 	10888 	22660 	20844 	: 
CAP,DSP_I,RO41	69860 	67380 	67380 	67380 	7638 	19083 	17267 	: 
CAP,DSP_I,RO42	3250 	3250 	3250 	3250 	3250 	3577 	3577 	: 
CAP,DSP_I,RS	0 	: 	73 	: 	: 	: 	: 	: 
CAP,DSP_I,SE	244069 e	260100 e	141750 e	75300 	90110 	88400 	134249 	105 
CAP,DSP_I,SE1	150000 e	150000 e	75050 e	75250 	90000 	69000 	103819 	: 
CAP,DSP_I,SE11	0 e	0 e	50 e	250 e	90000 e	0 e	50 	: 
CAP,DSP_I,SE12	150000 e	150000 e	75000 e	75000 e	0 	69000 e	103769 	: 
CAP,DSP_I,SE2	61559 e	70100 e	45550 e	0 	110 	13800 	30180 	: 
CAP,DSP_I,SE21	259 e	100 e	50 e	0 e	0 	0 e	0 	: 
CAP,DSP_I,SE22	14900 e	20000 e	500 e	0 e	10 	9200 e	160 	: 
CAP,DSP_I,SE23	46400 e	50000 e	45000 e	0 e	100 e	4600 e	30020 	: 
CAP,DSP_I,SE3	32510 e	40000 e	21150 e	50 	0 	5600 	250 	: 
CAP,DSP_I,SE31	15000 e	20000 e	150 e	0 e	0 	1000 e	250 	: 
CAP,DSP_I,SE32	7510 e	5000 e	6000 e	50 e	0 	4600 e	0 	: 
CAP,DSP_I,SE33	10000 e	15000 e	15000 e	0 e	0 	0 e	0 	: 
CAP,DSP_I,SI	56580 	56580 	66200 	68837 e	61337 e	: c	: c	23460 
CAP,DSP_I,SI0	56580 	56580 	66200 	68837 e	61337 e	: 	: 	: 
CAP,DSP_I,SI01	: 	: 	: 	61337 e	61337 e	: c	: c	: 
CAP,DSP_I,SI02	: 	: 	: 	7500 e	0 	0 	0 	: 
CAP,DSP_I,SI03	56580 	56580 	66200 	: 	: 	: 	: 	: 
CAP,DSP_I,SI04	0 	0 	0 	: 	: 	: 	: 	: 
CAP,DSP_I,SK	78500 	30122 	43774 	45274 	47135 	0 	153600 	: 
CAP,DSP_I,SK0	78500 	30122 	43774 	45274 	47135 	: 	: 	: 
CAP,DSP_I,SK01	28500 	28500 	28500 	28500 	28500 	: 	12000 	: 
CAP,DSP_I,SK02	0 	122 	10730 	10730 	10735 	: 	49300 	: 
CAP,DSP_I,SK03	0 	0 	3594 	3594 	6000 	: 	1300 	: 
CAP,DSP_I,SK04	50000 	1500 	950 	2450 	1900 	: 	91000 	: 
CAP,DSP_I,TR	757002 	: 	111260 	60540 	71260 	71115 	44016 	43924 
CAP,DSP_I,TR1	: c	: 	: c	: c	: c	8760 	0 	: c
CAP,DSP_I,TR10	: 	: 	: c	: c	: 	8760 	0 	: c
CAP,DSP_I,TR2	: c	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR21	: c	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR22	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR3	: c	: 	: c	: c	: c	: c	0 	0 
CAP,DSP_I,TR31	: c	: 	: c	: c	: c	: c	0 	0 
CAP,DSP_I,TR32	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR33	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR4	157940 	: 	: c	: c	: c	35000 	0 	: c
CAP,DSP_I,TR41	: c	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR42	: c	: 	: c	: c	: c	35000 	0 	: c
CAP,DSP_I,TR5	: c	: 	: c	0 	0 	0 	0 	0 
CAP,DSP_I,TR51	: c	: 	: c	0 	0 	0 	0 	0 
CAP,DSP_I,TR52	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR6	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR61	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR62	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR63	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR7	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR71	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR72	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR8	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR81	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR82	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR83	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR9	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TR90	: 	: 	: 	0 	: 	0 	0 	0 
CAP,DSP_I,TRA	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TRA1	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TRA2	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TRB	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TRB1	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TRB2	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TRC	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TRC1	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TRC2	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,TRC3	0 	: 	: 	0 	0 	0 	0 	0 
CAP,DSP_I,UK	12265362 	8474196 	9859489 	8385107 	7890447 	9119137 	9149345 	: 
CAP,DSP_I,UKC	723000 	125000 	756000 	375000 	375000 	329999 	323938 	: 
CAP,DSP_I,UKC1	723000 	125000 	756000 	375000 	375000 	325913 	272362 	: 
CAP,DSP_I,UKC2	0 	0 	0 	0 	0 	4086 	51576 	: 
CAP,DSP_I,UKD	1693412 	1466412 	447670 	462670 	462670 	601292 	590257 	: 
CAP,DSP_I,UKD1	0 	0 	0 	0 	0 	2587 	1680 	: 
CAP,DSP_I,UKD2	: 	: 	: 	: 	: 	143702 	240166 	: 
CAP,DSP_I,UKD3	140984 	140984 	147670 	147670 	147670 	154937 	152693 	: 
CAP,DSP_I,UKD4	175428 	175428 	0 	15000 	15000 	199598 	195586 	: 
CAP,DSP_I,UKD5	: 	: 	: 	: 	: 	100468 	133 	: 
CAP,DSP_I,UKD6	1130000 	1050000 	200000 	200000 	200000 	: 	: 	: 
CAP,DSP_I,UKD7	247000 	100000 	100000 	100000 	100000 	: 	: 	: 
CAP,DSP_I,UKE	2008700 	680600 	702000 	811000 	811000 	942081 	916162 	: 
CAP,DSP_I,UKE1	927600 	413600 	56000 	326000 	326000 	418549 	414431 	: 
CAP,DSP_I,UKE2	320000 	0 	0 	0 	0 	9913 	4893 	: 
CAP,DSP_I,UKE3	715600 	250000 	425000 	241500 	241500 	250099 	247310 	: 
CAP,DSP_I,UKE4	45500 	17000 	221000 	243500 	243500 	263520 	249529 	: 
CAP,DSP_I,UKF	1090443 	948443 	420500 	266500 	266500 	972893 	967614 	: 
CAP,DSP_I,UKF1	557500 	487500 	266500 	266500 	266500 	489519 	497733 	: 
CAP,DSP_I,UKF2	72000 	0 	0 	0 	0 	9789 	911 	: 
CAP,DSP_I,UKF3	460943 	460943 	154000 	0 	0 	473585 	468969 	: 
CAP,DSP_I,UKG	1245960 	1425960 	1456880 	1159380 	1159380 	1436020 	1434008 	: 
CAP,DSP_I,UKG1	299080 	299080 	10000 	10000 	10000 	144236 	143289 	: 
CAP,DSP_I,UKG2	330000 	330000 	510000 	210000 	210000 	336646 	335944 	: 
CAP,DSP_I,UKG3	616880 	796880 	936880 	939380 	939380 	955138 	954775 	: 
CAP,DSP_I,UKH	1931000 	1061000 	880000 	901000 	901000 	988129 	981020 	: 
CAP,DSP_I,UKH1	1003000 	623000 	442000 	463000 	463000 	532109 	527767 	: 
CAP,DSP_I,UKH2	438000 	438000 	438000 	438000 	438000 	450530 	453082 	: 
CAP,DSP_I,UKH3	490000 	0 	0 	0 	0 	5490 	171 	: 
CAP,DSP_I,UKI	227000 	827000 	2015000 	2090000 	1390000 	1401849 	1394949 	: 
CAP,DSP_I,UKI1	: 	: 	: 	488000 	488000 	56987 	492856 	: 
CAP,DSP_I,UKI2	: 	: 	: 	1602000 	902000 	1344862 	902092 	: 
CAP,DSP_I,UKI3	0 	0 	0 	: 	: 	: 	: 	: 
CAP,DSP_I,UKI4	0 	0 	488000 	578500 	: 	: 	: 	: 
CAP,DSP_I,UKI5	219000 	819000 	1519000 	1503500 	: 	: 	: 	: 
CAP,DSP_I,UKI6	0 	0 	0 	: 	: 	: 	: 	: 
CAP,DSP_I,UKI7	8000 	8000 	8000 	8000 	: 	: 	: 	: 
CAP,DSP_I,UKJ	1741990 	1439490 	2152190 	1883440 	1567950 	1779659 	1716489 	: 
CAP,DSP_I,UKJ1	557500 	557500 	710000 	410000 	410000 	569973 	564117 	: 
CAP,DSP_I,UKJ2	65550 	65550 	307550 	307550 	5200 	20062 	15237 	: 
CAP,DSP_I,UKJ3	45000 	45000 	605000 	605000 	605000 	637230 	586844 	: 
CAP,DSP_I,UKJ4	1073940 	771440 	529640 	560890 	547750 	552394 	550290 	: 
CAP,DSP_I,UKK	333081 	219081 	210011 	43168 	43168 	196999 	185263 	: 
CAP,DSP_I,UKK1	15570 	141570 	129000 	22157 	22157 	73600 	66074 	: 
CAP,DSP_I,UKK2	8000 	8000 	8000 	8000 	8000 	85765 	88731 	: 
CAP,DSP_I,UKK3	245241 	5241 	8741 	8741 	8741 	16380 	15167 	: 
CAP,DSP_I,UKK4	64270 	64270 	64270 	4270 	4270 	21254 	15291 	: 
CAP,DSP_I,UKL	31000 	6000 	6000 	6000 	6205 	81151 	277781 	: 
CAP,DSP_I,UKL1	25000 	0 	0 	0 	125 	68708 	64742 	: 
CAP,DSP_I,UKL2	6000 	6000 	6000 	6000 	: c	12443 	213040 	: 
CAP,DSP_I,UKM	1180196 	215630 	753658 	327369 	848444 	389067 	337578 	: 
CAP,DSP_I,UKM2	: 	: 	518520 	216514 	522514 	336112 	295169 	: 
CAP,DSP_I,UKM3	: 	: 	184350 	60350 	275350 	4555 	7156 	: 
CAP,DSP_I,UKM5	0 	50 	50 	105 	105 	0 	260 	: 
CAP,DSP_I,UKM6	25104 	26338 	50738 	50400 	50475 	48400 	34993 	: 
CAP,DSP_I,UKM7	891092 	156843 	: 	: 	: 	: 	: 	: 
CAP,DSP_I,UKM8	264000 	30000 	: 	: 	: 	: 	: 	: 
CAP,DSP_I,UKM9	0 	2399 	: 	: 	: 	: 	: 	: 
CAP,DSP_I,UKN	59580 	59580 	59580 	59580 	59130 	0 	24285 	: 
CAP,DSP_I,UKN0	59580 	59580 	59580 	59580 	59130 	: 	24285 e	: 
CAP,DSP_L,UKI5	: 	: 	: 	1544000 	: 	: 	: 	: 
CAP,DSP_L,UKI6	: 	: 	: 	1140000 	: 	: 	: 	: 
CAP,DSP_L,UKI7	: 	: 	: 	410000 	: 	: 	: 	: 
CAP,DSP_LIN,UKI5	: 	: 	: 	544000 	: 	: 	: 	: 
CAP,DSP_LIN,UKI6	: 	: 	: 	200000 	: 	: 	: 	: 
CAP,DSP_LIN,UKI7	: 	: 	: 	250000 	: 	: 	: 	: 
CAP,DSP_LNH,UKI5	: 	: 	: 	1000000 	: 	: 	: 	: 
CAP,DSP_LNH,UKI6	: 	: 	: 	940000 	: 	: 	: 	: 
CAP,DSP_LNH,UKI7	: 	: 	: 	160000 	: 	: 	: 	: 
CAP,DSP_L_OTH,AT	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,AT1	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,AT11	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,AT12	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,AT13	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,AT2	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,AT21	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,AT22	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,AT3	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,AT31	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,AT32	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,AT33	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,AT34	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BE	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BE1	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BE10	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BE2	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BE21	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BE22	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BE23	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BE24	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BE25	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BE3	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BE31	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BE32	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BE33	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BE34	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BE35	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,BG	: 	: 	: 	: 	: 	2402 	0 	0 
CAP,DSP_L_OTH,BG1	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,BG11	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,BG12	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,BG13	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,BG2	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,BG21	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,BG22	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,BG23	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,BG3	: 	: 	: 	: 	: 	300 	0 	: 
CAP,DSP_L_OTH,BG31	: 	: 	: 	: 	: 	0 	0 	: 
CAP,DSP_L_OTH,BG32	: 	: 	: 	: 	: 	200 	0 	: 
CAP,DSP_L_OTH,BG33	: 	: 	: 	: 	: 	0 	0 	: 
CAP,DSP_L_OTH,BG34	: 	: 	: 	: 	: 	100 	0 	: 
CAP,DSP_L_OTH,BG4	: 	: 	: 	: 	: 	2102 	0 	: 
CAP,DSP_L_OTH,BG41	: 	: 	: 	: 	: 	2100 	0 	: 
CAP,DSP_L_OTH,BG42	: 	: 	: 	: 	: 	2 	0 	: 
CAP,DSP_L_OTH,CY	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,CZ	: 	: 	: 	: 	: 	: 	0 	0 
CAP,DSP_L_OTH,CZ01	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,CZ02	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,CZ03	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,CZ04	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,CZ05	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,CZ06	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,CZ07	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,CZ08	: 	: 	: 	: 	: 	: 	: 	0 
CAP,DSP_L_OTH,DE	: 	: 	: 	: 	: 	450910 	1305508 	1536250 
CAP,DSP_L_OTH,DE1	: 	: 	: 	: 	: 	0 	0 	150000 
CAP,DSP_L_OTH,DE11	: 	: 	: 	: 	: 	0 	0 	30000 
CAP,DSP_L_OTH,DE12	: 	: 	: 	: 	: 	0 	0 	100000 
CAP,DSP_L_OTH,DE13	: 	: 	: 	: 	: 	0 	0 	20000 
CAP,DSP_L_OTH,DE14	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DE2	: 	: 	: 	: 	: 	0 	0 	64450 
CAP,DSP_L_OTH,DE21	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DE22	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DE23	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DE24	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DE25	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DE26	: 	: 	: 	: 	: 	0 	0 	9450 
CAP,DSP_L_OTH,DE27	: 	: 	: 	: 	: 	0 	0 	55000 
CAP,DSP_L_OTH,DE3	: 	: 	: 	: 	: 	0 	200000 	280000 
CAP,DSP_L_OTH,DE30	: 	: 	: 	: 	: 	0 	200000 	280000 
CAP,DSP_L_OTH,DE4	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DE41	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DE42	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DE5	: 	: 	: 	: 	: 	0 	0 	66000 
CAP,DSP_L_OTH,DE50	: 	: 	: 	: 	: 	0 	0 	66000 
CAP,DSP_L_OTH,DE6	: 	: 	: 	: 	: 	100000 	708000 	561000 
CAP,DSP_L_OTH,DE60	: 	: 	: 	: 	: 	100000 	708000 	561000 
CAP,DSP_L_OTH,DE7	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DE71	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DE72	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DE73	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DE8	: 	: 	: 	: 	: 	75300 	64500 	68000 
CAP,DSP_L_OTH,DE80	: 	: 	: 	: 	: 	75300 	64500 	68000 
CAP,DSP_L_OTH,DE9	: 	: 	: 	: 	: 	60000 	15000 	76000 
CAP,DSP_L_OTH,DE91	: 	: 	: 	: 	: 	30000 	0 	0 
CAP,DSP_L_OTH,DE92	: 	: 	: 	: 	: 	30000 	15000 	71000 
CAP,DSP_L_OTH,DE93	: 	: 	: 	: 	: 	0 	0 	5000 
CAP,DSP_L_OTH,DE94	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DEA	: 	: 	: 	: 	: 	10 	408 	5000 
CAP,DSP_L_OTH,DEA1	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DEA2	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DEA3	: 	: 	: 	: 	: 	10 	408 	0 
CAP,DSP_L_OTH,DEA4	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DEA5	: 	: 	: 	: 	: 	0 	0 	5000 
CAP,DSP_L_OTH,DEB	: 	: 	: 	: 	: 	1600 	1600 	1600 
CAP,DSP_L_OTH,DEB1	: 	: 	: 	: 	: 	1600 	1600 	1600 
CAP,DSP_L_OTH,DEB2	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DEB3	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DEC	: 	: 	: 	: 	: 	0 	0 	0 
CAP,DSP_L_OTH,DED	: 	: 	: 	: 	: 	44000 	28000 	155200 
CAP,DSP_L_OTH,DED1	: 	: 	: 	: 	: 	44000 	8000 	121200 
CAP,DSP_L_OTH,DED2	: 	: 	: 	: 	: 	0 	12000 	26000 
